Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,Employment Rate,Unemployment Rate,Economically_active_rate,Economically_inactive_rate,lntheft
E01000670,Bromley 018A,14.18,68.32,19.3,30.6,34.8,5.7,89.2,8.5,2.3,27,45.5,21.3,7.8,9.6,13.8,0.6,12.5,49.7,5.8,71.9,5,58.64,16.98,1.98
E01000671,Bromley 020D,18.23,63.53,20,25,38.4,8.8,84.9,11.2,3.9,30.9,46.2,18.6,16.7,11.4,15.8,2.9,12.2,35.2,5.8,69.1,4.5,54.7,17.78,2.01
E01000672,Bromley 011A,19.87,62.3,20.2,31.7,32,7.1,85.4,10.5,4.1,17.8,52.9,24.2,13.8,12,14.7,2.4,10.6,40,6.6,69.9,3,52.96,18.95,3.77
E01000673,Bromley 011B,13.88,64.74,27.1,30.6,27.6,5.4,87.6,9,3.4,15.9,53.2,23.7,13.4,13.7,14.8,2,11.8,40.6,3.6,71.3,4.1,53.79,17.38,0.93
E01000674,Bromley 008A,17.46,67.2,15.8,22.4,47,8,84.1,10.9,4.9,33.2,50.7,13.8,17.7,10,13.1,2,11.1,39.4,6.8,71.9,4.1,58.31,16.75,1.95
E01000676,Bromley 008B,13.08,69.86,12.4,20.6,42.4,12.5,83.5,12,4.6,45.5,44.8,8.7,14.3,11.5,12.4,1.1,12.4,41.3,6.9,70.5,7.6,58.33,16.2,4.99
E01000677,Bromley 018C,7.35,70.32,22.5,26.3,32.9,6.6,88.2,9.1,2.7,27.1,57.4,14,9.7,11.6,15.1,2.2,11.1,44.9,5.5,76.1,5.9,62.24,12.66,4.69
E01000678,Bromley 016E,11.78,66.55,27.6,28.5,26.1,8.1,87.5,9.6,2.9,18.9,52.3,22.1,13.2,12.8,16.8,1.8,11.7,39.2,4.6,69.4,4.6,54.83,17.75,1.41
E01000679,Bromley 020E,10.78,65.6,26.6,26.9,25.1,8.2,88.5,9.3,2.2,18.7,52.1,22.5,15.1,14.4,16.4,2.5,13.7,32.9,5,73.8,4.2,56.75,14.82,1.28
E01000680,Bromley 037A,22.37,60.66,20.1,46,20.7,7,86.4,10.8,2.8,4.3,32,42.1,13.2,13.2,17,4,13,35.9,3.6,65.4,2.9,51.83,22.25,2.96
E01000682,Bromley 035B,23.03,58.27,25.1,34,30.4,2.3,84.3,12.3,3.4,16.4,48,27.9,19,14.4,17.7,2.3,11.9,31.2,3.5,66.4,3.2,48.62,19.29,2.06
E01000683,Bromley 035C,14.7,66.65,22,26.2,36.2,4.8,84.6,10.6,4.8,17.7,54.5,22.8,17.3,14.5,15.4,2.1,12,33.3,5.4,69.1,4.2,55.4,18.09,1.33
E01000684,Bromley 035D,14.83,62.67,32.9,37.5,18.2,4,88.9,8.6,2.5,7.1,45,37.8,13.9,12.4,17,3.1,12.7,36.5,4.4,67.2,3.4,52.55,18.96,-0.02
E01000685,Bromley 037B,15.59,63.58,25.6,29.1,26.2,8.9,83.1,12.5,4.4,18,45,27.3,21.6,16,15.8,3.6,11.5,27.7,3.8,68.3,5.1,52.65,18.08,1.16
E01000686,Bromley 037C,23.47,59.75,18.8,37.8,30.1,5.6,85.5,10.8,3.6,17,45.7,27.6,18.5,13.5,16.7,3.8,12,32,3.5,67.2,2.7,50.8,20.09,1.2
E01000687,Bromley 037D,20.65,61.32,21.6,39.2,23.9,5.2,86.7,10.9,2.4,11,49.4,30,17.6,12.3,17.5,3.2,12.9,31.8,4.7,65.7,4.1,51.47,20.96,3.22
E01000688,Bromley 037E,19.12,61.61,29.4,42.9,15.9,6.2,86.5,10.9,2.6,8.9,34.7,37.3,13,10.6,19.2,3,12.3,38.8,3.1,68,3,52.09,20.07,1.08
E01000689,Bromley 002A,18.76,63.56,16.2,27.5,37.9,7.2,78.9,13.4,7.7,27,41,23.5,23,14.8,15.5,3.6,10.9,26.3,5.9,65.1,5.5,50.69,20.15,2.39
E01000690,Bromley 002B,16.62,63.2,26.6,35,21.9,6.6,87.7,9.7,2.6,11,43.6,33.9,13.8,13.7,17.6,2.8,11.9,35.6,4.7,68.5,3.8,52.92,19.4,2.61
E01000691,Bromley 002C,16.69,63.98,21.2,27.1,33.8,5.2,82.1,13.2,4.7,24.1,49.3,21.2,24.4,13.8,15.3,3.4,10.4,27.9,4.7,67.1,4.8,53.34,19.19,3.16
E01000692,Bromley 002D,15.62,64.63,22,34.7,27.9,5.5,87.3,10,2.7,17.9,49.9,24.7,14.2,13.8,17.5,3.5,10.7,36.6,3.8,70.9,3.7,56.19,17.59,3.21
E01000693,Bromley 010A,29.33,52.02,19.5,37,34.9,4.6,80.9,13.7,5.5,16.1,38.9,30.7,19.4,10.7,15.6,2,9.9,33.2,9.2,55.3,3.6,37.91,25.42,4.67
E01000694,Bromley 007C,26.06,55.38,26.8,43,21.7,4.9,85.2,11.8,3,10.6,40.5,37.3,14.7,9.4,15.7,3.2,9.5,42.8,4.8,64.5,3.2,44.62,21.08,0.61
E01000695,Bromley 007D,20.82,61.38,22.8,41.4,25.1,3.9,85.3,10.8,3.9,13.8,43.3,31.1,11.6,12.6,15.6,2.4,11,40.7,6.1,66.3,2.7,48.73,21.35,1.39
E01000696,Bromley 007E,27.34,55.42,22,36.4,30.8,4.2,85.1,10.8,4.1,9.7,45.7,33.8,12.1,9.7,15.6,2.1,10.5,46.5,3.5,64.3,2.8,45.38,20.67,1.89
E01000697,Bromley 007F,18.02,66.69,17.6,32.8,37.6,7.1,87.5,9.5,3,13.2,54.5,25.5,9.5,7.5,13.2,1.9,12.3,51.2,4.5,74,4.2,59.5,15.48,1.31
E01000698,Bromley 010B,25.97,59.14,21,47.4,16.2,8.4,84.9,12.2,2.9,4.6,31.4,40.8,16.9,13.5,15.5,3.2,11.6,35.6,3.7,58.9,4.6,47.72,26.31,1.44
E01000699,Bromley 015A,6.87,72.61,16.8,19.3,39.2,9.6,85,10.6,4.4,44.1,42,11.4,14,15.4,16.8,1.7,9.8,35.6,6.8,66.7,9.7,59.29,16.71,1.94
E01000700,Bromley 013A,8.88,70.71,20.3,25.8,31.2,8,84.6,11.3,4.1,27.8,56.3,12.9,16.2,11.9,12.2,2,12.2,40.2,5.2,73.1,4.7,59.24,16.77,1.67
E01000701,Bromley 015B,9.65,71.59,20.4,25.5,35.7,7.7,85.2,10.2,4.6,26,56.6,14.9,14.6,14,14.5,1.9,14.7,35.5,4.8,70.6,6.3,59.98,17.48,-0.28
E01000702,Bromley 013B,10.37,72.14,21.2,29.4,31.6,8.2,88.3,8.8,2.9,22.7,54.9,18.7,14.1,12.6,14.8,3,12.8,37.6,5.1,75.6,5.2,64.42,13.63,0.82
E01000703,Bromley 013C,9.76,69.98,21.6,25.5,34.1,7.9,88.1,8.8,3.1,26.5,49,19,10.3,9.6,14,1.5,12.5,47.5,4.6,73.8,4.5,59.16,15.45,2.75
E01000704,Bromley 015C,12.88,65.37,23.4,25.3,32.4,8.1,84.8,11.7,3.5,23.3,50.1,21.4,20.4,13.8,16.5,2.2,11.7,30.6,4.9,70.4,5.6,55.96,16,1.02
E01000705,Bromley 015D,9.69,69.39,18.4,22.7,36.5,8.8,85,11.3,3.7,38.1,41.6,16.1,14.4,13.2,15.4,2.2,11.6,35.5,7.6,68.4,7.7,57.79,17.18,1.34
E01000706,Bromley 013D,13.46,68.21,21,23.9,37.9,6.3,82.3,13.8,3.9,28.1,49.9,17.3,18.8,13.9,15.6,3.8,11,30.7,6.2,69.4,4.7,56.15,18.72,2.05
E01000707,Bromley 041A,7.77,65.15,38.1,28.4,21.5,6,90.6,7.6,1.8,13.8,61.4,21.6,9.5,11.7,13.2,1.9,10,50.4,3.3,76.5,3.4,56.36,12.99,1.23
E01000708,Bromley 041B,14.58,64.94,22.2,28.9,30.9,8.2,85.2,11,3.8,22.8,50.8,20.9,16.4,13.5,14.5,2.1,13.9,34.4,5.2,71.8,4.2,54.57,17.17,1.96
E01000709,Bromley 006A,23.99,65.68,9.1,22.5,58.8,4.7,79.7,14.4,5.9,40.5,48,10.2,19.1,11.4,12.2,1.4,8.4,42.3,5.2,69,5.7,55.66,19.36,3.55
E01000710,Bromley 006B,15.08,73.15,11,29.5,45.4,7.8,87.6,9.8,2.6,27,56.6,13.3,12,9.5,12.4,1.1,10.9,48.3,5.9,74.5,3.8,63.36,17.38,2.23
E01000711,Bromley 006C,17.34,74.05,7.7,28.3,52.5,6.6,84.5,10.6,4.9,31.4,55.7,11.6,13.3,9,12.9,1.1,11.4,46.7,5.6,74.9,4,64.11,16.75,2.59
E01000712,Bromley 012A,18.53,69.71,12.8,31.1,42.9,6.8,88.1,9.4,2.4,22,57.1,17.1,10,10.3,14.1,1.7,11,48,5,74.6,2.6,61.67,17.37,1.7
E01000713,Bromley 012B,15.53,71.06,13.2,30.4,43.3,5.6,87,10.3,2.7,19.7,58.6,18.2,9.4,11.9,12.4,1.2,11.9,47.7,5.5,73.4,4,61.37,17.66,1.78
E01000714,Bromley 006D,13.03,74.96,9.8,27.6,47.4,7.9,87.5,9.3,3.2,33.1,55.1,10.1,9.9,10.7,13.1,1.5,13.2,45.9,5.7,76.2,5.7,66.22,14.21,4.36
E01000715,Bromley 012C,22.39,65.66,12.8,30.7,46.1,5.9,83.6,13,3.4,25.1,53.8,17.3,12.5,9.4,13.8,1.9,10.3,46.7,5.4,73.9,4.1,58.06,16.54,1.69
E01000716,Bromley 011C,25.1,61.22,16.4,32.8,39.9,5.3,83.4,11.8,4.8,21.2,44.3,26.5,13.3,10.1,14,2.4,11.6,43.8,4.7,67.8,3.9,51.43,20.17,2.93
E01000717,Bromley 011D,16.1,72.65,10.2,28.2,48,5.6,85.6,11.4,2.9,24,53.4,18.1,10.7,11.4,14.2,2.2,11.7,44.5,5.2,73.5,4.1,62.65,17.84,1.32
E01000718,Bromley 006E,10.77,67.1,14.1,22.2,39.8,7.3,85.9,9.8,4.3,35.3,47.4,13.7,17.2,14.5,15.3,1.7,11.9,34.3,5.2,63.9,9.3,53.66,19.8,1.07
E01000719,Bromley 019A,11.71,64.19,18.6,23,34.5,6.3,82.1,12.2,5.6,29.1,52.9,14.7,23.5,17.9,16.5,3.3,11.7,20.5,6.7,64.7,7.6,50,20.15,4.38
E01000720,Bromley 019B,8.82,63.97,17.5,22.9,31.4,7.8,82.4,12.8,4.8,29.5,49.6,15.6,29.9,15.7,16.7,2.8,9.8,19.9,5.2,58.2,10.2,47.43,22.61,2.28
E01000721,Bromley 019C,11.76,60.29,20,18.1,31.5,5.5,77.6,16.4,6,41.8,41,15.1,33.2,18.5,14.3,3.3,10.8,14,5.9,48.7,13.3,40.09,27.51,1.8
E01000722,Bromley 023A,15.22,63.69,19.2,31.1,29.5,6.7,82.1,13.1,4.8,24,47.2,21.3,27,17.4,15.2,4.3,11.9,18.6,5.6,65.5,6.5,51.53,20.17,3.94
E01000723,Bromley 029A,28.31,58.78,14.8,45.8,27.3,3.4,76.3,17.6,6.2,15.5,48,28.7,29.4,19.1,14.9,4.3,10.8,16.9,4.6,60.7,5.9,48.76,24.54,0.47
E01000724,Bromley 019D,11.7,59.03,19.9,18.7,27.7,8,80.1,13.4,6.5,40.5,39.3,16.2,34,15.7,16,2.2,10,16.8,5.3,54.7,12.9,43.13,21.08,1.04
E01000725,Bromley 023B,13.35,63.99,16,23,40.5,5.2,80.7,14.6,4.7,35.4,45,16.4,24.7,19.1,16,2.7,11.4,21.5,4.6,64.6,8.1,51.98,19.56,3
E01000726,Bromley 029B,22.7,61.39,15.4,36.4,34.6,4.4,80.7,13.5,5.9,20.5,46.9,28.5,22.6,18.3,16.2,5.3,9.7,22.4,5.4,66.9,3.1,52.57,21.29,1.36
E01000727,Bromley 028A,20.61,61.82,18.9,33.8,33,5.2,81.2,12.6,6.2,24,47.5,22.1,23,15.5,16.6,4.3,9.6,25.5,5.6,65.2,6,51.32,20.41,3.43
E01000728,Bromley 019E,20.53,60.16,14.2,33,32.7,4.7,79.9,13.8,6.3,24.8,45.8,23.9,33.4,16.3,14.4,2.8,10.4,18.1,4.6,57.9,5.4,46.77,26.04,4.06
E01000729,Bromley 014A,11.95,62.98,15.9,17.8,43.8,3.8,77.5,15,7.6,42.6,41.4,13.6,34.1,19.2,16.6,2.9,8.8,13.4,4.9,52.8,13.1,43.8,25.63,3.35
E01000730,Bromley 014B,8.18,62.18,20.8,16.5,26.3,8.3,80.5,12.6,6.9,36.1,45,16.3,30.7,19.1,17.3,2.2,11,14.5,5.2,54.7,10.2,43.68,22.62,2.29
E01000731,Bromley 023C,13.06,63.02,17.3,30.1,23.9,5.5,81.1,13.5,5.4,23.9,44.5,24.1,29.3,20,14.9,2.4,10,17.7,5.7,61.3,8,47.76,21.2,1.08
E01000732,Bromley 023D,18.64,61.83,22.3,36.3,25,5.1,83.2,11.4,5.4,17,43.4,28.3,22.2,14.6,15.6,4.4,11.5,26.9,4.9,61.6,5.6,48.34,22.98,1.4
E01000733,Bromley 023E,16.38,63.34,21.4,29.5,27.2,7.5,80.9,13.4,5.8,22.7,44.1,24.7,24,17.8,16.9,3.8,12.3,19.3,5.9,64.8,6.9,52.42,19.02,1.61
E01000734,Bromley 028B,14.41,61.99,26.6,31.2,18.7,7.1,85.4,11.2,3.4,15,45.4,27.8,18.5,16,18.3,3.9,12.3,27.5,3.5,68.3,4.4,52.06,17.43,1.48
E01000735,Bromley 014C,13.27,62.33,24.4,22.1,28.8,8.5,79.2,14.6,6.1,26.9,44.7,20.3,31.9,17.6,16.4,2.7,11.3,15.5,4.5,57.4,9.4,46.7,22.98,1.8
E01000736,Bromley 010C,15.19,61.73,23.9,26.7,29,4.9,80.6,14.4,5.1,25.4,40.9,25.2,28.4,17.8,16.3,3.8,10.7,18.5,4.5,60.3,7.6,47.31,21.15,1.75
E01000737,Bromley 010D,20.12,58.61,15.9,26.6,35,5.7,76,15.3,8.6,27.4,45.2,19.7,30.4,17.2,14.8,3.3,10.1,19.6,4.7,58.6,7.2,43.65,23.53,1.98
E01000738,Bromley 014D,19.38,59.53,18.4,32.4,28.8,7.4,77.4,17,5.6,20.9,44.9,26.1,29.1,16.2,17.4,3.5,9.5,19.3,5.1,65.5,5.4,49.64,19.45,2.94
E01000739,Bromley 014E,15.17,57.98,17.8,19.1,36.4,5.8,75.5,15.2,9.3,39.1,43.7,12.9,34.4,17,18.4,2.2,8.3,14.4,5.3,52.9,8.6,40.38,24.95,0.97
E01000740,Bromley 005A,4.44,74.68,14.4,15,48.7,9.4,86.4,10.5,3.1,55.7,38.5,4.8,12.7,11.9,13.6,1.5,10.9,36.6,12.9,69.7,7.3,61.76,15.46,3.21
E01000741,Bromley 005B,5.86,77.49,10.2,18.6,50.7,6.5,82.5,12,5.5,57,35.5,6.1,15.9,12,12.4,1,10,42.2,6.5,64.9,10.1,61.92,19.36,2.72
E01000742,Bromley 005C,4.26,77.27,10.7,19.1,48.4,8.6,86,10.8,3.1,50,42.6,6.5,12.5,12.2,12.3,1.5,9.4,44,8,69.7,8,62.46,17.19,1.09
E01000743,Bromley 009A,11.58,67.85,10.9,14.7,44.9,7.6,76,15.8,8.1,56.5,35.8,5.9,26.2,12.8,13.4,1.2,9.4,29.4,7.6,54.8,10.2,47.51,25.93,2.07
E01000744,Bromley 009B,12.28,65.32,11.6,15.7,43.4,7.8,74.5,15.4,10.1,54.8,35.6,7.5,27.8,15.1,14.5,1.5,11.4,18.7,11.1,52.1,13.5,45.53,24.49,2.21
E01000745,Bromley 005D,8.03,73.76,12.2,20.8,43,10.3,83.7,12.1,4.2,47.7,44.4,6.9,12.6,10.4,13.2,1.5,10.1,44.3,8,68.5,8.5,60.61,17.36,2.27
E01000746,Bromley 005E,8.93,73.36,12.5,23.3,44.7,7.3,85.8,10.1,4.1,47.4,42.7,7.7,13.1,8.8,12.8,0.9,10.5,46.9,7.1,70.3,6.6,60.82,18.08,2.15
E01000747,Bromley 042B,15.21,62.76,23.7,37,25.4,5.3,86.1,11.2,2.7,10,40,34.9,20.1,14.4,18.4,4.3,11.6,27.1,4.1,66.8,4.4,51.67,19.9,2.29
E01000748,Bromley 042C,26.15,59.05,16.6,44.9,26,6,81.8,14.2,3.9,6.6,36.4,35.1,23.1,13.8,17.2,4,11.6,25.6,4.7,62.9,3.8,49.94,24.34,2.09
E01000749,Bromley 036A,25.63,56.99,22.7,42.9,21.8,6.3,82.4,13.5,4.1,9.5,36.8,37.9,22.9,14,16.5,4.9,9.9,28,3.7,62.9,2.2,47.73,23.55,0.64
E01000750,Bromley 036B,18.5,62.87,15.5,25.3,36.1,5.7,77.1,16.2,6.6,28,46.9,18.6,28.8,15.9,17.1,2.7,11,19,5.5,58.6,7.3,47.99,24.93,0.7
E01000751,Bromley 036C,19.13,59.24,26.9,29.4,29.2,5.1,84.8,11.8,3.4,19.2,45.1,27.1,19.3,13.6,18,2.5,10.3,31.7,4.6,67.8,4,50.42,17.74,2.25
E01000752,Bromley 036D,30.76,52.8,14.8,32.9,38.7,4.2,80.8,14.5,4.7,20.8,47.4,25.1,23.7,13.3,16.2,4.3,10.4,26.9,5.2,62.5,4.9,44.46,20.92,3.11
E01000753,Bromley 031A,28.68,53.16,22.4,41.1,25.6,4.4,82.9,12.8,4.2,10.3,45.6,34.1,15.6,14.1,17.3,3.2,11.2,34.6,3.9,60.3,3.9,43.63,22.04,1.61
E01000754,Bromley 031B,20.54,59.88,21.5,28.7,35.1,3.4,84.8,12.8,2.4,19.8,49.9,24.6,16.5,14.3,17.9,2.4,12.8,29.9,6.2,67,4.6,50.33,19.22,1.97
E01000756,Bromley 033D,20.86,59.63,24.1,41.8,22.2,5.2,85.6,11.8,2.6,8.9,37.5,34.3,16.6,12.3,20.4,2.7,12.4,32.1,3.4,62.2,2.3,46.45,23.54,3.71
E01000757,Bromley 031D,22.28,61.44,24.8,46.4,20,3.8,86.8,10.7,2.5,8.3,45.4,35.3,14.6,13.1,17.9,3.5,11.7,34.7,4.5,62.9,2.7,48.77,24.42,1.2
E01000758,Bromley 031E,21.91,60.72,24.5,40.8,23.2,3.7,84.2,12.5,3.3,16.6,46.5,28.3,12.6,12.1,19.4,3,12.8,35.8,4.3,66.7,2.9,51.12,19,1.55
E01000759,Bromley 034A,15.95,63.23,33.2,38.6,17.1,5.3,87.7,10,2.3,7.7,33.2,43,15.6,15.8,18.6,3.3,13.2,29.7,3.8,67.5,3.6,52.85,19.33,0.67
E01000760,Bromley 034B,20.03,61.68,26,35.1,25.5,4.5,83.6,12.6,3.9,18.2,37.8,33.3,19.5,13.4,18.1,4.1,12,27,6,68.2,3.8,51.03,17.43,2.08
E01000761,Bromley 034C,15.01,63.34,29.1,40.4,19.1,4.2,87.6,10.1,2.3,8.3,40.4,39,15.1,16.4,21.1,2.9,13.6,27,4,68,4.7,53.61,19.27,0.66
E01000762,Bromley 018D,23.48,60.63,18,31.1,36.5,6.9,83.8,12.3,3.9,16.6,53.7,23.8,13.1,11.9,17.6,2.3,11.6,39.5,4,66.3,5.8,51.39,19.84,1.31
E01000763,Bromley 027A,15.84,63.15,30.2,38,18.2,5.7,87.6,9.8,2.5,8.8,42.4,34.2,13.8,18.1,19.9,3.4,13,27.9,3.9,66.4,3.3,51.58,20.52,1.71
E01000764,Bromley 027B,18.33,60.87,25.8,28.3,26.7,5.4,83.5,12.4,4.1,16.1,49.8,25.6,22.4,13.7,16.8,3.5,11.1,27.2,5.2,65.5,3.7,49.66,19.81,1.6
E01000765,Bromley 034D,16.55,63.26,24.3,33,27.7,5.7,86.6,10.3,3.1,15.2,45.2,30.8,13.6,14.2,18.8,3.4,13.2,33.1,3.8,69,4,53.11,18.54,2.56
E01000767,Bromley 027D,15.86,61.54,31.8,38,18.1,4.8,88.1,9.4,2.6,13.2,39.1,35.5,13.7,13.3,19,3.1,12.6,34.6,3.8,69,3.4,52,17.5,1.11
E01000769,Bromley 024A,11.93,69.02,26,34.1,18.9,7.3,83.4,12.1,4.4,15.9,43.4,27.1,17.2,16.2,18.4,3.1,12.1,29.6,3.4,62.2,3.5,50.53,24.49,2.54
E01000770,Bromley 012D,29.46,56.68,15.9,35.9,39.8,5.2,85.7,11,3.3,22.4,48.2,22.9,10.7,9.2,15.8,1.9,10.2,46.9,5.4,64.4,3.5,47.73,22.11,2.21
E01000771,Bromley 041C,15.72,64.1,29.7,37.3,20.3,4.7,88.3,9.4,2.3,14.2,50,30.2,14.6,10.9,13.9,3.1,12.5,40.4,4.7,70.1,4.4,55.41,17.25,2.6
E01000772,Bromley 012E,28.96,55.41,17.7,33.7,39.9,3.8,82.6,13.3,4.2,21.3,49,22.9,15.9,7.7,15.6,2.9,10.1,43.4,4.5,65.6,2.4,46.17,20.84,0.68
E01000773,Bromley 024B,21.17,57.79,25.3,34.2,26.9,3.3,84.6,11.5,3.9,19.5,46.4,25.6,18.2,13.2,15.7,2.9,11.1,33.9,4.9,67.8,3.6,47.99,18.15,1.66
E01000774,Bromley 041D,14.19,64.83,27.4,33.2,24.3,4.1,86.8,9.9,3.3,16,51.3,24.3,17,15.2,16.5,4.5,12.2,29.8,4.8,68.2,4.6,53.63,18.47,2.75
E01000775,Bromley 024C,14.56,61.87,31.8,29,23.9,5.7,87.7,9.7,2.6,13,42.8,32.8,16.6,14.4,17.1,1.6,11.5,34.2,4.6,68.8,3.4,50.57,17.7,2.77
E01000777,Bromley 024D,14.55,63.24,31.5,34,17.9,5.3,87.4,9.2,3.4,12.7,49.2,27.8,15.8,15.6,17.7,3.8,14.1,29.2,3.9,70.2,4.3,52.97,17.1,1.34
E01000778,Bromley 024E,13.48,64.24,27,27.7,27.5,6.5,86.8,10.4,2.8,21.2,44.2,26.9,19.8,16.1,17.8,3.9,14.2,24.9,3.3,67.5,5,52.72,18.29,2.38
E01000779,Bromley 001A,21.09,65.53,16.9,32.5,34.3,8.5,78.4,16.4,5.2,20,47,26.1,19.6,14,14.2,2.3,10.8,33.6,5.5,66,5.9,54.74,20.6,4.78
E01000780,Bromley 001B,15,63.99,15.6,27.9,29.9,7.8,80,14.7,5.3,34.6,41.9,19.4,24.3,19.5,14.1,3,9.6,23.4,6.1,61.2,7.7,49.8,21.69,2.01
E01000781,Bromley 001C,11.63,62.56,18.2,20.2,30.9,6.2,79.1,14.5,6.4,40.2,42.8,13.4,28.1,21.4,16.9,2.8,9.1,16,5.8,56.1,11.8,45.67,23.39,2.03
E01000782,Bromley 001D,13.05,62.87,14.1,17.8,40.5,6.6,77.7,15.2,7.1,45.1,41.7,10.8,33.7,16,14.5,2.9,10.5,15.4,6.9,56,10.2,44.69,23.25,2.27
E01000783,Bromley 001E,12.71,61.14,18.7,20.1,30,7.3,79.8,13.3,6.9,31.9,50.8,15.5,31.7,18.4,15.8,3,10.6,15.8,4.8,57.1,11,45.97,21.82,1.2
E01000784,Bromley 002E,11.3,65.96,29,33.3,22.3,4.8,87.8,9.1,3.1,12,55.8,25.1,15.7,16.2,17.1,3.8,11.2,30.9,5.1,70.4,4.6,54.99,17.82,0.69
E01000785,Bromley 001F,14.55,63.22,17.6,23.2,35.5,5.6,76.2,16.9,6.9,31.2,47.1,18.1,29.1,15.8,14.7,3.9,10.1,19.4,6.9,58.9,8.6,48.15,22.38,2.32
E01000786,Bromley 032A,32.37,55.1,13.7,48.6,25.5,4.9,80.7,15.1,4.2,11.6,44.7,31.3,21.3,12.6,16.9,5,10.7,28.6,4.9,60.5,4.6,45.81,23.57,4.13
E01000787,Bromley 029C,25.98,58.72,14.5,30.4,39.7,4.2,78.6,15.6,5.8,28,48.9,19.3,32.7,15.9,16.3,2.6,9.4,19,4.1,62.2,7.7,49.18,21.99,1.45
E01000788,Bromley 029D,17.3,64.09,19.3,34.8,27,7.1,81.8,13.3,4.8,21.4,47.4,25.6,22.3,17.3,14,2.3,12,25.4,6.7,62.9,6.3,51.9,21.63,2.06
E01000789,Bromley 032B,6.28,58.94,20.5,15.4,25.6,8.7,82.9,12.3,4.8,46.7,40.5,9.6,29.9,19.5,18,1.4,10,15.2,6,53.9,14.2,41.39,20.89,1.36
E01000790,Bromley 028C,14.62,67,19.6,26.9,34.1,9.4,85.6,10.4,4,28.9,46,20.3,15.4,14.3,14.7,2.3,11.4,37.3,4.6,69.1,5.4,55.15,18.24,4.54
E01000791,Bromley 029E,27.89,56.06,18.5,38.6,28.8,5.3,81,14,4.9,20.9,43.2,28.2,28.3,14.3,17.2,4.4,10,20.9,4.9,63,5,47.27,21.31,0.73
E01000792,Bromley 032C,25.04,56.04,16.1,36.2,27.7,5.4,80.6,14.5,4.9,18,50.3,26.1,24.1,14.8,15.3,3.8,12,24.8,5.2,60.2,6.4,45.27,22.42,0.56
E01000793,Bromley 032D,26.87,57.52,23.2,46.3,21,3.9,83.5,12.7,3.8,11.5,46.2,32.2,15.8,12.1,17.7,4,11,35.4,4,63.1,3.1,48.02,23.16,-0.46
E01000794,Bromley 035E,24.86,59.05,22.6,46.8,19.6,5.4,82.5,13.8,3.7,10,43.7,33.9,17.1,12.8,16.9,4.5,12.4,33,3.3,61.1,3.9,48.23,24.15,2.04
E01000795,Bromley 032E,17.07,60.69,27.1,34.7,22.7,5,84.4,10.8,4.8,18.8,44.1,28,20.4,15.6,17.9,4,12,24.6,5.6,62.9,5,49.22,20.47,1.26
E01000796,Bromley 009C,7.18,66.07,16.5,14.7,28.8,10.8,80.6,13.7,5.7,54.2,35.3,8.6,22.9,18.1,17.4,1.5,11.5,21.9,6.6,53.3,12.5,47.06,23.93,2
E01000797,Bromley 013E,10.88,70.61,21.5,30.5,33.7,6.9,87.4,8.3,4.4,24.4,50.7,20.3,11.6,11.3,13.5,1.6,11.1,48.2,2.6,69.4,4.6,58.45,19.01,4.25
E01000798,Bromley 009D,8.27,70.49,10.7,12.6,45.3,8.8,77.7,15.2,7,55.7,38.7,4.2,25.6,16.9,15.9,1.7,8.9,21.8,9.2,51.9,15.6,50,25.96,2.26
E01000799,Bromley 004A,8.77,71.62,17.8,23.5,35.3,9.7,86,10.2,3.8,40.2,44.4,12.7,15.2,13.3,13.8,2,11.6,37.4,6.8,68.2,8.2,60.41,16.02,4.27
E01000800,Bromley 009E,5.5,72.93,14,15,45.6,9.5,82.7,11.9,5.4,46.2,44.7,7.6,16.1,14.3,15,1.3,10.1,35,8.4,62.9,10.3,56.3,20.21,2.46
E01000801,Bromley 015E,12.99,67.68,15.5,22.2,40.5,6.5,80.2,13.4,6.4,35.4,49.2,12.2,19.9,14.1,15,2.4,11.8,30.2,6.6,66.3,7.5,55.4,18.84,2.42
E01000802,Bromley 004B,8.85,71.37,19.3,22.1,36.9,11.7,83.2,12.4,4.4,41.1,46.1,10.3,14.2,9.7,13.8,1.6,9.7,43.2,7.9,68.8,7.8,59.34,17.35,2.4
E01000803,Bromley 004C,11.78,68.67,15.6,24.9,37.4,9.3,85.5,10.3,4.2,45.9,40.4,12.1,14.6,9.6,12.7,1.8,10.4,44.1,6.8,68,6.4,56.77,18.42,1.61
E01000804,Bromley 004D,16.3,64.69,24.6,36.5,23.4,8.2,85.5,11.1,3.3,15.3,45.6,29.7,11.5,9.4,14.2,2.5,11.6,45.7,5.1,68.6,4.7,54.53,18.94,1.72
E01000805,Bromley 004E,12.51,68.96,14.4,24.5,39.1,6.4,82.1,13.7,4.2,39.3,48.7,10.6,18.2,13.6,11.9,3.2,8.9,38.9,5.3,66.4,7.5,57.11,19.39,2.36
E01000806,Bromley 009F,5.11,70.71,14.8,15.1,39.2,11.1,84.7,11.2,4.1,56.2,35.4,7.3,18,14.6,13.6,1.2,12,32.4,8.3,62.9,10.3,55.14,18.19,3.09
