FID,LSOA11CD,LSOA11NM,area,Census_Population_All_Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income,sumarea,agvarea,count,Greenlandr,greratepre,Arson_and_Criminal_Damage,Burglary,Drug_Offences,Miscellaneous_Crimes_Against_Society,Possession_of_Weapons,Public_Order_Offences,Robbery,Theft,Vehicle_Offences,Violence_Against_the_Person,总计,分组
4072,E01004171,Sutton 010A,374427.4152,1518,36.77,275000,3.15,325,46182.55,110367.3193,18394.55322,6,0.294762923,72.70574394,11,11,5,1,0,1,0,7,16,22,74,1
4073,E01004172,Sutton 010B,180771.715,1549,17.88,160000,7.17,374,34842.53,2844.5212,1422.2606,2,0.015735433,1.836359716,16,15,7,2,1,5,2,17,23,45,133,1
4074,E01004173,Sutton 010C,226667.3197,1385,22.61,250000,6.64,302,40576.77,5036.1879,5036.1879,1,0.022218412,3.636236751,6,11,1,2,2,3,1,3,23,6,58,1
4075,E01004174,Sutton 017C,168679.0281,1444,17.12,230750,4.3,402,40250.65,0,0,0,0,0,10,13,6,1,2,5,1,4,16,29,87,1
4076,E01004175,Sutton 010D,263369.2507,1614,26.04,227500,4.86,309,39128,42640.7073,21320.35365,2,0.161904654,26.41927342,4,4,0,0,0,4,0,6,18,20,56,1
4077,E01004176,Sutton 010E,163807.3152,1419,16.11,220000,5.48,372,42878.01,768.972,768.972,1,0.004694369,0.541911205,12,7,3,1,1,9,6,14,10,22,85,1
4078,E01004177,Sutton 020C,225531.0451,1754,22.25,162500,7.54,393,34479.26,2161.5399,2161.5399,1,0.009584223,1.23234886,8,5,1,3,0,6,0,13,8,19,63,1
4079,E01004178,Sutton 017D,235462.3582,1979,24.2,160000,4.74,513,37534.24,1185.0746,592.5373,2,0.005032968,0.598824962,15,13,5,2,1,30,17,117,22,74,296,1
4080,E01004179,Sutton 017E,232422.8283,1567,22.98,280000,4.63,465,51128.52,152.5467,152.5467,1,0.000656333,0.097349521,0,9,0,0,0,4,0,9,20,13,55,1
4081,E01004180,Sutton 020D,597883.7252,1711,59.71,444975,4.03,555,63422.08,104.064,104.064,1,0.000174054,0.060820573,3,5,1,0,1,1,1,3,13,17,45,2
4082,E01004181,Sutton 020E,278203.0855,1643,28.08,224000,5.07,456,39824.67,0,0,0,0,0,4,14,1,1,1,2,3,8,12,16,62,1
4083,E01004182,Sutton 019E,148278.9452,1546,14.73,237475,9.37,288,34960.43,0,0,0,0,0,9,8,2,1,2,8,3,9,11,39,92,1
4084,E01004183,Sutton 001B,208086.4557,1667,21.3,177500,8.84,222,30152.84,47236.4539,9447.29078,5,0.227003981,28.3362051,22,9,6,0,2,14,9,23,13,56,154,1
4085,E01004184,Sutton 001C,279823.7827,1590,27.63,185000,9.45,182,30994.1,132479.3096,44159.76987,3,0.473438349,83.3203205,10,5,4,2,1,3,3,9,18,39,94,1
4086,E01004185,Sutton 001D,402334.6963,1452,40.35,167000,9.89,191,29693.47,65788.5186,10964.7531,6,0.163516891,45.30889711,21,8,2,8,0,13,3,8,21,69,153,1
4087,E01004186,Sutton 004D,299532.3358,1724,29.92,160000,4.86,411,37585.85,21081.0443,5270.261075,4,0.070379861,12.22798393,9,5,1,1,0,5,2,9,11,31,74,1
4088,E01004187,Sutton 005E,177118.4569,1607,17.42,205350,6.75,231,34023.6,2.1588,2.1588,1,1.21885E-05,0.001343373,15,7,2,2,1,10,2,10,11,25,85,1
4089,E01004188,Sutton 004E,344061.3926,1711,35.25,170000,7.59,394,35782.64,2853.9149,951.3049667,3,0.008294784,1.667980655,8,12,2,0,1,9,2,26,17,34,111,1
4090,E01004189,Sutton 001E,339390.9451,1879,33.6,195500,7.34,272,30319.67,131247.1981,43749.06603,3,0.386713906,69.8494934,17,9,7,1,1,4,5,12,21,50,127,1
4091,E01004190,Sutton 008C,265558.365,1367,26.42,261900,2.25,346,52109.05,14549.5762,4849.858733,3,0.054788619,10.64343541,10,5,0,0,0,2,1,0,9,11,38,1
4092,E01004191,Sutton 008D,245258.2999,1651,24.53,250000,4.68,362,40365.17,0,0,0,0,0,16,8,2,3,1,12,4,5,22,43,116,1
4093,E01004192,Sutton 006C,389233.2306,1931,39.02,250000,5.13,543,42948.05,66845.5419,9549.363129,7,0.171736472,34.6170595,14,7,1,1,0,5,2,10,8,26,74,1
4094,E01004193,Sutton 006D,369484.3775,2328,37.12,282500,5.13,573,45026.16,89135.1013,22283.77533,4,0.241241868,38.28827375,17,12,2,2,0,8,8,10,13,51,123,1
4095,E01004194,Sutton 008E,206268.016,1356,20.49,227000,4.42,276,40400.34,9309.0662,2327.26655,4,0.045130924,6.865093068,11,7,3,0,0,3,0,8,9,39,80,1
4096,E01004195,Sutton 006E,238331.3225,1578,23.69,278500,4.12,414,40038.63,13051.5189,3262.879725,4,0.05476208,8.270924525,8,8,1,2,1,3,3,15,8,24,73,1
4097,E01004196,Sutton 008F,243911.9352,1444,24.44,259500,5.47,329,44965.26,0,0,0,0,0,10,13,2,3,0,4,0,4,8,23,67,1
4098,E01004197,Tower Hamlets 002A,167476.5769,2329,16.99,272500,10.15,824,45855.12,2559.7967,853.2655667,3,0.015284506,1.099096909,37,62,15,4,1,35,29,154,41,115,493,1
4099,E01004198,Tower Hamlets 002B,96358.29638,1529,9.5,272500,13.61,389,36421,0,0,0,0,0,12,30,19,2,0,16,11,68,26,54,238,1
4100,E01004199,Tower Hamlets 002C,67141.55337,1637,6.9,219000,13.72,282,34235.36,0,0,0,0,0,7,39,12,7,1,13,10,22,21,35,167,1
4101,E01004200,Tower Hamlets 005A,57714.60732,1566,5.73,320000,5.24,713,49798.11,2376.1894,2376.1894,1,0.041171369,1.517362324,5,24,9,3,1,9,6,32,17,28,134,2
4102,E01004201,Tower Hamlets 002D,128469.1098,1556,12.98,297125,10.21,521,45796.85,3888.9235,972.230875,4,0.030271273,2.499308162,16,33,7,1,0,9,4,20,26,31,147,1
4103,E01004202,Tower Hamlets 005B,109374.5086,1705,11.22,245000,7.1,728,48623.35,2666.7606,533.35212,5,0.024381921,1.564082463,6,49,9,3,3,8,10,107,50,46,291,1
4104,E01004203,Tower Hamlets 005C,106065.3661,1779,10.52,275000,6.56,650,44071.72,8395.3338,2098.83345,4,0.079152452,4.71913086,17,25,37,6,6,35,19,148,21,99,413,1
4105,E01004204,Tower Hamlets 005D,83461.44878,1582,8.45,235000,13.74,368,37152.84,4689.2219,4689.2219,1,0.056184286,2.964109924,10,12,21,1,1,11,12,20,23,40,151,1
4106,E01004205,Tower Hamlets 013A,135977.0698,2106,13.51,217000,16.02,406,34023.82,5501.1849,5501.1849,1,0.04045671,2.612148576,18,13,44,1,0,10,6,49,10,49,200,1
4107,E01004206,Tower Hamlets 013B,77362.72783,1492,7.69,220000,12.89,310,30689.83,2207.7826,2207.7826,1,0.028538066,1.479747051,9,25,21,2,3,9,5,22,11,58,165,1
4108,E01004207,Tower Hamlets 011A,69660.46066,1416,6.86,312500,9.24,386,37653.41,0,0,0,0,0,10,21,13,4,3,17,18,36,7,43,172,1
4109,E01004208,Tower Hamlets 013C,160999.2731,1976,16.18,218000,7.7,890,51676.44,20.0216,20.0216,1,0.000124358,0.010132389,30,48,27,6,7,58,27,301,35,153,692,2
4110,E01004209,Tower Hamlets 011B,82951.4401,1366,8.04,222497.5,15.04,236,35208.55,35943.3141,17971.65705,2,0.433305486,26.31282145,9,16,8,3,0,6,3,16,11,47,119,1
4111,E01004211,Tower Hamlets 013D,164289.9233,1463,16.48,246250,8.21,738,48699.68,64674.0559,32337.02795,2,0.393658081,44.20646336,22,24,52,7,8,38,23,105,24,106,409,1
4112,E01004212,Tower Hamlets 011D,84670.9168,1780,8.78,250000,8.43,568,38181.97,2148.9977,716.3325667,3,0.025380589,1.207302079,17,25,13,3,3,22,18,89,29,57,276,1
4113,E01004214,Tower Hamlets 030A,68018.14006,1669,6.72,184425,14.6,250,34401.22,826.2575,206.564375,4,0.012147605,0.495061414,2,10,3,8,0,5,0,8,9,15,60,1
4114,E01004215,Tower Hamlets 028A,300936.8898,2756,30.15,350000,8.93,1043,51623.31,11486.3009,5743.15045,2,0.038168471,4.167743433,26,38,24,3,5,29,9,95,42,129,400,2
4115,E01004216,Tower Hamlets 030B,90009.48867,1619,9.07,308000,5.69,704,63193.51,5072.691,724.6701429,7,0.056357292,3.13322483,7,10,5,1,1,3,1,17,6,30,81,2
4116,E01004217,Tower Hamlets 030C,409344.5376,1745,41.34,261000,7.65,543,51083.02,212479.8119,30354.25884,7,0.51907328,121.7649352,15,18,8,1,3,10,3,25,19,44,146,1
4117,E01004218,Tower Hamlets 030D,143303.8255,1750,14.7,330000,6.6,749,70987.63,12255.5067,3063.876675,4,0.085521141,7.003146686,5,12,7,1,2,13,1,24,10,29,104,2
4118,E01004219,Tower Hamlets 028B,200589.1498,2294,19.95,250000,12.61,683,40543.08,20469.8849,6823.294967,3,0.102048814,8.923227942,14,26,20,3,6,12,15,50,42,75,263,1
4119,E01004221,Tower Hamlets 028D,137325.9688,1881,13.31,295000,7.48,794,63812.25,6032.95,6032.95,1,0.043931603,3.207309942,13,25,7,4,3,13,7,26,13,52,163,2
4120,E01004222,Tower Hamlets 001A,137324.3117,2480,13.82,201000,13.56,500,35290.27,6824.9358,3412.4679,2,0.049699399,2.751990242,23,38,12,1,3,18,8,42,31,84,260,1
4121,E01004223,Tower Hamlets 001B,592007.5305,2079,59.24,217500,10.3,506,42413.62,459834.0069,229917.0035,2,0.776736753,221.1803785,10,24,4,2,1,13,11,29,30,41,165,1
4122,E01004224,Tower Hamlets 001C,435492.1145,2000,43.86,249997.5,11.23,597,40867.62,65671.1072,10945.18453,6,0.150797466,32.8355536,23,53,12,5,4,11,9,44,86,65,312,1
4123,E01004225,Tower Hamlets 004A,128920.4837,2178,12.55,290000,3.48,1328,71231.78,7229.0755,3614.53775,2,0.056073909,3.319134757,15,30,3,3,2,5,11,39,28,49,185,2
4124,E01004226,Tower Hamlets 001D,92347.56098,1738,9.27,212000,10.89,411,38666.41,0,0,0,0,0,30,33,9,7,3,30,15,96,17,80,320,1
4125,E01004228,Tower Hamlets 003A,124913.4068,1857,12.67,385000,7.5,755,65653.47,1912.6812,1912.6812,1,0.015312057,1.029984491,12,34,4,0,0,5,6,13,28,37,139,2
4126,E01004229,Tower Hamlets 004C,106330.4045,1484,10.42,247000,9.88,472,42467.38,1380.9833,1380.9833,1,0.012987661,0.930581739,8,25,4,0,1,16,9,19,22,31,135,1
4127,E01004230,Tower Hamlets 003B,158833.6286,2101,15.79,285000,10.01,682,43396.41,52371.0543,26185.52715,2,0.329722709,24.92672742,7,23,10,0,1,13,14,33,28,26,155,1
4128,E01004231,Tower Hamlets 004D,109489.4761,1793,10.84,236000,11.51,410,37404.91,3679.749,3679.749,1,0.033608244,2.052286113,21,20,9,2,0,21,20,112,17,52,274,1
4129,E01004232,Tower Hamlets 003C,190211.7961,1665,19.33,537000,5.98,835,76005.77,51239.2624,17079.75413,3,0.269380046,30.77433177,13,38,41,1,3,12,25,73,32,71,309,2
4130,E01004233,Tower Hamlets 003D,84478.03539,1821,8.32,241000,12.1,401,37471.48,10055.9088,5027.9544,2,0.11903578,5.522190445,13,19,4,0,3,6,4,25,14,29,117,1
4131,E01004234,Tower Hamlets 003E,576139.7886,2218,57.31,552500,4.73,995,69577.63,440017.7086,110004.4272,4,0.763734283,198.3849002,14,67,11,6,2,17,30,106,35,61,349,2
4132,E01004235,Tower Hamlets 008A,37828.72924,1372,3.97,190000,14.17,254,34646.77,11.2863,11.2863,1,0.000298353,0.008226166,2,2,6,2,2,4,0,11,5,20,54,1
4133,E01004236,Tower Hamlets 008B,101059.9434,1679,10.22,170000,16.32,262,32882.84,7048.098,3524.049,2,0.069741757,4.197795116,10,8,6,0,3,6,5,11,32,48,129,1
4134,E01004237,Tower Hamlets 008C,65255.26164,1158,6.53,180000,11.28,331,39710.44,0,0,0,0,0,10,5,18,4,0,12,11,32,12,52,156,1
4135,E01004238,Tower Hamlets 008D,356239.0853,2733,35.51,250000,11.6,738,38909.85,16065.4226,4016.35565,4,0.045097305,5.878310501,34,40,15,3,7,31,29,99,72,176,506,1
4136,E01004239,Tower Hamlets 008E,108536.2216,1649,10.67,182750,14.89,245,37124.17,4092.8096,4092.8096,1,0.037709159,2.481994906,11,10,11,6,2,12,11,19,24,48,154,1
4137,E01004240,Tower Hamlets 012A,83738.34869,1815,8.66,223750,12.85,299,34120.05,11681.6765,5840.83825,2,0.139502112,6.436185399,7,10,3,3,1,11,5,9,13,49,111,1
4138,E01004241,Tower Hamlets 012B,118824.5115,1621,11.68,212000,17.16,266,34525.38,1433.1127,1433.1127,1,0.01206075,0.884091733,8,17,15,1,3,3,4,5,11,47,114,1
4139,E01004242,Tower Hamlets 012C,201989.2574,2453,20.17,260000,13.01,569,38740.64,14715.9229,7357.96145,2,0.072854978,5.999153241,40,48,19,8,7,27,18,69,50,128,414,1
4140,E01004243,Tower Hamlets 020A,114102.4905,1789,11.66,185750,13.7,286,34094.29,3831.4994,3831.4994,1,0.033579455,2.141698938,2,18,6,0,6,4,3,14,12,33,98,1
4141,E01004244,Tower Hamlets 020B,135177.5318,1885,13.75,245000,18.29,301,34775.23,7301.5425,3650.77125,2,0.054014468,3.873497347,14,28,11,3,3,10,25,63,30,71,258,1
4142,E01004245,Tower Hamlets 018A,213542.9462,1539,21.23,172000,18.21,173,31767.3,10639.8634,3546.621133,3,0.049825403,6.913491488,11,12,4,0,1,8,6,16,19,46,123,1
4143,E01004246,Tower Hamlets 018B,202995.8209,1977,20.35,276500,10.45,550,42519.59,9877.4994,4938.7497,2,0.048658634,4.99620607,21,36,13,4,3,17,17,29,50,67,257,1
4144,E01004247,Tower Hamlets 020C,120534.6386,1934,11.9,205000,16.3,338,33843.27,0,0,0,0,0,23,21,7,5,6,33,19,98,43,133,388,1
4145,E01004248,Tower Hamlets 018C,105767.3834,1344,10.69,168000,18.59,167,31568.59,5586.974,2793.487,2,0.052823222,4.156974702,15,14,5,1,2,9,13,21,24,49,153,1
4146,E01004249,Tower Hamlets 018D,182552.2639,2049,18.22,185000,16.39,331,34475.63,17752.6772,4438.1693,4,0.097247094,8.664068912,15,27,12,7,1,14,11,21,28,63,199,1
4147,E01004250,Tower Hamlets 020D,100506.2594,2342,9.99,200000,15.45,366,35035.3,4015.7479,2007.87395,2,0.039955202,1.714666055,23,27,6,1,2,8,8,25,21,79,200,1
4148,E01004251,Tower Hamlets 023A,129040.5319,2082,12.73,205000,12.91,439,36244.2,16327.3326,5442.4442,3,0.126528714,7.842138617,16,16,9,2,0,25,8,51,30,88,245,1
4149,E01004252,Tower Hamlets 024A,160367.0968,2707,16.1,240000,11.46,754,40939.86,25597.3931,12798.69655,2,0.159617488,9.456000406,33,19,15,4,6,29,10,39,31,95,281,1
4150,E01004253,Tower Hamlets 024B,151999.0056,2340,15.26,213750,13.28,393,35065.03,29219.4246,9739.8082,3,0.192234314,12.48693359,20,24,12,1,3,10,7,29,26,78,210,1
4151,E01004254,Tower Hamlets 023B,166769.0831,2120,17.06,325250,4.87,1322,81823.42,25740.9747,3217.621838,8,0.154351,12.1419692,20,61,21,3,5,16,16,68,37,80,327,2
4152,E01004255,Tower Hamlets 023C,95381.42624,1618,9.39,275000,12.68,424,38033.78,1310.5056,655.2528,2,0.013739631,0.809954017,17,15,10,2,1,17,15,27,25,61,190,1
4153,E01004256,Tower Hamlets 024C,141976.3083,1729,14.33,240750,11.49,318,35137.42,7969.4298,3984.7149,2,0.05613211,4.609271139,18,12,26,4,4,12,15,17,36,56,200,1
4154,E01004257,Tower Hamlets 024D,123867.3177,1884,12.57,230000,16.79,310,34472.17,21949.0021,10974.50105,2,0.177197686,11.65021343,18,11,12,1,3,20,12,15,18,72,182,1
4155,E01004258,Tower Hamlets 023D,99708.37086,1506,9.75,487500,5.31,683,75224,20402.8855,4080.5771,5,0.204625603,13.54773274,6,8,9,0,1,7,6,21,15,24,97,2
4156,E01004259,Tower Hamlets 007A,132003.1622,1723,13.33,246000,6.75,741,48308.65,10831.1697,5415.58485,2,0.08205235,6.286227336,27,41,40,7,7,66,15,91,17,107,418,2
4157,E01004260,Tower Hamlets 007B,98769.47279,1790,9.81,235000,11.28,475,38533.95,25042.2809,25042.2809,1,0.253542721,13.99010106,16,17,10,3,1,10,5,24,21,62,169,1
4158,E01004261,Tower Hamlets 010A,167241.5393,2525,16.62,236375,8.61,397,31795.42,6188.8641,6188.8641,1,0.037005544,2.451035287,13,28,13,4,7,22,11,100,9,51,258,1
4159,E01004262,Tower Hamlets 010B,146080.4408,1742,14.68,235000,10.25,404,37465.04,367.1455,367.1455,1,0.00251331,0.210760907,26,25,22,3,2,40,7,129,17,150,421,1
4160,E01004263,Tower Hamlets 007C,82486.56254,1419,8.15,219750,11.57,241,35411.12,7924.4937,7924.4937,1,0.096070117,5.584562156,5,7,9,0,1,3,2,11,17,36,91,1
4161,E01004264,Tower Hamlets 010C,61534.79344,1537,6.08,220000,15.95,287,32867.26,434.7517,434.7517,1,0.007065136,0.282857319,20,5,9,2,1,13,12,9,11,51,133,1
4162,E01004266,Tower Hamlets 007D,82210.13811,1545,8.21,472500,10.08,510,45696.19,0,0,0,0,0,9,10,5,1,1,7,4,7,24,26,94,1
4163,E01004267,Tower Hamlets 012D,211304.4147,1767,21.08,227000,9.76,676,44060.91,63414.6293,31707.31465,2,0.300110291,35.88830181,16,21,13,3,3,19,20,67,38,91,291,1
4164,E01004268,Tower Hamlets 012E,51140.92067,1784,5.17,241300,16.69,342,34046.75,0,0,0,0,0,14,6,5,2,2,9,4,20,10,54,126,1
4165,E01004269,Tower Hamlets 014A,154487.1732,1975,15.52,242500,12.47,550,37118.49,28617.5274,14308.7637,2,0.185242094,14.48988729,22,25,36,3,3,28,35,89,14,81,336,1
4166,E01004270,Tower Hamlets 014B,291070.4078,2236,29.34,350000,8.6,838,46576.4,182484.3433,45621.08583,4,0.626942274,81.61196033,23,32,45,4,4,31,23,71,29,68,330,2
4167,E01004271,Tower Hamlets 014C,97536.7811,1589,9.59,221000,16.29,268,36942.81,7043.2137,7043.2137,1,0.072210848,4.432481875,6,10,12,2,0,3,4,17,24,48,126,1
4168,E01004272,Tower Hamlets 014D,92847.95868,2099,9.48,220000,17.6,264,31801.02,0,0,0,0,0,18,21,16,2,6,13,9,29,17,71,202,1
4169,E01004273,Tower Hamlets 014E,170340.3779,1904,16.86,310000,16.56,302,34455.28,19990.2568,3998.05136,5,0.117354775,10.49908445,16,18,12,3,3,9,6,46,34,80,227,1
4170,E01004274,Tower Hamlets 031A,83772.4785,1973,8.49,402500,12.34,570,47715.4,1.1011,1.1011,1,1.31439E-05,0.000558084,7,7,5,0,2,3,5,11,8,34,82,1
4171,E01004275,Tower Hamlets 031B,136046.1213,1879,13.87,301000,6.51,679,62818.79,0,0,0,0,0,12,12,3,0,0,12,3,11,7,35,95,2
4172,E01004276,Tower Hamlets 031C,78956.76846,2024,8.14,365000,3.23,1288,97881.42,11.8792,11.8792,1,0.000150452,0.00586917,6,18,1,0,0,0,1,8,5,12,51,2
4173,E01004277,Tower Hamlets 033A,434310.7624,1630,43.08,446000,2.37,1112,105267.86,18217.0794,3036.1799,6,0.041944803,11.17612233,21,16,17,10,6,23,19,302,29,86,529,2
4174,E01004280,Tower Hamlets 032A,135744.0482,1879,13.63,287500,9.44,670,53438.57,21135.8969,10567.94845,2,0.155704041,11.24848159,8,3,5,3,1,6,0,11,9,47,93,1
4175,E01004281,Tower Hamlets 031D,124137.1283,1770,12.56,266250,6.94,982,79148.15,2497.1921,2497.1921,1,0.0201164,1.410842994,5,8,1,1,0,5,1,17,12,11,61,2
4176,E01004283,Tower Hamlets 016A,152037.0078,2317,15.11,237500,11.6,482,37055.82,52118.5078,13029.62695,4,0.342801457,22.49396107,13,19,14,1,1,7,9,28,17,44,153,1
4177,E01004284,Tower Hamlets 019A,191962.583,2302,19.08,213000,10.96,719,44326.62,35297.2016,8824.3004,4,0.183875425,15.33327611,18,48,25,2,5,24,14,25,28,94,283,1
4178,E01004285,Tower Hamlets 019B,123839.5303,2318,12.47,130000,16.87,313,33903.85,21862.9518,7287.6506,3,0.176542593,9.431816997,13,15,10,5,3,9,6,12,15,69,157,1
4179,E01004286,Tower Hamlets 019C,156307.7229,2364,15.6,440000,15.29,522,41338.49,19236.6906,2748.098657,7,0.123069355,8.13734797,35,18,23,2,5,12,12,47,47,83,284,1
4180,E01004287,Tower Hamlets 016B,85310.64256,2171,8.53,249999,10.24,486,36960.36,0,0,0,0,0,9,6,9,5,0,5,4,24,16,45,123,1
4181,E01004288,Tower Hamlets 019D,101913.4472,1620,10.28,210000,16.11,254,34695.87,7801.6428,3900.8214,2,0.076551653,4.815828889,15,5,19,1,5,10,9,11,12,54,141,1
4182,E01004289,Tower Hamlets 016C,105527.7257,1844,10.49,315000,10.55,441,38136.47,2686.9232,1343.4616,2,0.025461775,1.457116703,17,12,5,1,4,8,10,18,25,37,137,1
4183,E01004290,Tower Hamlets 016D,99611.14224,1302,10.26,399995,6.82,485,45349.72,4037.414,2018.707,2,0.040531751,3.100932412,13,22,20,3,3,11,9,55,22,70,228,1
4184,E01004291,Tower Hamlets 027A,113169.5132,1844,11.59,378500,4.1,1076,82321.42,27062.3153,4510.385883,6,0.239130792,14.67587598,9,25,2,2,0,13,3,34,18,18,124,2
4185,E01004292,Tower Hamlets 026A,149879.275,1738,15,412500,2.42,1094,95202.17,6332.2001,6332.2001,1,0.04224867,3.643383257,2,3,2,1,1,1,6,24,14,19,73,2
4186,E01004293,Tower Hamlets 027B,326564.1167,2125,32.63,552500,4.29,1272,92592.12,23613.1251,2146.647736,11,0.072307776,11.11205887,12,27,11,0,2,19,16,286,45,53,471,2
4187,E01004294,Tower Hamlets 026B,214574.1037,1757,21.33,356500,7.07,841,68964.67,0,0,0,0,0,24,24,28,1,5,11,11,132,41,52,329,2
4188,E01004295,Tower Hamlets 026C,80172.2131,1516,8.13,297275,13.69,273,35143.94,16076.1539,16076.1539,1,0.200520271,10.60432315,8,5,8,0,2,5,5,45,24,34,136,1
4189,E01004296,Tower Hamlets 026D,133960.059,1605,13.5,272500,8.62,550,44949.57,11030.6817,3676.8939,3,0.082343064,6.872698879,15,21,7,3,1,13,10,47,30,63,210,1
4190,E01004297,Tower Hamlets 027C,117907.7038,1826,12.04,442500,3.09,1090,93867.72,14567.3039,7283.65195,2,0.123548364,7.977712979,3,17,10,0,0,5,5,28,20,11,99,2
4191,E01004298,Tower Hamlets 022A,91360.76964,1637,9.18,190000,13.83,394,36632.99,0,0,0,0,0,8,16,18,3,5,16,5,50,14,60,195,1
4192,E01004300,Tower Hamlets 022B,49215.74022,1349,5.22,336250,11.99,258,35221.69,0,0,0,0,0,14,11,3,4,2,6,1,16,13,28,98,1
4193,E01004301,Tower Hamlets 025B,83127.34845,1324,8.18,499000,11.51,320,36910.23,15169.7896,15169.7896,1,0.182488554,11.45754502,6,4,11,2,1,11,3,27,8,26,99,1
4194,E01004302,Tower Hamlets 025C,49116.8874,1987,4.98,230000,12.46,390,35294.31,0,0,0,0,0,10,8,12,1,3,11,20,26,10,60,161,1
4195,E01004303,Tower Hamlets 025D,226054.5006,2362,22.17,245000,9.88,715,48515.51,40416.8075,5773.829643,7,0.178792315,17.11126482,29,18,8,4,3,18,13,40,43,75,251,1
4196,E01004304,Tower Hamlets 022C,102477.4789,1957,10.28,320000,14.41,406,35577.65,2939.6245,2939.6245,1,0.028685566,1.502107563,13,9,28,2,2,23,13,59,20,65,234,1
4197,E01004305,Tower Hamlets 022D,91858.68157,1952,9.11,231250,12.62,401,35027.47,5701.2331,2850.61655,2,0.062065262,2.920713678,10,13,17,2,0,12,4,24,25,51,158,1
4198,E01004306,Tower Hamlets 015A,119511.5325,1799,12.18,400000,7.84,733,52635.18,2474.443,1237.2215,2,0.020704638,1.375454697,17,41,27,0,2,29,12,137,22,69,356,2
4199,E01004307,Tower Hamlets 015B,211749.5033,2186,21.46,413000,5.6,1325,77820.14,13955.1472,6977.5736,2,0.065904037,6.383873376,31,88,53,6,3,37,35,456,43,123,875,2
4200,E01004308,Tower Hamlets 015C,83602.38785,1478,8.33,250750,8.44,458,43140.3,0,0,0,0,0,11,38,20,4,2,15,7,15,10,44,166,1
4201,E01004309,Tower Hamlets 015D,130242.5808,2852,12.68,250000,17.09,750,39555.72,0,0,0,0,0,43,66,43,8,7,54,33,256,65,182,757,1
4202,E01004310,Tower Hamlets 015E,91519.98683,1971,9.19,339500,14.06,671,41053.92,788.9349,788.9349,1,0.008620356,0.400271385,17,61,28,5,5,23,15,120,26,70,370,1
4203,E01004311,Tower Hamlets 006A,84500.42825,1518,8.47,270000,11.51,465,37137.57,10891.9359,10891.9359,1,0.128897996,7.17518834,10,27,14,2,0,10,13,100,24,38,238,1
4204,E01004312,Tower Hamlets 009A,68948.63153,1614,6.87,220000,12.31,383,34648.3,0,0,0,0,0,12,7,3,5,1,12,9,27,5,42,123,1
4205,E01004313,Tower Hamlets 009B,81333.90078,2043,8.21,317500,8.48,644,40261.26,1587.0366,1587.0366,1,0.019512609,0.77681674,15,16,23,5,5,18,15,67,15,76,255,1
4206,E01004314,Tower Hamlets 006B,83315.75934,1100,8.33,620000,4.4,558,77495.59,13066.5661,3266.641525,4,0.156831867,11.87869645,5,14,8,0,0,8,15,129,19,14,212,2
4207,E01004315,Tower Hamlets 006C,94072.70735,1628,9.56,373500,8.37,605,45061.47,5368.4858,1789.495267,3,0.05706741,3.2975957,18,32,62,1,3,19,27,104,54,65,385,1
4208,E01004316,Tower Hamlets 009C,34074.54947,1138,3.52,352500,11.13,390,41889.29,0,0,0,0,0,12,22,14,0,0,6,3,78,32,28,195,1
4209,E01004317,Tower Hamlets 009D,274290.0895,2706,27.06,355000,7.66,1329,59549.45,29807.0563,9935.685433,3,0.108669826,11.01517232,37,51,143,13,7,57,40,361,45,143,897,2
4210,E01004318,Tower Hamlets 006D,57573.96188,1459,5.87,216000,13.18,415,40016.1,4275.824,4275.824,1,0.074266628,2.930653873,10,22,17,5,4,10,4,63,17,45,197,1
4211,E01004319,Tower Hamlets 021A,90902.6922,1886,8.97,244500,13.26,450,36251.83,8099.2674,2699.7558,3,0.089098213,4.294415376,12,17,32,1,5,15,6,21,35,46,190,1
4212,E01004321,Tower Hamlets 021C,105245.4885,1822,10.43,282500,10.89,540,38877.75,0,0,0,0,0,27,36,52,4,3,30,12,56,58,76,354,1
4213,E01004322,Tower Hamlets 017A,139931.2938,1292,14.18,244500,10.1,340,39752.39,0,0,0,0,0,12,23,10,3,4,43,10,132,39,89,365,1
4214,E01004323,Tower Hamlets 017B,70379.99112,1466,7.07,205000,8.63,454,41573.48,3327.4266,1109.1422,3,0.04727802,2.269731651,12,22,7,2,3,13,12,30,44,38,183,1
4215,E01004324,Tower Hamlets 017C,77386.65015,1574,7.61,285000,13.18,319,35522.31,0,0,0,0,0,5,11,8,4,1,5,7,9,16,28,94,1
4216,E01004325,Tower Hamlets 021D,135439.0748,2487,13.65,367500,5.98,1288,58758.33,4841.9661,4841.9661,1,0.035750142,1.946910374,37,60,51,6,4,46,24,128,77,125,558,2
4217,E01004326,Tower Hamlets 017D,83845.99046,1444,8.37,220000,7.67,458,39763.11,3340.1663,1670.08315,2,0.039836923,2.313134557,17,18,21,2,4,19,13,59,46,85,284,1
4218,E01004327,Waltham Forest 028A,112637.4928,1213,11.7,198000,10.51,294,31069.36,1236.5507,618.27535,2,0.010978145,1.019415251,9,12,4,2,2,6,0,11,22,30,98,1
4219,E01004328,Waltham Forest 028B,101528.3934,1840,10.32,223250,9.77,483,35125.35,2274.8088,1137.4044,2,0.022405642,1.23630913,11,11,3,1,3,7,2,30,23,43,134,1
