LSOA11CD,LSOA11NM,sumarea,agvarea,count,Green_rate, Per_capita_green_area,Theft,Violence_Against_the_Person,sum
E01002692,Hounslow 029C,25234.7598,12617.3799,2,0.075507601,14.1609202,70,42,297
E01002693,Hounslow 029D,32171.8057,16085.90285,2,0.155604965,18.99162084,145,54,385
E01002696,Islington 020A,653.9673,653.9673,1,0.004425011,0.360710039,407,129,704
E01002698,Islington 017A,757.238,757.238,1,0.006951425,0.367056714,46,43,170
E01002699,Islington 017B,1338.7592,669.3796,2,0.014688033,0.888360451,15,19,84
E01002700,Islington 017C,44470.9286,11117.73215,4,0.246664651,30.08858498,23,21,85
E01002704,Islington 023D,27195.8373,6798.959325,4,0.081663141,12.3729924,629,223,1215
E01002707,Islington 022B,1836.1624,918.0812,2,0.01553581,1.063825261,107,41,229
E01002711,Islington 021B,10348.783,10348.783,1,0.068528521,5.337175348,397,114,736
E01002714,Islington 017D,12121.289,6060.6445,2,0.106871331,7.138568316,49,21,141
E01002717,Islington 016A,11034.7054,5517.3527,2,0.090183038,8.391410951,9,18,81
E01002719,Islington 016B,3550.2014,3550.2014,1,0.023830688,2.382685503,39,30,148
E01002721,Islington 014C,24809.8765,24809.8765,1,0.2046425,14.88294931,22,36,109
E01002724,Islington 022D,8690.1468,1738.02936,5,0.033223016,4.404534617,379,131,746
E01002726,Islington 022F,13759.5408,6879.7704,2,0.083033845,8.132116312,190,39,351
E01002727,Islington 021C,4451.5588,4451.5588,1,0.038829654,2.741107635,57,53,173
E01002729,Islington 021E,9743.1019,3247.700633,3,0.073474538,6.11619705,90,35,215
E01002738,Islington 009A,58329.432,58329.432,1,0.227311114,32.67755294,38,30,158
E01002739,Islington 013A,17.2565,17.2565,1,0.000143935,0.009404087,57,34,185
E01002740,Islington 013B,61204.5969,61204.5969,1,0.280898739,33.51839918,116,43,290
E01002743,Islington 009C,150.4314,150.4314,1,0.001570864,0.089970933,30,36,113
E01002745,Islington 013C,141.42,141.42,1,0.001288178,0.096400818,25,36,129
E01002754,Islington 002B,8129.9237,4064.96185,2,0.066356715,5.391196088,8,22,109
E01002756,Islington 001B,13606.2598,13606.2598,1,0.118155291,10.21490976,13,32,139
E01002759,Islington 002D,7675.7099,7675.7099,1,0.071076416,4.660418883,14,29,110
E01002762,Islington 011C,2486.613,1243.3065,2,0.015253429,1.275840431,32,70,212
E01002769,Islington 008A,38590.3324,12863.44413,3,0.180246376,18.79704452,35,26,169
E01002770,Islington 004B,59.4663,59.4663,1,0.000281193,0.038589422,255,161,720
E01002774,Islington 004E,29450.7563,9816.918767,3,0.166101496,13.95770441,44,53,202
E01002776,Islington 014E,4301.9136,4301.9136,1,0.038036027,2.589954004,33,35,143
E01002779,Islington 012C,4679.7549,4679.7549,1,0.04192186,2.474751401,66,50,218
E01002788,Islington 008C,2563.6387,1281.81935,2,0.020461508,1.385001999,29,20,121
E01002791,Islington 016E,5302.8796,1767.626533,3,0.036761216,3.436733377,68,35,181
E01002792,Islington 017E,3091.58,1545.79,2,0.029216725,1.654135902,111,36,236
E01002793,Islington 016F,8223.3278,1644.66556,5,0.078335194,4.316707507,37,52,205
E01002794,Islington 020B,10756.9051,2689.226275,4,0.058835127,6.094563796,517,97,805
E01002795,Islington 013D,25985.4881,8661.829367,3,0.146872736,13.01226244,203,124,518
E01002796,Islington 013E,6891.1587,6891.1587,1,0.089123157,6.63249153,11,20,81
E01002798,Islington 018C,7789.5518,1557.91036,5,0.055896212,3.964148499,41,51,200
E01002801,Islington 020C,2354.3987,784.7995667,3,0.0224892,1.516032646,91,58,254
E01002802,Islington 020D,5086.062,1695.354,3,0.046785675,3.436528378,28,22,96
E01002803,Islington 020E,7528.9662,1254.8277,6,0.042434397,3.649523122,348,99,653
E01002805,Islington 003B,1044.3786,522.1893,2,0.00813567,0.66563327,80,40,247
E01002806,Islington 003C,2618.0683,2618.0683,1,0.023545086,1.641422132,23,25,129
E01002808,Islington 003D,18652.158,18652.158,1,0.141431252,9.780890404,34,38,153
E01002812,Kensington and Chelsea 013A,2578.2319,1289.11595,2,0.028531393,1.344930569,32,22,100
E01002813,Kensington and Chelsea 011A,1894.9279,1894.9279,1,0.017274753,1.072398359,33,19,130
E01002814,Kensington and Chelsea 015A,164.4743,164.4743,1,0.001132673,0.084087065,69,60,303
E01002817,Kensington and Chelsea 011D,13.8113,13.8113,1,8.73962E-05,0.008664555,78,37,226
E01002819,Kensington and Chelsea 012B,9642.254,3214.084667,3,0.04449733,6.079605296,371,87,689
E01002821,Kensington and Chelsea 014A,1800.1367,450.034175,4,0.009523925,1.263253825,200,39,381
E01002823,Kensington and Chelsea 014B,623.9343,623.9343,1,0.007552866,0.455759167,18,42,113
E01002824,Kensington and Chelsea 008A,31826.6688,15913.3344,2,0.210990047,20.95238236,19,22,95
E01002825,Kensington and Chelsea 008B,3459.477,691.8954,5,0.018034835,1.782316847,66,49,188
E01002826,Kensington and Chelsea 008C,80458.5698,16091.71396,5,0.361739817,51.87528678,189,44,315
E01002827,Kensington and Chelsea 008D,29049.0633,29049.0633,1,0.114820941,15.83055221,108,27,260
E01002828,Kensington and Chelsea 008E,320.9001,160.45005,2,0.003303619,0.240915991,23,20,108
E01002829,Kensington and Chelsea 004A,2212.284,2212.284,1,0.038844796,1.509061392,49,38,203
E01002831,Kensington and Chelsea 004C,361.9121,361.9121,1,0.003235856,0.183061254,203,99,502
E01002832,Kensington and Chelsea 004D,1508.1012,1508.1012,1,0.01979325,0.886596825,173,76,368
E01002833,Kensington and Chelsea 007A,274.2635,274.2635,1,0.0037799,0.187851712,212,61,385
E01002835,Kensington and Chelsea 016C,114.9304,57.4652,2,0.000767764,0.073910225,190,70,456
E01002836,Kensington and Chelsea 016D,835.3682,417.6841,2,0.011324993,0.600984317,25,16,124
E01002837,Kensington and Chelsea 016E,2020.6217,1010.31085,2,0.03178171,1.486844518,16,8,60
E01002838,Kensington and Chelsea 020A,68.7934,68.7934,1,0.000975138,0.042178663,26,11,82
E01002841,Kensington and Chelsea 021B,9317.4752,1863.49504,5,0.082438077,6.811019883,18,40,174
E01002844,Kensington and Chelsea 019A,5168.1046,1033.62092,5,0.0418556,3.772339124,35,30,165
E01002845,Kensington and Chelsea 019B,572.0038,572.0038,1,0.008078748,0.421210457,21,13,112
E01002849,Kensington and Chelsea 017B,231.5788,231.5788,1,0.003572197,0.151854951,55,27,133
E01002859,Kensington and Chelsea 012C,326.4341,326.4341,1,0.002540846,0.200512346,223,48,402
E01002863,Kensington and Chelsea 012E,630.0962,630.0962,1,0.005027068,0.437263151,18,9,113
E01002864,Kensington and Chelsea 009A,147009.4824,29401.89648,5,0.492946027,98.0063216,50,20,164
E01002865,Kensington and Chelsea 011E,9054.7515,2263.687875,4,0.069387111,6.547181128,83,25,178
E01002867,Kensington and Chelsea 009C,3669.0476,1834.5238,2,0.035083883,1.85211893,62,46,227
E01002868,Kensington and Chelsea 009D,64408.7064,9201.243771,7,0.259686241,38.98832107,10,7,81
E01002869,Kensington and Chelsea 009E,1957.3276,1957.3276,1,0.019305409,1.298823889,39,40,160
E01002871,Kensington and Chelsea 007B,228.9466,228.9466,1,0.001754368,0.135873353,63,28,226
E01002872,Kensington and Chelsea 005B,13478.8077,6739.40385,2,0.138666737,9.321443776,21,17,104
E01002873,Kensington and Chelsea 007C,2863.9656,2863.9656,1,0.022075493,2.151739745,18,35,138
E01002875,Kensington and Chelsea 007E,1815.2447,1815.2447,1,0.011418526,1.307813184,21,14,113
E01002887,Kensington and Chelsea 010A,59.4757,59.4757,1,0.000806105,0.04245232,33,19,117
E01002888,Kensington and Chelsea 013E,1861.629,1861.629,1,0.022349678,0.895875361,42,18,115
E01002893,Kensington and Chelsea 017C,33706.6501,16853.32505,2,0.333063609,18.98966203,10,43,113
E01002894,Kensington and Chelsea 017D,35346.5181,35346.5181,1,0.35822813,25.24751293,36,44,145
E01002896,Kensington and Chelsea 020C,3674.91,3674.91,1,0.031848534,2.09755137,19,24,120
E01002897,Kensington and Chelsea 020D,85392.3625,42696.18125,2,0.597426717,64.98657725,30,39,116
E01002898,Kensington and Chelsea 017E,2045.7478,1022.8739,2,0.015913759,1.271440522,32,20,105
E01002900,Kensington and Chelsea 018B,3741.9622,1247.320733,3,0.028563872,2.616756783,17,14,115
E01002901,Kensington and Chelsea 018C,3512.0413,878.010325,4,0.010806847,2.80963304,12,7,72
E01002902,Kensington and Chelsea 018D,8853.1871,1770.63742,5,0.063758664,5.195532336,261,44,395
E01002903,Kensington and Chelsea 018E,3445.0224,1722.5112,2,0.031362336,2.27694805,94,13,185
E01002908,Kensington and Chelsea 003D,422.4952,211.2476,2,0.004329077,0.303734867,17,29,130
E01002910,Kensington and Chelsea 019C,4570.7336,1523.577867,3,0.032466555,3.293035735,15,23,98
E01002911,Kensington and Chelsea 019D,2526.352,1263.176,2,0.020761253,1.530195033,68,45,277
E01002914,Kensington and Chelsea 019E,18053.1303,9026.56515,2,0.101454605,11.54292219,100,34,246
E01002916,Kingston upon Thames 014B,104713.4004,52356.7002,2,0.238057788,70.84803816,8,17,61
E01002917,Kingston upon Thames 014C,1433.6729,1433.6729,1,0.005098474,1.026251181,2,2,32
E01002920,Kingston upon Thames 014D,156426.4775,39106.61938,4,0.337705553,97.52274158,6,9,48
E01002925,Kingston upon Thames 013B,51660.1224,25830.0612,2,0.223626217,31.98769189,13,36,85
E01002926,Kingston upon Thames 010B,26999.256,26999.256,1,0.093575117,17.58909186,13,13,55
E01002929,Kingston upon Thames 007A,16987.5898,16987.5898,1,0.028110537,10.40268818,28,22,91
E01002931,Kingston upon Thames 007C,73442.3698,18360.59245,4,0.240512005,39.69857827,23,27,108
E01002933,Kingston upon Thames 004A,8177.6051,8177.6051,1,0.049557865,4.099050175,10,38,96
E01002948,Kingston upon Thames 020C,249994.7186,31249.33983,8,0.047454727,118.8752823,83,55,220
E01002953,Kingston upon Thames 002B,100430.7181,50215.35905,2,0.086379092,76.78189457,23,16,86
E01002955,Kingston upon Thames 002C,204837.4425,22759.71583,9,0.418096506,148.7563126,9,23,105
E01002960,Kingston upon Thames 006B,8213.892,8213.892,1,0.030777649,5.048489244,15,13,69
E01002961,Kingston upon Thames 008D,3495.0865,3495.0865,1,0.010192832,1.997192286,10,18,54
E01002965,Kingston upon Thames 009A,47709.9347,47709.9347,1,0.134675565,20.52040202,68,58,199
E01002966,Kingston upon Thames 010C,26576.701,8858.900333,3,0.053323968,13.91450314,26,26,88
E01002967,Kingston upon Thames 009B,7700.5901,7700.5901,1,0.039027004,4.144558719,24,17,72
E01002968,Kingston upon Thames 009C,52960.2207,13240.05518,4,0.095044669,20.12931231,1638,537,2824
E01002971,Kingston upon Thames 005C,103988.4917,34662.83057,3,0.327650687,60.84756682,11,35,106
E01002978,Kingston upon Thames 015B,20101.4259,10050.71295,2,0.055481915,11.41477905,19,27,80
E01002979,Kingston upon Thames 015C,51029.3984,12757.3496,4,0.151770279,32.94344635,3,14,42
E01002981,Kingston upon Thames 012D,12527.4168,12527.4168,1,0.032913057,8.113611917,4,8,24
E01002983,Kingston upon Thames 015E,115958.2216,115958.2216,1,0.1803623,71.31501943,7,20,77
E01002988,Kingston upon Thames 011C,48431.8475,24215.92375,2,0.170082908,25.41020331,20,26,90
E01002989,Kingston upon Thames 011D,4532.4344,4532.4344,1,0.029702426,2.476740109,27,16,63
E01002990,Kingston upon Thames 009D,1153.2133,1153.2133,1,0.006870526,0.686436488,17,13,53
E01002992,Kingston upon Thames 010D,45567.7116,45567.7116,1,0.137992099,26.00896781,5,18,33
E01003006,Kingston upon Thames 001A,51296.6726,3419.778173,15,0.158691023,34.19778173,5,21,61
E01003009,Kingston upon Thames 001D,42417.8411,14139.28037,3,0.141652034,22.38408501,7,23,71
E01003010,Kingston upon Thames 001E,28257.4109,5651.48218,5,0.092827755,18.87602599,23,16,63
E01003011,Kingston upon Thames 004E,87236.9851,21809.24628,4,0.348395785,50.10740098,20,13,101
E01003013,Lambeth 036A,41834.9755,4183.49755,10,0.121708373,25.52469524,613,237,1155
E01003016,Lambeth 036C,17294.9593,3458.99186,5,0.107331334,12.79212966,184,42,333
E01003017,Lambeth 036D,4072.1225,4072.1225,1,0.031022893,2.448660553,156,82,354
E01003018,Lambeth 020A,2015.6297,2015.6297,1,0.013225415,0.969518855,104,89,375
E01003026,Lambeth 019A,214903.6493,214903.6493,1,0.620186635,144.8137799,94,38,246
E01003030,Lambeth 019D,45875.5761,45875.5761,1,0.277525031,25.55742401,61,39,189
E01003034,Lambeth 012A,4942.0694,1647.356467,3,0.044224209,2.822426842,24,16,101
E01003039,Lambeth 013C,22754.3009,11377.15045,2,0.123080833,11.14314442,164,63,395
E01003040,Lambeth 013D,34027.6775,34027.6775,1,0.219658574,26.41900427,11,19,113
E01003064,Lambeth 028A,11169.3148,11169.3148,1,0.072292824,7.271689323,16,19,99
E01003074,Lambeth 018E,509834.9056,254917.4528,2,0.71783706,215.6662037,100,72,364
E01003078,Lambeth 014E,22934.7561,22934.7561,1,0.114388712,14.51566842,16,15,92
E01003090,Lambeth 012D,1065.2946,1065.2946,1,0.007694535,0.467439491,196,96,441
E01003094,Lambeth 010C,3104.9483,3104.9483,1,0.039288722,2.017510266,15,23,103
E01003100,Lambeth 005C,805.9649,805.9649,1,0.007645409,0.415017971,58,36,210
E01003102,Lambeth 004A,11192.4322,3730.810733,3,0.066289094,6.439834407,229,150,611
E01003116,Lambeth 029A,3490.8885,3490.8885,1,0.012434928,2.184535982,7,18,69
E01003118,Lambeth 029C,3732.3493,1866.17465,2,0.017311403,2.151209971,176,69,359
E01003123,Lambeth 006C,6437.8467,3218.92335,2,0.044410357,4.323604231,11,28,110
E01003131,Lambeth 026B,9067.7526,9067.7526,1,0.049351695,6.266587837,68,62,264
E01003138,Lambeth 026D,5104.245,2552.1225,2,0.037679483,3.320914118,7,12,89
E01003144,Lambeth 034C,278366.4355,55673.2871,5,0.550517211,177.4164662,265,37,414
E01003149,Lambeth 030D,900.8942,450.4471,2,0.003337898,0.503011837,5,20,72
E01003156,Lambeth 023B,423.1424,423.1424,1,0.0036314,0.272117299,3,21,73
E01003157,Lambeth 023C,208.6928,208.6928,1,0.00125933,0.134727437,8,14,69
E01003158,Lambeth 023D,6351.1085,3175.55425,2,0.051216521,3.979391291,6,4,61
E01003161,Lambeth 023E,3038.0768,3038.0768,1,0.025047708,2.43046144,11,19,68
E01003163,Lambeth 023F,2794.323,2794.323,1,0.013918485,1.844437624,10,15,93
E01003169,Lambeth 025D,191.4325,191.4325,1,0.000991948,0.077976578,39,71,245
E01003170,Lambeth 025E,508.4675,254.23375,2,0.001566413,0.273516676,12,19,170
E01003178,Lambeth 020E,3672.5409,3672.5409,1,0.03486532,2.288187477,16,32,124
E01003186,Lambeth 007D,20455.6902,20455.6902,1,0.09791681,10.50086766,98,55,284
E01003199,Lewisham 007A,8627.5252,8627.5252,1,0.027240179,4.992780787,45,95,325
E01003200,Lewisham 009B,523765.242,174588.414,3,0.701256355,337.2602975,58,63,225
E01003206,Lewisham 007E,16114.7441,16114.7441,1,0.078100233,10.18631106,2,15,62
E01003211,Lewisham 008B,2095.9056,2095.9056,1,0.010355167,1.338381609,12,40,164
E01003225,Lewisham 015A,29248.5155,14624.25775,2,0.136620185,19.40843762,12,27,83
E01003227,Lewisham 019B,28595.2224,14297.6112,2,0.116660669,17.24681689,9,13,58
E01003228,Lewisham 019C,66.3963,66.3963,1,0.00046155,0.043912897,10,22,79
E01003254,Lewisham 021A,59382.5614,59382.5614,1,0.18524052,41.32398149,20,12,93
E01003255,Lewisham 021B,1286.8051,1286.8051,1,0.006979101,0.682293266,76,66,265
E01003260,Lewisham 021C,180.3788,180.3788,1,0.000849772,0.098891886,6,31,101
E01003271,Lewisham 023E,845.3913,422.69565,2,0.002818721,0.507133353,7,8,62
E01003274,Lewisham 014B,7749.5887,3874.79435,2,0.051882118,4.495121056,15,34,124
E01003276,Lewisham 014D,111355.787,55677.8935,2,0.241072773,58.48518225,15,32,119
E01003279,Lewisham 011D,20518.6096,20518.6096,1,0.113709009,12.88048311,9,17,63
E01003282,Lewisham 013A,7820.5836,3910.2918,2,0.036161006,3.234319107,19,53,157
E01003283,Lewisham 013B,39172.9957,39172.9957,1,0.170191805,18.58301504,34,43,150
E01003341,Lewisham 006D,37668.6853,37668.6853,1,0.21006138,24.97923428,10,17,65
E01003355,Merton 009A,550.059,550.059,1,0.003764536,0.347918406,31,22,99
E01003356,Merton 009B,60963.9605,15240.99013,4,0.134845283,34.69775783,22,16,86
E01003359,Merton 006A,6652.3755,3326.18775,2,0.039558925,3.838647144,25,38,135
E01003360,Merton 006B,63.7853,63.7853,1,0.000461421,0.037809899,55,25,157
E01003365,Merton 021D,97133.5521,97133.5521,1,0.290758214,68.9379362,4,6,29
E01003367,Merton 005A,92311.1484,11538.89355,8,0.199231883,38.44695893,191,77,410
E01003370,Merton 005C,5621.3185,2810.65925,2,0.036929707,2.840484336,62,42,186
E01003383,Merton 009D,14986.9001,7493.45005,2,0.059400502,9.763452834,144,85,316
E01003384,Merton 009E,989.924,989.924,1,0.006525947,0.650837607,8,19,68
E01003385,Merton 011C,34764.5058,34764.5058,1,0.17531461,21.98893472,9,12,45
E01003399,Merton 011D,1380.2227,1380.2227,1,0.010702654,1.005260524,14,13,59
E01003402,Merton 004B,2946.4712,2946.4712,1,0.012749906,1.898499485,69,22,149
E01003403,Merton 004C,1372.7976,1372.7976,1,0.005508415,0.8879674,6,5,42
E01003404,Merton 004D,1061.4574,1061.4574,1,0.004965837,0.634084468,12,11,62
E01003423,Merton 011E,22222.5082,11111.2541,2,0.10912231,14.35562545,23,21,90
E01003424,Merton 015B,39.3417,19.67085,2,0.000131731,0.025663209,7,2,40
E01003425,Merton 015C,15926.8851,7963.44255,2,0.058461167,11.06033688,4,12,48
E01003426,Merton 015D,114880.2972,38293.4324,3,0.290657056,65.6834175,10,19,81
E01003428,Merton 015E,42421.8837,10605.47093,4,0.139447273,29.11591194,10,10,57
E01003444,Merton 010C,43989.9105,21994.95525,2,0.165421885,28.25299326,9,8,52
E01003445,Merton 010D,72712.587,36356.2935,2,0.151542845,42.44751138,8,20,83
E01003455,Merton 005E,61920.1348,10320.02247,6,0.287589106,39.21477821,21,24,92
E01003456,Merton 003C,23505.9386,23505.9386,1,0.09917194,15.19453045,238,108,478
E01003459,Merton 006E,35002.461,17501.2305,2,0.186867613,16.77166315,19,42,130
E01003460,Merton 002A,1837937.538,229742.1922,8,0.516272096,1226.109098,29,25,137
E01003462,Merton 002B,32890.6967,10963.56557,3,0.07480056,22.46632288,4,8,52
E01003463,Merton 010E,33502.2874,33502.2874,1,0.061750311,25.95064864,12,7,54
E01003464,Merton 002C,59088.0581,29544.02905,2,0.074918367,42.41784501,24,21,106
E01003465,Merton 002D,14098.5889,7049.29445,2,0.02289594,10.84506838,14,12,89
E01003466,Merton 020A,2033.7623,2033.7623,1,0.008602857,1.277488882,7,12,53
E01003467,Merton 020B,10343.043,2068.6086,5,0.026285895,6.392486403,4,12,62
E01003468,Merton 020C,182612.1447,36522.42894,5,0.389072658,107.4821334,8,8,51
E01003471,Merton 016E,3210.6917,3210.6917,1,0.010197579,2.037240926,80,36,188
E01003473,Merton 001B,61465.5068,61465.5068,1,0.297517794,45.42905159,17,8,57
E01003474,Merton 001C,110741.4862,110741.4862,1,0.183206729,78.48439844,8,4,45
E01003475,Merton 001D,55223.0806,18407.69353,3,0.07705051,21.99246539,102,39,244
E01003476,Merton 003D,3.5364,3.5364,1,2.05776E-05,0.002518803,11,25,72
E01003477,Merton 003E,29488.2187,14744.10935,2,0.160242314,19.21056593,16,15,83
E01003478,Merton 001E,35335.79,35335.79,1,0.106031579,21.55935937,20,11,80
E01003482,Newham 033B,55345.4621,13836.36553,4,0.015410205,21.01194461,455,149,1019
E01003559,Newham 009D,40.7611,40.7611,1,0.000262256,0.015647255,50,56,226
E01003617,Newham 012B,260.0443,260.0443,1,0.001143961,0.093912712,829,356,1730
E01003618,Newham 012C,165.3116,165.3116,1,0.001026003,0.075381487,101,90,333
E01003668,Redbridge 007A,664.6727,664.6727,1,0.003020538,0.409785882,26,33,158
E01003669,Redbridge 007B,1516.4386,758.2193,2,0.008236814,0.992433639,53,12,142
E01003670,Redbridge 007C,6857.7408,3428.8704,2,0.028824756,4.584051337,11,23,73
E01003671,Redbridge 007D,8510.6225,4255.31125,2,0.041235928,5.551612851,5,8,51
E01003673,Redbridge 007F,2428.9259,809.6419667,3,0.012455055,1.366100056,9,14,79
E01003674,Redbridge 007G,11553.7545,11553.7545,1,0.042685502,5.426845702,91,48,234
E01003678,Redbridge 036D,49212.3894,49212.3894,1,0.183302305,30.66192486,4,29,70
E01003682,Redbridge 036H,73578.3568,73578.3568,1,0.266073642,43.38346509,2,12,72
E01003703,Redbridge 006F,585002.1232,195000.7077,3,0.59109262,233.9072864,13,24,106
E01003744,Redbridge 001A,257776.1656,36825.16651,7,0.385937923,192.8019189,6,4,58
E01003745,Redbridge 001B,139981.7184,69990.8592,2,0.284191566,97.54823582,1,9,57
E01003746,Redbridge 001C,43268.1195,14422.7065,3,0.068268724,29.11717328,9,27,92
E01003747,Redbridge 001D,1894.3822,1894.3822,1,0.006463438,1.410560089,2,5,54
E01003748,Redbridge 001E,33345.4014,16672.7007,2,0.081671431,21.58278408,27,22,131
E01003750,Redbridge 001G,23801.3144,7933.771467,3,0.063511581,14.24375488,21,25,129
E01003752,Redbridge 023A,2059.3043,2059.3043,1,0.009048599,0.826366091,8,39,123
E01003762,Redbridge 009D,28341.6372,28341.6372,1,0.112850586,17.49483778,5,29,104
E01003764,Redbridge 009F,465.7999,232.89995,2,0.000867078,0.237410754,11,31,114
E01003765,Redbridge 009G,5011.8652,5011.8652,1,0.021996657,3.184158323,15,17,90
E01003774,Redbridge 014A,7952.304,7952.304,1,0.030597763,4.508108844,8,29,106
E01003775,Redbridge 014B,9102.8856,9102.8856,1,0.027569728,5.243597696,8,18,82
E01003778,Redbridge 014E,57914.461,9652.410167,6,0.163909911,31.49236596,109,43,306
E01003780,Redbridge 014G,5393.655,5393.655,1,0.017984302,3.557819921,1,7,68
E01003789,Redbridge 018A,27815.8047,13907.90235,2,0.090233775,19.26302265,19,16,104
E01003790,Redbridge 027A,507202.7201,169067.5734,3,0.593003029,357.941228,11,18,103
E01003791,Redbridge 027B,831378.7218,277126.2406,3,0.641078079,558.7222593,10,13,105
E01003792,Redbridge 027C,598665.2139,598665.2139,1,0.77101977,421.0022601,6,26,92
E01003794,Redbridge 018B,19620.6432,9810.3216,2,0.054990021,13.3292413,11,10,69
E01003795,Redbridge 018C,144515.6415,36128.91038,4,0.181807803,122.6788128,6,14,89
E01003796,Redbridge 018D,17849.7278,8924.8639,2,0.072908561,11.39829361,6,9,79
E01003797,Richmond upon Thames 001A,117759.5339,16822.79056,7,0.276157952,79.62105064,14,6,87
E01003798,Richmond upon Thames 001B,10654.9861,1522.140871,7,0.048673374,7.089145775,16,20,96
E01003799,Richmond upon Thames 001C,217604.3057,12800.25328,17,0.260688493,134.2407808,17,22,125
E01003800,Richmond upon Thames 001D,13649.9098,6824.9549,2,0.053295249,8.677628608,10,21,58
E01003801,Richmond upon Thames 001E,10959.4829,2739.870725,4,0.034879898,8.296353444,41,14,87
E01003802,Richmond upon Thames 001F,10057.2167,2514.304175,4,0.025613338,7.573205346,6,4,34
E01003805,Richmond upon Thames 012A,430998.7782,86199.75564,5,0.539937871,257.6203097,17,5,74
E01003806,Richmond upon Thames 012B,2971384.329,594276.8657,5,0.715869105,1851.3298,5,8,50
E01003808,Richmond upon Thames 005C,22.2386,22.2386,1,0.000166742,0.012479574,15,12,72
E01003809,Richmond upon Thames 005D,47303.9899,23651.99495,2,0.119442424,27.26454749,16,16,120
E01003811,Richmond upon Thames 018A,25809.298,25809.298,1,0.146150168,16.67267313,6,22,69
E01003812,Richmond upon Thames 018B,29188.5818,29188.5818,1,0.100276135,15.89792037,15,34,108
E01003813,Richmond upon Thames 019B,7573.2445,7573.2445,1,0.024063776,4.64616227,9,9,63
E01003814,Richmond upon Thames 019C,180820.8653,60273.62177,3,0.427950653,105.4964208,6,25,64
E01003815,Richmond upon Thames 019D,278872.4984,92957.49947,3,0.536425786,155.1015008,32,40,132
E01003816,Richmond upon Thames 012C,2275148.086,142196.7554,16,0.746798974,1332.834262,16,23,104
E01003817,Richmond upon Thames 012D,3156032.908,315603.2908,10,0.769572637,1649.78197,32,29,129
E01003818,Richmond upon Thames 017A,277607.7129,27760.77129,10,0.576680205,177.9536621,9,15,68
E01003821,Richmond upon Thames 008A,88017.5157,5501.094731,16,0.297829127,58.17416768,21,18,131
E01003822,Richmond upon Thames 023A,34622.9861,11540.99537,3,0.091592384,23.97713719,4,5,49
E01003823,Richmond upon Thames 023B,2126968.289,118164.905,18,0.496702841,1298.515439,38,39,153
E01003824,Richmond upon Thames 023C,33130.2296,33130.2296,1,0.101938769,19.945954,4,8,39
E01003825,Richmond upon Thames 023D,83315.7277,83315.7277,1,0.240859555,47.28474898,5,12,55
E01003827,Richmond upon Thames 023F,51998.6575,25999.32875,2,0.11631768,30.37304761,26,30,121
E01003828,Richmond upon Thames 020A,12953.3476,6476.6738,2,0.041523576,8.53879209,9,16,59
E01003830,Richmond upon Thames 020C,1913.4833,1913.4833,1,0.003776771,1.08720642,9,19,73
E01003834,Richmond upon Thames 022A,462286.35,57785.79375,8,0.425387068,268.7711337,34,39,130
E01003835,Richmond upon Thames 022B,13890.4582,13890.4582,1,0.038770059,9.096567256,10,14,53
E01003836,Richmond upon Thames 022C,456.0513,456.0513,1,0.001794781,0.30302412,6,15,57
E01003837,Richmond upon Thames 022D,115612.2021,28903.05053,4,0.22523825,63.80364354,29,24,110
E01003838,Richmond upon Thames 022E,110.6045,110.6045,1,0.000366236,0.061928611,25,24,106
E01003839,Richmond upon Thames 022F,12858.0216,6429.0108,2,0.055598058,6.872272368,14,33,102
E01003844,Richmond upon Thames 013E,32064.2282,32064.2282,1,0.112321237,22.11326083,8,7,72
E01003847,Richmond upon Thames 002B,66231.1379,11038.52298,6,0.041483015,41.86544747,45,19,166
E01003848,Richmond upon Thames 004A,10801.6323,10801.6323,1,0.054074206,5.974354148,19,25,85
E01003849,Richmond upon Thames 002C,388.5718,388.5718,1,0.001941605,0.253306258,14,17,90
E01003851,Richmond upon Thames 002D,35964.7652,5994.127533,6,0.146030623,21.30614052,19,9,148
E01003852,Richmond upon Thames 003A,435270.9472,31090.78194,14,0.647732532,328.7544918,22,8,85
E01003853,Richmond upon Thames 003B,107664.775,21532.955,5,0.361932209,70.13991857,9,22,83
E01003854,Richmond upon Thames 003C,10231.2801,2046.25602,5,0.071258859,7.240821019,35,21,117
E01003855,Richmond upon Thames 003D,23495.5318,2610.614644,9,0.080175596,13.91091285,23,45,174
E01003856,Richmond upon Thames 003E,13041.9289,1449.103211,9,0.104896272,8.317556696,15,24,87
E01003857,Richmond upon Thames 003F,1706.0681,1706.0681,1,0.011623988,0.973783162,11,12,73
E01003858,Richmond upon Thames 003G,14658.7268,14658.7268,1,0.088718488,8.949161661,26,13,95
E01003859,Richmond upon Thames 005E,2180.3332,2180.3332,1,0.011149721,1.344225154,7,37,88
E01003860,Richmond upon Thames 002E,302350.6888,50391.78147,6,0.197931838,178.7999342,37,52,197
E01003864,Richmond upon Thames 002F,5763.7849,5763.7849,1,0.022504512,3.93164045,30,14,105
E01003866,Richmond upon Thames 007A,6846.0778,3423.0389,2,0.044897205,4.313848645,12,15,57
E01003867,Richmond upon Thames 011A,665.8204,332.9102,2,0.001626321,0.446260322,52,56,169
E01003869,Richmond upon Thames 011B,51190.0241,17063.34137,3,0.160270451,31.65740513,15,13,78
