FID,LSOA11CD,LSOA11NM,area,Census_Population_All_Ages,Population_Density,,house_price,Unemployment_Rate,qualification4,Mean_Household_Income,sumarea,agvarea,lnavgarea,count,greenratio,greenratio_sta,greratepre,Arson_and_Criminal_Damage,Burglary,Drug_Offences,Miscellaneous_Crimes_Against_Society,Possession_of_Weapons,Public_Order_Offences,Robbery,Theft,Vehicle_Offences,Vehicle_rate,vechicle_sta,Violence_Against_the_Person,总计,sumrate,分组,14.0773702
722,E01000737,Bromley 010D,363233.8428,1377,36.82,,193500,7.15,212,35900.76,109247.1062,27311.77655,10.21507326,4,30.07624657,1.122014226,79.33704154,26,13,6,4,2,4,1,10,22,15.97676107,0.195977229,26,114,82.78867102,1,
723,E01000738,Bromley 014D,514551.3233,1527,51.52,,198250,5.41,232,39136.66,33294.9327,16647.46635,9.720013313,2,6.470672835,-0.404231123,21.80414715,15,22,7,5,1,26,1,29,17,11.13294041,-0.303803287,34,157,102.815979,1,
725,E01000740,Bromley 005A,711890.0425,1734,71.46,,172000,7.28,502,36881.08,343854.3704,114618.1235,11.64936122,3,48.30161259,2.300396097,198.3012517,20,24,23,1,1,20,12,43,30,17.30103806,0.332614788,57,231,133.2179931,1,
726,E01000741,Bromley 005B,134822.3977,1586,13.61,,194745,10.08,558,37183.7,996.9207,996.9207,6.904671228,1,0.739432555,-0.774791014,0.628575473,7,30,0,1,2,9,5,24,23,14.50189155,0.043801684,42,143,90.16393443,1,
727,E01000742,Bromley 005C,266355.53,2019,26.68,,182750,8.01,724,38118.5,85541.7595,85541.7595,11.35675995,1,32.11563113,1.253872966,42.36838014,8,20,9,2,0,2,5,6,40,19.81178801,0.591671428,33,125,61.91183754,1,
728,E01000743,Bromley 009A,311847.0126,1770,31.26,,159000,10.23,413,31573.4,94979.8862,47489.9431,10.76827324,2,30.45720573,1.146645576,53.66095266,11,24,11,2,1,7,5,14,15,8.474576271,-0.578090608,61,151,85.31073446,1,
729,E01000744,Bromley 009B,211109.4632,1531,21.44,,160000,13.49,222,29224.68,84118.8701,42059.43505,10.64683902,2,39.84609162,1.753694724,54.94374272,16,4,8,1,0,5,2,14,25,16.3291966,0.23234117,44,119,77.72697583,1,
730,E01000745,Bromley 005D,472224.4608,1757,46.83,,235000,8.54,636,41583.81,123571.1505,123571.1505,11.72457239,1,26.16788429,0.869314596,70.33076295,12,19,11,0,3,12,5,17,41,23.33523051,0.955216659,23,143,81.38873079,1,
731,E01000746,Bromley 005E,178176.6826,1858,18.08,,250000,6.64,717,44184.56,6803.0887,3401.54435,8.131984828,2,3.818170033,-0.575731724,3.661511679,4,15,4,4,1,4,2,16,20,10.76426265,-0.341843085,39,109,58.66523143,1,
732,E01000747,Bromley 042B,9938749.997,1920,993.31,,385000,4.44,406,50938.26,333552.2519,41694.03149,10.63811327,8,3.356078501,-0.60560878,173.7251312,15,11,1,4,1,7,0,19,17,8.854166667,-0.538924855,37,112,58.33333333,2,
733,E01000748,Bromley 042C,9882355.839,1602,987.62,,361500,3.75,349,54706.35,203276.9157,50819.22893,10.83603008,4,2.056968187,-0.689604242,126.8894605,6,19,0,1,1,3,0,13,13,8.114856429,-0.615206137,11,67,41.8227216,2,
734,E01000749,Bromley 036A,9214715.988,1588,922.59,,315000,2.24,368,51113.5,931896.1788,93189.61788,11.4423916,10,10.11312969,-0.168723912,586.8363846,14,10,3,2,0,3,0,3,23,14.4836272,0.041917187,11,69,43.45088161,2,
735,E01000750,Bromley 036B,313762.99,1492,31.09,,250000,7.26,231,37234.19,98925.4574,98925.4574,11.50212189,1,31.5287209,1.215925614,66.30392587,8,4,1,0,0,10,0,3,14,9.383378016,-0.484321364,52,92,61.66219839,1,
736,E01000751,Bromley 036C,1840516.471,2007,183.97,,285000,3.95,498,53056.19,20950.0693,20950.0693,9.949897233,1,1.13827122,-0.749003645,10.4384999,18,15,5,0,7,14,1,19,16,7.972097658,-0.629935843,61,156,77.72795217,2,
737,E01000752,Bromley 036D,1383840.292,1606,138.37,,267000,4.9,361,46796.57,190761.058,27251.57971,10.21286677,7,13.78490416,0.068678863,118.7802354,4,9,3,3,0,8,0,36,12,7.471980075,-0.681537469,28,103,64.13449564,1,
738,E01000753,Bromley 031A,865998.353,1806,87.07,,257500,3.93,512,63701.58,382254.3603,127418.1201,11.75522924,3,44.14031031,2.031342342,211.6580068,8,9,0,0,0,1,2,9,4,2.214839424,-1.223963922,11,44,24.36323367,2,
739,E01000754,Bromley 031B,384787.6662,1675,38.76,,250000,4.63,403,49647.64,18643.1483,9321.57415,9.140086794,2,4.845048305,-0.509337735,11.13023779,11,9,1,0,0,3,3,12,4,2.388059701,-1.206091229,14,57,34.02985075,1,
740,E01000755,Bromley 031C,343752.4816,1505,34.3,,415000,2.86,411,59541.38,8157.0174,2719.0058,7.908021578,3,2.372933386,-0.669175151,5.419945116,5,6,1,0,0,1,0,0,7,4.651162791,-0.972586542,8,28,18.60465116,2,
741,E01000756,Bromley 033D,1008409.938,1563,101.32,,375500,2.34,404,69449.97,113649.4237,28412.35593,10.2545794,4,11.27016101,-0.09391473,72.71236321,26,17,4,1,1,16,1,64,6,3.838771593,-1.056408244,63,199,127.3192578,2,
742,E01000757,Bromley 031D,539978.0316,1499,54.27,,362500,2.74,435,66283.51,91385.6177,45692.80885,10.72969621,2,16.92395104,0.271637526,60.96438806,2,5,1,1,0,1,0,5,15,10.00667111,-0.420010612,4,34,22.68178786,2,
744,E01000759,Bromley 034A,4591363.401,1542,460.04,,355000,3.56,363,58788.41,509859.4201,63732.42751,11.06244878,8,11.10474984,-0.104609578,330.6481324,6,7,2,1,1,6,0,3,11,7.133592737,-0.716451932,14,51,33.07392996,2,
745,E01000760,Bromley 034B,506667.44,1503,50.51,,315000,3.78,332,51255.27,104329.7992,52164.8996,10.86216513,2,20.59137631,0.508759099,69.41437073,8,17,2,2,2,7,1,12,14,9.314703925,-0.491407087,13,78,51.89620758,1,
746,E01000761,Bromley 034C,586702.9962,1552,57.66,,352500,4.69,328,54366.03,214397.9877,71465.9959,11.17697703,3,36.54284861,1.540119772,138.1430333,8,9,2,0,0,0,1,3,11,7.087628866,-0.721194438,7,41,26.41752577,1,
747,E01000762,Bromley 018D,322931.9629,1623,32,,255000,5.76,539,54008.19,3741.9,3741.9,8.227348783,1,1.158727048,-0.74768105,2.305545287,6,5,1,0,0,8,2,6,10,6.161429452,-0.816758756,25,63,38.81700555,1,
748,E01000763,Bromley 027A,848743.2689,1452,84.54,,365000,3.34,320,59987.73,153954.9496,51318.31653,10.84580301,3,18.1391659,0.350208632,106.0295796,2,16,2,0,0,2,1,8,9,6.198347107,-0.81294963,2,42,28.92561983,2,
749,E01000764,Bromley 027B,497961.1474,1615,50.62,,275000,3.74,348,46653.73,88630.2002,88630.2002,11.39222794,1,17.79861756,0.32819009,54.87938093,13,9,3,2,0,12,1,8,8,4.953560372,-0.941385466,42,98,60.68111455,1,
750,E01000765,Bromley 034D,2308994.712,1704,229.42,,330000,3.98,450,57452.09,327251.7513,81812.93782,11.31219067,4,14.17291039,0.093765849,192.0491498,11,14,4,2,2,15,4,22,28,16.43192488,0.24294057,69,171,100.3521127,2,
751,E01000766,Bromley 027C,370400.8699,1714,36.93,,385000,2.83,430,65661.38,817.9032,817.9032,6.706743992,1,0.22081568,-0.808322781,0.477189732,4,8,0,0,0,4,0,1,13,7.584597433,-0.669917724,2,32,18.6697783,2,
752,E01000767,Bromley 027D,313548.2532,1646,31.63,,362500,3.39,441,62586.36,22323.1225,11161.56125,9.320231123,2,7.119517417,-0.362279335,13.56204283,10,9,0,2,1,4,2,5,13,7.897934386,-0.637587934,14,60,36.45200486,2,
753,E01000768,Bromley 034E,475166.0545,1555,48.31,,213750,4.31,493,59252.87,74207.0182,37103.5091,10.52146683,2,15.6170706,0.187139678,47.72155511,12,9,3,1,1,8,0,0,12,7.717041801,-0.656252248,33,79,50.80385852,2,
754,E01000769,Bromley 024A,1197575.744,1417,120.14,,342250,3.49,340,54776.85,17177.2018,17177.2018,9.751338307,1,1.434331138,-0.729861552,12.12223133,58,15,0,0,0,14,1,18,10,7.05716302,-0.724337873,194,310,218.7720536,2,
755,E01000770,Bromley 012D,686335.1135,1429,68.54,,392000,3.52,577,68787.55,199607.9101,66535.97003,11.10549798,3,29.08315576,1.057804805,139.683632,3,10,7,2,1,12,3,13,12,8.397480756,-0.586045245,20,83,58.08257523,2,
756,E01000771,Bromley 041C,371150.0792,1635,36.81,,350000,4.42,527,62021.95,81561.445,81561.445,11.30911194,1,21.97532739,0.598240038,49.88467584,8,16,4,0,1,9,1,22,14,8.562691131,-0.568999006,25,100,61.16207951,2,
757,E01000772,Bromley 012E,331735.1143,1516,32.31,,349995,2.43,555,63537.59,9.5857,9.5857,2.260272405,1,0.002889564,-0.822413043,0.006323021,5,15,3,2,0,2,1,3,20,13.19261214,-0.091288441,12,63,41.55672823,2,
758,E01000773,Bromley 024B,308403.7627,1521,31.08,,385000,3.56,407,54745.84,23956.0697,23956.0697,10.083977,1,7.767761811,-0.320366353,15.75021019,3,21,0,0,0,1,1,8,9,5.917159763,-0.841962256,9,52,34.18803419,2,
759,E01000774,Bromley 041D,376859.4943,1473,37.82,,315000,4.56,347,53260.52,22992.0256,22992.0256,10.04290272,1,6.10095432,-0.428135697,15.60897868,14,19,2,0,3,9,2,23,19,12.89884589,-0.121598945,20,111,75.35641548,1,
760,E01000775,Bromley 024C,1107054.29,2266,110.96,,358500,3.4,592,66337.27,98424.1862,49212.0931,10.80389467,2,8.890637715,-0.247765528,43.43521015,10,14,7,4,1,11,7,36,10,4.413062665,-0.997153472,29,129,56.92850838,2,
763,E01000779,Bromley 001A,1159490.662,1233,116.07,,185000,5.93,359,46583.73,116935.1884,38978.39613,10.57076283,3,10.08504788,-0.170539574,94.8379468,14,16,11,0,1,9,3,147,20,16.22060016,0.221136299,30,251,203.568532,1,
764,E01000780,Bromley 001B,209043.3954,1480,21.01,,213750,7.73,274,38127.55,14314.4759,14314.4759,9.569026605,1,6.847609738,-0.379859837,9.671943176,14,15,2,0,0,9,3,11,20,13.51351351,-0.058178162,43,117,79.05405405,1,
765,E01000781,Bromley 001C,172645.2559,1445,17.2,,175000,11.82,171,32316.89,1.3253,1.3253,0.281638849,1,0.000767643,-0.822550238,0.000917163,15,9,4,2,0,10,0,11,11,7.612456747,-0.667043228,59,121,83.73702422,1,
766,E01000782,Bromley 001D,282151.357,1441,28.35,,179000,10.25,169,29738.33,94488.8857,18897.77714,9.846799582,5,33.48872276,1.342651775,65.5717458,21,10,4,1,2,12,0,14,9,6.245662734,-0.808067652,56,129,89.52116586,1,
767,E01000783,Bromley 001E,188705.9974,1503,18.88,,175500,11,175,31373.36,13114.6319,13114.6319,9.481483825,1,6.949769526,-0.373254579,8.72563666,23,9,1,1,0,9,1,5,21,13.97205589,-0.010866224,49,119,79.17498337,1,
768,E01000784,Bromley 002E,224756.8729,1504,22.39,,285000,4.59,359,50334.71,5502.9474,1834.3158,7.51442683,3,2.448400055,-0.664295767,3.658874601,11,7,1,2,0,0,1,3,13,8.643617021,-0.560649155,22,60,39.89361702,1,
769,E01000785,Bromley 001F,210354.1798,1381,21.03,,185500,8.57,208,34382.46,23388.7915,23388.7915,10.06001219,1,11.11876718,-0.103703271,16.93612708,10,14,2,2,2,8,5,14,14,10.13758146,-0.406503415,58,129,93.41057205,1,
770,E01000786,Bromley 032A,945590.5007,1421,94.88,,307500,4.61,356,51581.61,240205.9688,80068.65627,11.29063975,3,25.40274766,0.819843813,169.0400906,3,13,1,2,1,3,3,88,8,5.629838142,-0.87160781,17,139,97.81843772,1,
771,E01000787,Bromley 029C,346800.4389,1405,34.12,,203500,7.67,226,38876.6,64196.3051,21398.76837,9.971088647,3,18.51102187,0.374251405,45.69132036,10,20,1,1,0,2,3,6,28,19.92882562,0.60374725,16,87,61.92170819,1,
772,E01000788,Bromley 029D,372959.4726,1526,36.9,,225997.5,6.31,316,42204.34,79126.9208,39563.4604,10.58566125,2,21.21595686,0.549142068,51.8525038,14,11,0,1,0,5,3,12,20,13.1061599,-0.100208496,19,85,55.70117955,1,
773,E01000789,Bromley 032B,142345.6243,1800,14.34,,160750,14.23,179,28785.88,638.8353,638.8353,6.459646675,1,0.448791667,-0.793582733,0.3549085,41,11,5,2,1,8,2,7,24,13.33333333,-0.076768971,58,159,88.33333333,1,
775,E01000791,Bromley 029E,402089.5395,1445,40.09,,267500,4.98,253,44906.19,27266.5339,6816.633475,8.827121004,4,6.781209463,-0.384153023,18.86957363,7,15,0,0,0,1,2,3,11,7.612456747,-0.667043228,17,56,38.75432526,1,
776,E01000792,Bromley 032C,314698.0597,1142,31.58,,250000,6.38,230,42781.99,137.1833,137.1833,4.921317988,1,0.043592039,-0.819781378,0.120125482,15,16,0,4,2,6,5,2,13,11.38353765,-0.277946916,17,80,70.0525394,1,
778,E01000794,Bromley 035E,459443.4133,1553,46.41,,380000,3.87,430,58860.89,872.6106,872.6106,6.771489408,1,0.189927764,-0.810319875,0.561887057,0,14,0,1,2,2,0,12,9,5.795235029,-0.854542326,1,41,26.40051513,2,
779,E01000795,Bromley 032E,288194.1367,1412,28.58,,280000,5.04,270,45039.87,9321.4166,4660.7083,8.446922711,2,3.234422708,-0.613474574,6.60156983,11,9,3,0,2,5,0,5,6,4.249291785,-1.014051186,30,71,50.28328612,1,
781,E01000797,Bromley 013E,657206.2312,1562,65.53,,268287.5,4.6,614,58186.7,114605.7131,57302.85655,10.95610575,2,17.43831809,0.304894516,73.37113515,23,37,3,3,1,18,8,110,57,36.49167734,2.312685531,28,288,184.3790013,2,
782,E01000798,Bromley 009D,133165.7774,1464,13.52,,262500,15.57,251,27254.28,1168.482,584.241,6.370313569,2,0.877464182,-0.765866422,0.798143443,14,12,10,0,0,13,7,14,22,15.0273224,0.098015108,42,134,91.53005464,1,
783,E01000799,Bromley 004A,217265.3947,1642,21.61,,285000,8.17,494,42472.98,11022.5269,11022.5269,9.307696358,1,5.073300751,-0.494579813,6.712866565,27,17,12,6,6,45,10,118,36,21.92448234,0.809657091,93,370,225.3349574,1,
784,E01000800,Bromley 009E,231396.9191,1618,23.11,,171000,10.32,444,35080.54,2764.42,2764.42,7.924586127,1,1.194665863,-0.745357384,1.708541409,24,11,12,3,6,7,2,19,47,29.04820766,1.544675862,44,175,108.15822,1,
785,E01000801,Bromley 015E,187787.0699,1417,18.52,,162000,7.52,345,40133.13,6459.5269,3229.76345,8.080164178,2,3.439814521,-0.600194732,4.558593437,8,9,3,4,0,5,1,16,24,16.93719125,0.295073442,22,92,64.92589979,1,
787,E01000803,Bromley 004C,257424.8309,1596,26.1,,250000,6.4,566,44607.48,43671.0039,43671.0039,10.68443963,1,16.96456544,0.274263497,27.3627844,7,18,3,2,0,4,5,8,20,12.53132832,-0.159519036,28,95,59.52380952,1,
788,E01000804,Bromley 004D,666566.4515,1436,66.33,,387500,4.73,532,60749.26,16465.9555,16465.9555,9.709050225,1,2.470264662,-0.662882086,11.46654283,13,25,3,1,0,4,4,8,44,30.64066852,1.708984362,15,117,81.47632312,2,
789,E01000805,Bromley 004E,157145.5178,1511,16.06,,255000,7.53,479,41557.9,2384.5561,2384.5561,7.776768264,1,1.517419098,-0.724489405,1.578131105,20,3,7,2,1,2,1,16,23,15.22170748,0.118071563,54,129,85.37392455,1,
790,E01000806,Bromley 009F,163917.8172,1721,16.44,,220000,10.33,423,33726.89,15891.5193,7945.75965,8.980393688,2,9.694809001,-0.195770915,9.233886868,15,14,10,2,3,14,9,38,29,16.85066822,0.286146083,53,187,108.6577571,1,
791,E01000807,Bromley 022C,811648.6051,1532,80.06,,468000,4.24,455,64167.02,105708.6013,35236.20043,10.46982925,3,13.02393679,0.019477648,69.00039249,13,11,3,0,2,9,0,36,28,18.2767624,0.433289039,39,141,92.03655352,2,
793,E01000809,Bromley 022D,548656.6671,1517,54.28,,355000,4.53,376,58630.99,197794.2613,49448.56533,10.80868832,4,36.0506439,1.508295714,130.3851426,5,4,1,1,1,4,0,1,14,9.228740936,-0.500276661,13,44,29.00461437,2,
795,E01000811,Bromley 025C,295533.3793,1320,29.86,,370000,3.36,343,56246.74,32561.8459,10853.94863,9.292284222,3,11.01799261,-0.110218966,24.66806508,2,9,2,0,1,3,0,1,6,4.545454545,-0.983493412,11,35,26.51515152,2,
796,E01000812,Bromley 028D,382809.1464,1497,37.98,,374500,3.93,456,53931.79,10530.6689,5265.33445,8.568899946,2,2.75089271,-0.644737759,7.034514963,5,18,3,2,0,6,0,13,5,3.34001336,-1.107869614,22,74,49.43219773,2,
797,E01000813,Bromley 025D,610544.2088,1610,60.97,,300752.5,4.2,395,56255.58,223704.9038,74568.30127,11.21947078,3,36.64024661,1.546417151,138.9471452,5,9,1,0,1,12,0,63,2,1.242236025,-1.324316157,26,119,73.91304348,2,
799,E01000815,Bromley 025E,499307.663,1537,48.78,,565000,2.13,487,77146.84,15657.8764,15657.8764,9.658729354,1,3.135917504,-0.619843541,10.18729759,3,11,0,0,0,3,3,3,18,11.71112557,-0.244146726,2,43,27.97657775,2,
801,E01000818,Bromley 040B,1292308.612,1467,130.13,,300000,3.59,363,51429.54,3049.2718,3049.2718,8.022658087,1,0.235955388,-0.807343906,2.078576551,6,12,0,3,1,2,0,4,12,8.1799591,-0.60848891,16,56,38.17314247,1,
802,E01000819,Bromley 040C,397713.452,1710,39.05,,230000,10.6,329,36413.83,36328.0768,12109.35893,9.401733898,3,9.13423386,-0.232015541,21.24448936,14,22,4,5,0,21,7,43,26,15.20467836,0.116314516,64,206,120.4678363,1,
803,E01000820,Bromley 008C,587458.4616,1405,59.39,,245500,4.62,457,48961.52,5807.8098,5807.8098,8.666958808,1,0.98863327,-0.758678657,4.133672456,21,23,8,0,2,11,2,16,29,20.6405694,0.677184252,59,171,121.7081851,1,
804,E01000822,Bromley 008D,218524.1186,1614,22.19,,250000,6.41,489,46492.5,1757.8657,1757.8657,7.471855682,1,0.8044264,-0.770588763,1.089136121,14,11,0,3,1,3,1,5,19,11.77199504,-0.237866276,21,78,48.32713755,1,
805,E01000823,Bromley 008E,242692.3417,1676,24.44,,240000,4.08,626,55789.71,5876.8487,2938.42435,7.985628781,2,2.421522105,-0.666033592,3.506472971,7,16,4,2,1,9,2,8,19,11.33651551,-0.282798613,23,91,54.29594272,2,
806,E01000824,Bromley 008F,168851.5442,1206,16.54,,198000,6.42,377,46708.46,2074.0177,1037.00885,6.944095742,2,1.2283084,-0.743182188,1.719749337,6,15,2,1,1,11,3,11,11,9.12106136,-0.511386931,25,86,71.31011609,1,
807,E01000825,Bromley 008G,174391.9738,1573,17.61,,228000,6.76,489,45457.04,273.867,273.867,5.612642587,1,0.157041058,-0.812446202,0.174104895,11,11,4,0,1,5,0,6,11,6.993006993,-0.730957427,38,87,55.30832804,1,
808,E01000826,Bromley 021A,513900.7602,1625,51.82,,569950,2.84,560,79998.37,14012.8647,14012.8647,9.547731094,1,2.726764735,-0.646297781,8.623301354,1,12,0,0,0,0,2,6,26,16,0.198374998,6,53,32.61538462,2,
809,E01000827,Bromley 021B,374749.2302,1692,37.42,,237500,5.07,579,55853.52,28390.4063,28390.4063,10.25380656,1,7.575841125,-0.332775205,16.77919994,6,9,3,2,0,5,1,57,9,5.319148936,-0.903664408,24,116,68.55791962,2,
811,E01000829,Bromley 018E,221568.3172,1733,22.29,,270000,4.1,576,56742.27,543.7422,543.7422,6.298475237,1,0.245406115,-0.806732858,0.313757761,6,14,2,0,0,4,1,5,4,2.30813618,-1.214337657,14,50,28.85170225,2,
813,E01000831,Bromley 021D,406739.6901,1640,40.57,,266250,4.32,643,60689.17,5990.9389,5990.9389,8.698003423,1,1.472917211,-0.727366726,3.653011524,5,3,0,4,0,7,0,6,13,7.926829268,-0.63460659,9,47,28.65853659,2,
816,E01000834,Bromley 027E,209871.9481,1328,21.07,,385000,2.47,297,63930.28,112.9132,112.9132,4.726619382,1,0.053800997,-0.819121306,0.085025,2,4,0,0,0,1,0,4,13,9.789156627,-0.442453537,2,26,19.57831325,2,
817,E01000835,Bromley 030B,334831.8646,1614,33.25,,310500,3.95,371,54013.44,15026.9733,15026.9733,9.617602085,1,4.487916142,-0.532428524,9.310392379,14,22,2,3,1,16,2,50,8,4.956629492,-0.941068797,43,161,99.75216853,1,
818,E01000836,Bromley 030C,212269.6798,1419,21.3,,367500,3.1,394,62576.47,53.8033,53.8033,3.985334804,1,0.025346672,-0.820961053,0.03791635,5,8,0,0,0,0,0,2,13,9.161381254,-0.507226765,11,39,27.48414376,2,
819,E01000837,Bromley 030D,484905.501,1512,47.89,,286000,4.41,384,50521.54,86981.7801,43490.89005,10.68030677,2,17.93788273,0.337194438,57.52763234,5,12,2,1,0,0,0,7,9,5.952380952,-0.838328169,21,57,37.6984127,1,
820,E01000838,Bromley 030E,544573.7717,1462,54,,362615.5,2.74,356,57760.61,19146.4297,19146.4297,9.859871539,1,3.515856014,-0.595278182,13.09605315,4,10,0,2,0,2,1,12,7,4.787961696,-0.95847177,13,51,34.88372093,2,
821,E01000839,Bromley 030F,268086.0765,1488,27.5,,413266,3.51,427,67254.46,1826.1054,608.7018,6.411328493,3,0.681163835,-0.778558445,1.227221371,2,9,0,2,0,0,0,1,10,6.720430108,-0.759081634,6,30,20.16129032,2,
822,E01000840,Bromley 030G,800436.596,1552,79.73,,455000,2.96,430,57299.36,338609.9815,84652.49537,11.34630987,4,42.30316095,1.91255935,218.1765345,5,7,0,0,1,1,0,4,13,8.37628866,-0.588231824,12,43,27.70618557,2,
823,E01000841,Bromley 030H,337534.4994,1559,34.15,,307500,3.33,419,59877.64,10260.6584,10260.6584,9.236072288,1,3.039884343,-0.626052675,6.58156408,5,6,1,1,0,4,1,11,13,8.33867864,-0.592112388,17,59,37.84477229,2,
825,E01000843,Camden 014A,84528.49402,1678,8.33,,675000,6.82,866,58871.31,2035.1193,1017.55965,6.92516254,2,2.407613342,-0.666932879,1.212824374,10,18,1,0,1,14,4,17,17,10.13110846,-0.407171293,43,125,74.49344458,2,
832,E01000850,Camden 026A,195651.3611,1694,19.53,,885000,3.13,931,58445.31,7165.2352,2388.411733,7.778383877,3,3.662246539,-0.585813136,4.229772845,29,98,18,2,4,30,53,991,78,46.04486423,3.298373688,88,1391,821.133412,2,
833,E01000851,Camden 026B,135560.3086,2383,13.35,,469000,3.93,871,49284.63,1451.5113,725.75565,6.587213388,2,1.070749481,-0.75336934,0.609110911,11,65,4,1,2,10,22,276,25,10.49097776,-0.370040343,52,468,196.3911037,2,
834,E01000852,Camden 026C,124332.6065,1587,12.46,,330000,4.18,615,43185.59,10450.5526,5225.2763,8.561262956,2,8.405319322,-0.279144344,6.585099307,16,41,8,3,3,24,30,311,56,35.28670447,2.18835765,44,536,337.7441714,2,
835,E01000853,Camden 025A,58450.80763,1631,5.86,,465000,13.37,519,38169.79,258.175,258.175,5.55363765,1,0.441696207,-0.794041498,0.158292459,20,17,2,3,0,11,9,184,12,7.357449418,-0.693354626,37,295,180.8706315,1,
836,E01000854,Camden 026D,190657.8294,1833,18.87,,580000,6.53,660,38713.47,678.4995,339.24975,5.826736562,2,0.355872876,-0.799590504,0.370157938,48,42,20,8,6,62,36,710,37,20.18548827,0.630229442,208,1177,642.1167485,2,
837,E01000855,Camden 028A,321740.8207,1764,32.05,,225000,4.49,1105,46662.74,34163.8346,11387.94487,9.340310607,3,10.61843335,-0.136052927,19.36725317,43,76,14,10,10,32,57,976,108,61.2244898,4.864592094,121,1447,820.2947846,2,
838,E01000856,Camden 019A,119914.1839,1645,11.87,,320000,11.92,497,35793.03,10867.9867,3622.662233,8.194964458,3,9.063136943,-0.236612394,6.606678845,16,21,14,1,3,17,16,152,12,7.294832827,-0.699815343,70,322,195.7446809,1,
839,E01000857,Camden 018A,75577.70045,1447,8.12,,690000,3,704,63234.3,900.4815,900.4815,6.80292962,1,1.191464539,-0.74556437,0.622309261,8,12,2,0,0,3,9,18,12,8.293020041,-0.596823396,25,89,61.50656531,2,
840,E01000858,Camden 018B,219061.8438,1861,21.79,,440000,9.73,534,36106.36,16109.2886,5369.762867,8.588539028,3,7.353762902,-0.347133926,8.656253949,15,31,53,1,3,37,23,309,36,19.34443847,0.543450775,138,646,347.1252015,1,
842,E01000860,Camden 018D,209615.9215,1307,20.59,,590000,4.51,670,59261.5,124268.5817,31067.14543,10.34390612,4,59.28394217,3.010471168,95.07925149,5,6,4,0,1,5,8,17,21,16.06732976,0.205322014,23,90,68.8599847,2,
843,E01000861,Camden 019B,112556.3904,1574,11.4,,390000,7.44,669,39869.35,9246.6555,4623.32775,8.438870017,2,8.215131512,-0.291441154,5.8746223,23,18,20,0,0,34,27,204,24,15.24777637,0.120761324,91,441,280.1778907,1,
844,E01000862,Camden 018E,169641.9676,1712,17,,632500,2.94,1010,82666.14,10250.5596,5125.2798,8.541940398,2,6.042466817,-0.431917273,5.987476402,10,49,39,1,2,19,20,165,34,19.85981308,0.596626606,65,404,235.9813084,2,
845,E01000863,Camden 021A,163270.0609,1481,16.14,,487500,6.5,740,53986.23,4199.8747,4199.8747,8.34280997,1,2.572348339,-0.656281749,2.83583707,58,61,189,10,17,121,113,913,25,16.88048616,0.289222669,407,1914,1292.37002,2,
847,E01000865,Camden 015B,108418.1301,1505,10.87,,435000,4.77,623,63375.73,5811.4927,5811.4927,8.667592736,1,5.360259113,-0.476026192,3.861456944,3,21,14,0,2,12,16,78,30,19.93355482,0.604235204,45,221,146.8438538,2,
848,E01000866,Camden 009A,141684.7949,2030,14.55,,429250,7.11,866,44223.24,4824.5268,2412.2634,7.788320756,2,3.405112598,-0.602438424,2.376614187,17,20,16,1,0,15,6,61,31,15.27093596,0.123150908,35,202,99.50738916,2,
851,E01000869,Camden 015E,114118.2588,2110,11.45,,406000,6.14,988,45709.46,2443.0552,1221.5276,7.107857486,2,2.140810091,-0.684183348,1.157846066,12,18,8,1,2,13,2,33,22,10.42654028,-0.376688936,51,162,76.77725118,2,
852,E01000870,Camden 009B,127709.6882,1693,12.67,,375000,7.43,698,41727.21,12392.1248,12392.1248,9.424816453,1,9.703355301,-0.195218344,7.319624808,15,20,1,2,3,12,6,54,17,10.04134672,-0.416432818,48,178,105.1388069,1,
853,E01000871,Camden 005A,302526.5567,1664,30.63,,650000,6.54,782,66218.33,101523.6939,33841.2313,10.4294352,3,33.55860557,1.347170128,61.01183528,5,25,0,1,2,3,1,25,32,19.23076923,0.531722498,37,131,78.72596154,2,
854,E01000872,Camden 005B,151501.5503,1902,14.69,,342475,5.51,861,42584.69,1658.8645,1658.8645,7.413888611,1,1.094948861,-0.751804701,0.872168507,21,38,5,1,0,17,10,35,51,26.81388013,1.314140207,48,226,118.8222923,2,
855,E01000873,Camden 005C,124206.5798,1639,12.2,,560000,4.18,908,71456.96,1095.7097,365.2365667,5.900545272,3,0.882167194,-0.765562343,0.668523307,6,18,2,0,0,8,3,14,22,13.42281879,-0.067535952,29,102,62.23306894,2,
856,E01000874,Camden 005D,85902.74053,1559,8.56,,615000,3.56,899,76040.72,705.5443,705.5443,6.558969562,1,0.82132921,-0.769495892,0.452562091,4,21,1,0,0,0,0,5,12,7.697241822,-0.65829519,15,58,37.20333547,2,
858,E01000876,Camden 013B,117427.6142,1748,11.68,,330000,9.66,633,37176.67,7759.4595,7759.4595,8.956667959,1,6.607866093,-0.395360737,4.439050057,11,33,4,3,1,4,12,26,26,14.87414188,0.082210096,32,152,86.95652174,1,
859,E01000877,Camden 005E,112385.5349,1574,11.05,,845000,5.23,870,72076.21,18.7744,18.7744,2.93249424,1,0.016705353,-0.821519768,0.011927827,7,25,0,0,0,9,4,10,17,10.80050826,-0.338103299,20,92,58.4498094,2,
