FID,LSOA11CD,LSOA11NM,area,Census_Population_All_Ages,Population_Density,,house_price,Unemployment_Rate,qualification4,Mean_Household_Income,sumarea,agvarea,lnavgarea,count,greenratio,greenratio_sta,greratepre,Arson_and_Criminal_Damage,Burglary,Drug_Offences,Miscellaneous_Crimes_Against_Society,Possession_of_Weapons,Public_Order_Offences,Robbery,Theft,Vehicle_Offences,Vehicle_rate,vechicle_sta,Violence_Against_the_Person,总计,sumrate,分组,14.0773702
4484,E01004597,Wandsworth 025C,138856.3483,1813,13.98,,450000,3.81,850,69295.95,10664.0073,5332.00365,8.581482366,2,7.679884593,-0.326048155,5.881967623,8,6,0,1,0,4,1,11,17,9.376723662,-0.485007953,27,75,41.36789851,2,
4485,E01004598,Wandsworth 025D,143013.1841,1760,14.26,,377500,2.57,1067,71004.31,19609.77,9804.885,9.19063601,2,13.71186169,0.063956218,11.14191477,14,23,1,2,0,4,1,4,26,14.77272727,0.071746239,23,98,55.68181818,2,
4487,E01004600,Wandsworth 018C,125916.5394,2062,12.33,,260000,7.29,663,38618.81,851.2337,851.2337,6.746686709,1,0.676030094,-0.778890373,0.412819447,22,34,21,6,7,33,32,321,51,24.73326867,1.099464822,113,640,310.3782735,1,
4488,E01004601,Wandsworth 018D,302448.5081,2241,30.41,,298500,4.12,949,50035.21,93906.6776,93906.6776,11.45005678,1,31.04881495,1.184896746,41.90391682,10,15,8,2,1,4,7,23,36,16.06425703,0.205004973,34,140,62.47211066,2,
4490,E01004604,Wandsworth 006A,376686.981,1686,37.52,,1062000,3.48,876,101850.18,186254.6458,11640.91536,9.362281357,16,49.44546936,2.374353464,110.4713202,1,11,0,0,0,0,0,7,18,10.67615658,-0.350933779,3,40,23.72479241,2,
4491,E01004605,Wandsworth 006B,193093.6979,1728,19.45,,750000,2.99,830,68309.91,47860.0543,6837.150614,8.830126347,7,24.78592249,0.779962276,27.69679068,7,8,1,3,1,2,2,11,25,14.46759259,0.040262752,20,80,46.2962963,2,
4492,E01004606,Wandsworth 006C,105676.4723,1633,10.58,,510000,2.07,1053,85923.01,92.3754,92.3754,4.525860709,1,0.087413402,-0.816948058,0.056567912,2,12,5,2,0,7,5,37,43,26.33190447,1.264410447,25,138,84.50704225,2,
4496,E01004610,Wandsworth 033C,285830.023,1978,28.64,,342500,4.73,596,45854.04,112587.8667,112587.8667,11.63148923,1,39.38979731,1.724192494,56.92005394,15,23,0,2,0,3,1,25,22,11.1223458,-0.304896427,31,122,61.67846309,2,
4497,E01004611,Wandsworth 032B,122968.1593,1602,12.27,,460000,6.12,645,48671.31,4725.5444,4725.5444,8.46073805,1,3.842900817,-0.574132727,2.949778027,5,9,6,0,1,8,7,16,17,10.61173533,-0.357580699,34,103,64.29463171,2,
4500,E01004614,Wandsworth 034A,143994.0926,2065,14.22,,249950,5.84,753,41825.87,6055.2774,3027.6387,8.015538288,2,4.205226263,-0.550706161,2.932337724,5,17,2,3,0,11,8,17,18,8.716707022,-0.553107802,26,107,51.81598063,1,
4501,E01004615,Wandsworth 034B,176459.6687,1798,17.77,,305000,9.99,422,33553.25,45909.0326,15303.01087,9.635804877,3,26.01672832,0.859541434,25.53338854,4,9,5,2,1,15,2,10,23,12.7919911,-0.132624115,55,126,70.07786429,1,
4503,E01004617,Wandsworth 034D,428568.1648,1680,43.14,,317500,7.35,601,38918.43,203309.4381,101654.719,11.52933724,2,47.43923016,2.244637775,121.0175227,22,20,13,6,5,35,7,139,40,23.80952381,1.004153762,142,429,255.3571429,1,
4505,E01004619,Wandsworth 015E,529049.4211,1437,52.27,,331000,4.29,693,88076.05,288622.9778,96207.65927,11.47426425,3,54.55501249,2.704716815,200.8510632,4,12,3,2,0,3,8,13,18,12.52609603,-0.160058899,11,74,51.49617258,2,
4507,E01004621,Wandsworth 019D,439846.1088,1686,43.84,,382000,2.99,782,70038.85,130515.3712,43505.12373,10.680634,3,29.67296257,1.095939438,77.41125219,14,24,3,1,1,4,7,8,18,10.67615658,-0.350933779,27,107,63.46381969,2,
4508,E01004622,Wandsworth 024D,204523.0175,2266,20.24,,260000,10.31,646,51488.75,16785.6283,8392.81415,9.03513116,2,8.207207434,-0.291953494,7.407602957,5,11,11,43,1,11,10,20,13,5.736981465,-0.86055287,85,210,92.67431598,1,
4509,E01004623,Wandsworth 019E,149394.7605,1733,14.9,,647500,3.83,818,72094.27,13288.9702,13288.9702,9.494689662,1,8.895204994,-0.247470226,7.668188229,6,14,3,1,0,3,2,7,31,17.8880554,0.393182643,21,88,50.77899596,2,
4510,E01004624,Wandsworth 024E,399696.2921,1592,40.19,,347500,4.71,687,61021.36,108806.2415,54403.12075,10.9041768,2,27.22222939,0.937484484,68.34562908,21,17,2,2,0,3,3,17,21,13.19095477,-0.091459446,21,107,67.21105528,2,
4511,E01004625,Wandsworth 027E,248019.9994,1397,24.88,,1250000,3.36,640,104445.2,55631.3193,27815.65965,10.23335444,2,22.43017476,0.627648714,39.82198948,3,11,0,1,1,0,2,5,27,19.32712956,0.541664859,3,53,37.93843951,2,
4512,E01004626,Wandsworth 027F,575459.9531,1869,57.81,,352250,2.6,929,79078.82,593.7941,296.89705,5.693385446,2,0.103185999,-0.815928263,0.317706849,27,18,2,3,5,27,4,45,23,12.30604601,-0.182763437,245,399,213.4831461,2,
4518,E01004632,Wandsworth 028A,279187.1222,1527,27.71,,295000,4.08,628,60568.87,93418.7204,46709.3602,10.75169986,2,33.46097042,1.340857416,61.17794394,5,5,1,1,0,0,0,11,6,3.929273084,-1.047070392,12,41,26.85003274,2,
4524,E01004638,Wandsworth 011B,269979.2829,1449,27.35,,950000,3.66,736,101478.59,4033.6864,2016.8432,7.609288796,2,1.494072566,-0.725998902,2.783772533,1,14,0,0,0,5,5,10,23,15.87301587,0.185272904,15,73,50.37957212,2,
4525,E01004639,Wandsworth 011C,224445.8747,1724,22.55,,332500,2.88,824,62911.43,7208.807,1802.20175,7.496764391,4,3.211824236,-0.614935704,4.181442575,6,17,3,2,0,11,11,64,10,5.800464037,-0.854002803,24,148,85.84686775,2,
4528,E01004642,Wandsworth 016B,222431.8007,1856,21.99,,374000,5.22,574,46287.1,17169.5137,3433.90274,8.141452718,5,7.71900135,-0.323519017,9.250815571,6,14,3,1,2,2,0,4,11,5.926724138,-0.840975413,32,75,40.40948276,2,
4529,E01004643,Wandsworth 016C,202268.6498,2013,20.21,,287500,5.36,740,44268.11,22.1806,22.1806,3.099218033,1,0.010965911,-0.821890858,0.011018679,15,7,4,1,0,10,1,13,11,5.464480874,-0.888669205,40,102,50.67064083,2,
4530,E01004644,Wandsworth 016D,392606.2238,1937,39.3,,361750,4.71,690,51611.06,13862.3123,6931.15615,8.843781911,2,3.530843746,-0.594309133,7.156588694,51,12,5,3,0,11,4,25,18,9.292720702,-0.493675294,93,222,114.610222,2,
4531,E01004645,Wandsworth 016E,159298.5246,2078,15.86,,220000,8.71,578,36620.14,701.1011,701.1011,6.552652099,1,0.440117761,-0.794143554,0.337392252,9,10,2,2,0,8,7,14,7,3.368623677,-1.10491763,59,118,56.78537055,1,
4533,E01004647,Westminster 001A,196197.7918,1480,19.51,,655000,4.98,608,79821.14,957.6585,957.6585,6.864491243,1,0.488108705,-0.791040645,0.647066554,6,18,2,2,1,6,12,53,22,14.86486486,0.081252903,19,141,95.27027027,2,
4536,E01004650,Westminster 002C,176549.6057,1996,17.59,,950000,4.39,1032,97381.58,2296.5949,2296.5949,7.739182827,1,1.300821314,-0.738493782,1.150598647,9,19,1,0,1,2,8,32,22,11.02204409,-0.315245456,18,112,56.11222445,2,
4540,E01004654,Westminster 014B,118467.9564,2274,11.82,,675000,3.81,1349,80465.77,451.2715,451.2715,6.112069154,1,0.380922837,-0.79797087,0.198448329,13,65,23,6,8,20,22,99,38,16.71064204,0.271698324,65,359,157.8715919,2,
4541,E01004656,Westminster 014D,152079.1621,2107,15.13,,620000,6.93,1058,58157.64,5223.2683,2611.63415,7.867731416,2,3.434571987,-0.600533694,2.479007262,15,55,14,2,0,31,3,49,30,14.23825344,0.01659977,42,241,114.380636,2,
4550,E01004666,Westminster 023B,87178.81492,1103,8.57,,375000,6.67,409,55551.06,3002.4004,1501.2002,7.3140202,2,3.443956428,-0.599926932,2.722031188,20,9,38,3,6,29,12,252,25,22.66545784,0.886110193,85,479,434.2701723,1,
4553,E01004669,Westminster 024B,74124.11506,1683,7.17,,320000,9.46,437,42416.29,3354.8967,3354.8967,8.118176259,1,4.526052955,-0.529962744,1.993402674,12,5,14,1,0,16,4,14,9,5.347593583,-0.900729518,40,115,68.33036245,1,
4554,E01004670,Westminster 009A,84203.68453,2709,8.31,,377500,18.56,358,28029.92,7960.9637,7960.9637,8.982305339,1,9.454412529,-0.211314023,2.938709376,18,9,14,5,3,19,7,16,13,4.798818752,-0.95735155,56,160,59.06238464,1,
4557,E01004676,Westminster 006A,81481.48182,1685,8.23,,405000,8.15,654,52724.13,2860.1583,2860.1583,7.958632252,1,3.510194263,-0.595644249,1.697423323,5,15,7,1,1,4,3,18,16,9.495548961,-0.472747679,33,103,61.12759644,2,
4559,E01004678,Westminster 005D,85607.65935,2000,8.68,,337500,10.32,676,50105.57,4409.8967,4409.8967,8.391606544,1,5.151287553,-0.489537487,2.20494835,10,18,6,1,3,16,2,10,12,6,-0.833414884,32,110,55,1,
4560,E01004679,Westminster 005E,78209.28148,2143,7.65,,307500,11.49,619,44537.69,3695.2761,3695.2761,8.214810553,1,4.724856219,-0.517108892,1.724347224,26,25,81,1,7,28,8,41,13,6.066262249,-0.826578012,84,314,146.5235651,1,
4562,E01004681,Westminster 016A,177183.6036,2126,17.58,,625000,4.11,1252,71706.57,10933.149,5466.5745,8.606407465,2,6.170519606,-0.423637874,5.142591251,10,53,4,2,1,8,12,104,24,11.28880527,-0.287721308,50,268,126.0583255,2,
4563,E01004682,Westminster 016B,90886.64705,1542,9.34,,712500,6.21,961,70449.53,2175.5687,1087.78435,6.9918982,2,2.393716536,-0.667831393,1.410874643,9,48,4,3,1,16,14,183,17,11.02464332,-0.31497727,43,338,219.1958495,2,
4564,E01004683,Westminster 015B,131277.0921,1662,12.99,,790000,3.46,862,107700.12,11.7254,11.7254,2.461757429,1,0.008931794,-0.822022376,0.007054994,9,25,3,1,1,5,11,37,36,21.66064982,0.782435118,23,151,90.8543923,2,
4568,E01004688,Westminster 019B,749831.5136,1950,74.79,,1250000,3.46,541,101546.15,550410.9813,275205.4907,12.52527334,2,73.40462108,3.923459802,282.2620417,1,24,1,2,0,8,1,138,44,22.56410256,0.875652458,35,254,130.2564103,2,
4569,E01004689,Westminster 019C,1922781.281,1173,192.39,,2410000,3.27,513,134918.2,1686311.149,337262.2298,12.72861604,5,87.70166245,4.847851353,1437.605413,19,19,134,6,15,54,60,504,85,72.46376812,6.024249459,127,1023,872.1227621,2,
4570,E01004690,Westminster 019D,233411.6348,1400,23.64,,2090000,2.71,634,136804.51,1817.3979,1817.3979,7.505161032,1,0.778623525,-0.772257077,1.298141357,21,26,11,1,3,15,6,51,33,23.57142857,0.979587336,30,197,140.7142857,2,
4571,E01004691,Westminster 019E,349845.1948,1508,34.88,,1521100,3.06,710,116031.36,118546.1223,118546.1223,11.68305738,1,33.88530814,1.368293456,78.61148694,17,20,23,6,4,25,29,145,86,57.02917772,4.431724039,64,419,277.8514589,2,
4572,E01004692,Westminster 019F,149106.8254,1570,15.11,,1735500,1.45,723,123535.51,6607.3816,6607.3816,8.795942727,1,4.431307273,-0.536088635,4.208523312,10,6,3,0,0,2,2,37,27,17.19745223,0.321926907,14,101,64.33121019,2,
4582,E01004702,Westminster 009E,166072.2117,2598,16.43,,295000,12.35,596,35880.68,26439.6574,3777.093914,8.236710187,7,15.92057884,0.20676335,10.17692741,17,15,18,4,1,24,14,83,26,10.00769823,-0.419904636,77,279,107.3903002,1,
4583,E01004703,Westminster 007B,207406.9094,2308,20.78,,797500,4.5,1178,93758.64,22152.4691,7384.156367,8.907091952,3,10.68068039,-0.132028273,9.598123527,7,28,2,1,2,10,9,47,52,22.53032929,0.872167766,40,198,85.78856153,2,
4585,E01004706,Westminster 006B,138633.6381,1600,13.95,,645000,3.72,1003,91258.39,72080.9167,72080.9167,11.18554461,1,51.99381454,2.539119634,45.05057294,5,13,1,1,0,4,3,23,18,11.25,-0.291725196,12,80,50,2,
4587,E01004708,Westminster 006D,81259.86786,1588,8.12,,440000,6.48,722,55389.64,876.6555,876.6555,6.776114099,1,1.078829591,-0.752846911,0.552050063,8,30,4,1,4,13,3,15,17,10.70528967,-0.347927856,28,123,77.4559194,2,
4589,E01004710,Westminster 002D,126738.5105,1648,12.85,,315000,11.16,391,40328.25,32034.5954,10678.19847,9.275959416,3,25.27613372,0.811657444,19.43846808,11,14,4,4,1,13,13,24,25,15.16990291,0.11272642,36,145,87.98543689,1,
4590,E01004711,Westminster 002E,82200.85495,1747,7.94,,352500,8.93,500,44460.59,11977.4533,5988.72665,8.697634089,2,14.57095952,0.11950217,6.856012192,5,8,6,0,2,4,8,6,17,9.730967373,-0.448457446,40,96,54.95134516,1,
4591,E01004712,Westminster 008C,99458.62745,1680,10.04,,813750,4.51,918,86062.75,5594.8348,2797.4174,7.936451913,2,5.625288568,-0.458890409,3.33025881,15,36,3,3,0,11,20,169,28,16.66666667,0.26716099,34,319,189.8809524,2,
4592,E01004713,Westminster 011A,178754.8848,1829,17.39,,825000,3.36,1119,115995.57,219.8336,219.8336,5.392870897,1,0.122980471,-0.814648428,0.12019333,6,41,3,1,1,9,9,100,63,34.44505194,2.101516793,31,264,144.34117,2,
4595,E01004716,Westminster 011C,179166.1039,1423,17.86,,650000,2.76,817,101929.94,332.8165,332.8165,5.807591287,1,0.18575863,-0.810589435,0.233883696,6,16,2,0,0,3,8,71,28,19.67673928,0.577737237,30,164,115.2494729,2,
4596,E01004717,Westminster 011D,98566.3831,1511,9.86,,680000,3.76,959,84277.28,5978.282,2989.141,8.002741334,2,6.065234223,-0.43044522,3.956506949,6,31,2,3,0,17,16,240,43,28.45797485,1.483776237,26,384,254.1363336,2,
4599,E01004720,Westminster 004C,118017.9909,2000,11.83,,498500,9.26,454,45057.69,2351.214,2351.214,7.762687069,1,1.992250488,-0.693788639,1.175607,12,14,8,4,1,12,4,22,26,13,-0.111161967,42,145,72.5,1,
4600,E01004721,Westminster 004D,119699.3436,1998,11.75,,277500,13.32,386,38735.91,14823.3669,2964.67338,7.994522147,5,12.38383307,-0.02190899,7.419102553,17,19,67,4,3,19,8,20,19,9.50950951,-0.471307244,77,253,126.6266266,1,
4604,E01004725,Westminster 003B,270656.4606,1615,27.29,,435000,6.34,524,49538.05,41279.5353,6879.92255,8.836362674,6,15.25163494,0.163512017,25.56008378,7,17,6,1,1,16,11,33,17,10.52631579,-0.366394201,28,137,84.82972136,2,
4606,E01004727,Westminster 008D,1131599.939,2026,113.14,,625000,3.32,1128,89437.93,804440.289,201110.0723,12.21160766,4,71.08875327,3.773724722,397.0583855,17,17,28,2,2,24,25,165,20,9.871668312,-0.433940065,49,349,172.260612,2,
4607,E01004728,Westminster 003D,75295.85052,1558,7.49,,482500,6.73,662,57541.23,2096.066,2096.066,7.647817533,1,2.783773588,-0.642611808,1.345356868,4,11,1,1,0,2,7,10,11,7.060333761,-0.724010719,5,52,33.37612323,2,
4609,E01004730,Westminster 001D,448568.6551,1671,45.02,,752500,5.47,753,89811.75,201518.7354,50379.68385,10.82734327,4,44.92483661,2.082066786,120.5976873,9,21,1,0,2,7,4,21,15,8.976660682,-0.526286047,18,98,58.64751646,2,
4610,E01004731,Westminster 020A,678684.9104,1781,67.5,,767500,2.77,1008,93052.3,153034.1488,21862.02126,9.992506221,7,22.54862993,0.635307568,85.92596788,34,82,17,7,7,47,32,509,10,5.614823133,-0.873157043,155,900,505.334082,2,
4612,E01004733,Westminster 020C,454836.7204,2046,45.16,,715000,5.61,1003,90193.23,69267.7176,6297.065236,8.747838968,11,15.22913927,0.162057534,33.85518944,42,23,34,5,105,58,26,417,16,7.820136852,-0.645615005,304,1030,503.4213099,2,
4613,E01004734,Westminster 018A,320307.6644,1972,32.51,,532500,8.21,867,58245.84,31040.4841,6208.09682,8.733609658,5,9.690834018,-0.196027922,15.7406106,158,193,168,32,26,373,334,3580,71,36.0040568,2.262373337,962,5897,2990.365112,2,
4614,E01004735,Westminster 018B,487141.526,1829,47.9,,650000,5.35,808,62299.84,24658.0941,2465.80941,7.810275394,10,5.061792679,-0.49532388,13.48173543,64,137,26,13,8,108,56,1491,80,43.7397485,3.060534179,282,2265,1238.381629,2,
4615,E01004736,Westminster 018C,1192057.408,1744,119.04,,728900,2.35,872,105736.88,363537.6282,36353.76282,10.50105299,10,30.49665443,1.149196177,208.4504749,131,99,127,11,39,196,176,2349,175,100.3440367,8.900907361,614,3917,2245.986239,2,
4616,E01004737,Westminster 024C,82237.01505,1301,8.07,,1019975,7.42,473,69828.33,7000.9271,2333.642367,7.755185574,3,8.513109451,-0.27217505,5.381189162,3,4,10,1,1,6,3,10,3,2.305918524,-1.214566473,18,59,45.34973098,2,
4617,E01004738,Westminster 024D,86012.10817,1351,9.2,,540000,4.41,762,90091.59,15924.72,5308.24,8.577015609,3,18.51450957,0.374476906,11.78735751,6,11,6,0,5,8,1,30,21,15.54404145,0.151329656,25,113,83.64174685,2,
4619,E01004740,Westminster 021A,48496.36934,1494,4.88,,384000,8.91,524,46577.62,10850.2538,2170.05076,7.682505838,5,22.37333216,0.623973491,7.262552744,12,14,3,2,3,15,2,34,14,9.3708166,-0.485617438,53,152,101.7402945,1,
4620,E01004741,Westminster 024F,56787.88404,1273,5.63,,457500,4.96,539,56026.82,3068.3091,1022.7697,6.930269618,3,5.403105173,-0.473255931,2.4102978,11,15,7,1,2,4,1,11,14,10.99764336,-0.317763099,25,91,71.48468185,2,
4622,E01004743,Westminster 021B,48257.30963,1396,4.9,,684000,8.2,540,56851.39,5842.8405,5842.8405,8.672972345,1,12.10767974,-0.039763999,4.185415831,5,8,4,1,0,7,1,30,6,4.297994269,-1.009026113,26,88,63.03724928,2,
4624,E01004745,Westminster 021C,202603.6412,2114,20.17,,550000,5.6,1055,70270.26,15844.9904,1584.49904,7.368023573,10,7.820683925,-0.316944613,7.49526509,13,15,11,0,0,13,4,63,10,4.730368969,-0.964414129,51,180,85.14664144,2,
4626,E01004747,Westminster 021E,107246.5996,2240,10.84,,610000,5.51,1104,66224.95,710.348,710.348,6.565754991,1,0.662350138,-0.779774866,0.317119643,39,13,11,4,3,25,7,65,11,4.910714286,-0.945806282,113,291,129.9107143,2,
4627,E01004748,Westminster 020E,88226.08415,1451,8.73,,978500,4.95,833,101260.25,2234.4975,2234.4975,7.71177165,1,2.532694862,-0.65884559,1.53997071,16,22,22,15,12,60,21,473,15,10.33769814,-0.385855579,98,754,519.6416265,2,
4629,E01004750,Westminster 023E,256575.7961,1769,25.65,,592500,5.55,735,59386.02,3176.9523,1588.47615,7.370530439,2,1.238212001,-0.742541859,1.79590294,30,53,23,1,7,60,22,362,15,8.479366874,-0.577596319,117,690,390.0508762,2,
4632,E01004753,Westminster 022E,59557.91101,1813,5.92,,451250,4.97,1008,76814.84,659.0309,659.0309,6.490770423,1,1.106537971,-0.751055394,0.363502978,12,12,3,2,1,5,2,20,24,13.23772752,-0.086633481,23,104,57.36348593,2,
4633,E01004754,Westminster 010A,83611.19071,1629,8.3,,340000,10.19,296,34651.07,19713.667,4928.41675,8.502773069,4,23.57778526,0.701848783,12.10169859,10,12,2,0,1,11,13,11,15,9.208103131,-0.502406049,46,121,74.27869859,1,
4634,E01004755,Westminster 010B,115444.7642,2207,11.5,,355000,8.72,728,47810.75,8314.3517,8314.3517,9.025738421,1,7.202017136,-0.356945222,3.767264024,20,20,41,2,3,17,10,39,16,7.249660172,-0.704476212,53,221,100.1359311,1,
4636,E01004757,Westminster 010C,122506.4055,1598,12.36,,497000,11.11,366,38025.76,27017.6786,13508.8393,9.511099513,2,22.05409463,0.603332823,16.9071831,6,13,10,1,3,10,8,21,4,2.503128911,-1.194218504,46,122,76.34543179,1,
4637,E01004760,Westminster 014E,70583.01662,1630,7.18,,532500,7.94,617,52437.45,1515.3724,1515.3724,7.323416496,1,2.146936292,-0.683787251,0.929676319,9,25,23,0,1,6,3,32,21,12.88343558,-0.123188965,35,155,95.09202454,2,
4638,E01004761,Westminster 018D,519263.7873,1945,52.01,,1553877.5,3.24,1032,107094.75,37268.5379,9317.134475,9.139610401,4,7.177187936,-0.358550582,19.16120201,59,135,21,8,5,91,72,801,276,141.9023136,13.18884832,259,1727,887.9177378,2,
4639,E01004762,Westminster 011E,298358.7375,2070,29.32,,973500,4.2,923,94889.43,4253.4081,1417.8027,7.256863558,3,1.42560199,-0.730425945,2.054786522,37,73,12,9,2,59,61,954,125,60.38647343,4.778126414,129,1461,705.7971014,2,
4640,E01004763,Westminster 013B,294389.6989,2127,29.37,,434000,5.37,1196,70037.73,6272.6999,3136.34995,8.050814966,2,2.130747075,-0.684833984,2.949083169,95,262,143,17,16,192,454,3935,89,41.84297132,2.864826629,636,5839,2745.181006,2,
4641,E01004765,Westminster 013D,263057.3358,2023,26.81,,1000000,6.69,1021,73775.64,6260.9956,6260.9956,8.742094493,1,2.380087816,-0.668712573,3.094906377,43,154,15,12,5,53,81,1075,113,55.85763717,4.310845671,159,1710,845.2792882,2,
4642,E01032512,Westminster 010F,164755.9473,2540,16.81,,432500,14.48,486,36805.04,26411.8194,5282.36388,8.572128981,5,16.03087465,0.213894652,10.39835409,31,11,14,1,5,40,39,126,15,5.905511811,-0.84316408,132,414,162.992126,1,
4644,E01032562,Bromley 040D,226896.1292,1507,23.01,,183000,8.73,231,31248.05,52799.1281,52799.1281,10.87424996,1,23.27017578,0.68195994,35.03591778,7,14,4,0,1,9,1,2,14,9.289980093,-0.493958067,35,87,57.73059058,1,
4645,E01032563,Bromley 040E,381430.837,1483,37.49,,370000,4.73,438,59632.1,3474.6017,3474.6017,8.153235133,1,0.910938855,-0.763702078,2.342954619,4,8,1,1,0,3,0,9,28,18.88064734,0.495597275,7,61,41.13283884,2,
4646,E01032564,Lewisham 037E,152984.7083,1312,15.25,,165150,13.13,176,32397.31,42002.3364,42002.3364,10.64548052,1,27.45525149,0.952550794,32.01397591,13,11,2,1,1,4,0,5,12,9.146341463,-0.508778555,50,99,75.45731707,1,
4647,E01032565,Lewisham 038E,215972.8252,1392,21.63,,181500,9.79,188,31030.26,36112.0697,36112.0697,10.49438243,1,16.7206544,0.25849315,25.94257881,6,13,2,2,0,5,2,7,13,9.33908046,-0.488891941,35,85,61.06321839,1,
4648,E01032566,Bexley 029D,558326.1867,1684,55.37,,170000,9.16,258,34802.15,283641.7239,141820.862,11.86232,2,50.80215306,2.462071399,168.4333277,14,22,2,0,0,7,2,13,12,7.125890736,-0.717246617,51,123,73.04038005,1,
4649,E01032567,Greenwich 033D,415277.7591,1651,41.29,,180900,9.33,292,40365.14,29924.7973,7481.199325,8.920148396,4,7.205971579,-0.356689543,18.12525578,4,8,5,3,0,8,6,11,10,6.056935191,-0.827540368,41,96,58.14657783,1,
4650,E01032568,Bromley 041E,366722.4783,1488,36.77,,235000,7.31,281,37681.98,12814.2251,6407.11255,8.765163988,2,3.494256791,-0.596674705,8.611710417,19,13,6,2,2,15,7,179,25,16.80107527,0.281029133,58,326,219.0860215,1,
4651,E01032569,Croydon 045E,316134.637,1731,31.29,,225000,11.81,206,27306.02,56373.9807,28186.99035,10.24661582,2,17.83226958,0.3303659,32.56729099,15,11,13,1,0,11,6,13,14,8.087810514,-0.617996708,73,157,90.69901791,1,
4652,E01032570,Bromley 042D,460778.3586,1548,45.5,,270000,4.54,335,46539.55,16663.4664,16663.4664,9.720973961,1,3.616373489,-0.58877911,10.76451318,12,8,6,0,3,8,2,64,18,11.62790698,-0.252733137,38,159,102.7131783,1,
4653,E01032572,Ealing 040D,224961.6337,1575,22.45,,490000,4.1,815,64900.92,50068.6675,12517.16688,9.434856332,4,22.25653622,0.616421916,31.78963016,8,9,4,1,0,8,7,33,40,25.3968254,1.167929934,21,131,83.17460317,2,
4654,E01032573,Hounslow 029E,223526.3158,1614,23.12,,315500,3.6,887,65629.45,32745.93,16372.965,9.703386778,2,14.6496979,0.12459309,20.2886803,13,42,6,5,4,30,12,176,82,50.80545229,3.789566347,58,428,265.1796778,2,
4655,E01032574,Enfield 037E,368264.4001,2059,36.44,,212750,10.44,327,29765.44,30669.858,30669.858,10.33103563,1,8.328216899,-0.284129489,14.89551141,27,31,2,8,5,36,12,92,73,35.45410393,2.205629757,100,386,187.4696455,1,
4657,E01032576,Harrow 032E,223415.3626,1667,22.63,,318000,4.62,478,45384.91,13078.3099,4359.436633,8.380098115,3,5.853809579,-0.444115122,7.845416857,2,20,1,4,0,3,0,3,8,4.799040192,-0.957328702,19,60,35.99280144,1,
4658,E01032577,Hillingdon 033E,360994.0782,1683,36.09,,280625,4.94,349,45091.35,121339.8492,30334.9623,10.3200562,4,33.61269797,1.350667533,72.09735544,3,12,3,0,0,4,1,2,10,5.941770648,-0.83942293,20,55,32.67973856,1,
4659,E01032579,Lewisham 039E,173877.7758,1460,17.48,,151000,11.27,457,31011.61,8178.6538,4089.3269,8.316135663,2,4.703679791,-0.518478078,5.601817671,25,20,12,5,0,20,12,69,27,18.49315068,0.455615763,78,268,183.5616438,1,
4660,E01032580,Barking and Dagenham 023F,129519.9112,1354,12.79,,176500,10.61,221,32535.19,29.8317,29.8317,3.395571587,1,0.02303252,-0.821110677,0.022032275,13,38,4,1,0,12,13,40,17,12.55539143,-0.157036229,41,179,132.2008863,1,
4661,E01032581,Redbridge 034G,287842.8946,1652,28.93,,172497.5,9.88,323,33684.49,14243.3972,14243.3972,9.564048724,1,4.948323361,-0.502660369,8.621911138,8,16,3,5,3,2,6,23,25,15.13317191,0.108936553,45,136,82.32445521,1,
4662,E01032582,Lambeth 036E,315063.6097,1893,31.78,,453750,8.71,815,41793.5,9409.7504,2352.4376,7.763207346,4,2.986619244,-0.62949659,4.970813735,42,48,84,12,11,50,45,557,40,21.13048072,0.727732807,183,1072,566.2968833,2,
4663,E01032583,Southwark 034D,153227.1186,1587,15.2,,385000,6.55,577,42218.88,4027.8166,4027.8166,8.300979722,1,2.628657796,-0.652640997,2.538006679,20,32,13,3,3,17,15,151,32,20.16383113,0.62799488,60,346,218.0214241,1,
4667,E01032638,Southwark 003G,41317.14343,1159,4.06,,611500,1.66,865,94019.59,515.4831,515.4831,6.245104519,1,1.247625216,-0.741933237,0.444765401,4,15,0,1,0,0,2,8,6,5.176876618,-0.918343922,8,44,37.96376186,2,
4669,E01032640,Southwark 003H,44701.19022,1248,4.42,,480000,2.94,948,90027.12,18.5208,18.5208,2.918894425,1,0.041432454,-0.819921009,0.014840385,4,4,4,0,0,8,5,111,19,15.22435897,0.118345141,24,179,143.4294872,2,
4670,E01032646,Southwark 003I,121257.9936,1569,12.29,,471250,3.08,965,67961.97,2881.9952,2881.9952,7.966238111,1,2.376746568,-0.668928605,1.836835692,10,25,11,3,2,4,8,144,24,15.29636711,0.125774868,39,270,172.08413,2,
4672,E01032720,Southwark 009F,165731.4418,1732,17,,220000,7.17,518,34001.41,1181.5168,1181.5168,7.074554316,1,0.71291047,-0.77650583,0.682169053,32,27,58,9,13,33,37,324,23,13.27944573,-0.082329039,136,692,399.5381062,1,
4673,E01032722,Southwark 012F,197503.1785,2133,19.65,,230000,9.13,674,35532.62,16271.0223,8135.51115,9.003993851,2,8.238359718,-0.289939308,7.628233615,33,21,30,3,5,23,26,110,28,13.1270511,-0.098052963,110,389,182.3722457,1,
