LSOA11CD,LSOA11NM,sumarea,agvarea,count,Green_rate, Per_capita_green_area,Theft,Violence_Against_the_Person,sum
E01001162,Croydon 001D,29303.4389,29303.4389,1,0.0933031,16.99735435,12,51,136
E01001164,Croydon 001E,750.0553,750.0553,1,0.003999527,0.394143615,74,61,247
E01001165,Croydon 024C,7503.4637,3751.73185,2,0.040312386,4.531077114,7,36,101
E01001167,Croydon 028A,152150.5792,76075.2896,2,0.267126132,69.38010907,75,61,227
E01001168,Croydon 024E,5410.5279,2705.26395,2,0.024132497,3.114869257,12,53,137
E01001169,Croydon 028B,13013.0623,4337.687433,3,0.057076589,7.745870417,8,18,61
E01001172,Croydon 028D,76366.5581,19091.63953,4,0.109714863,43.6879623,75,112,346
E01001173,Croydon 028E,493887.9015,82314.65025,6,0.482681788,192.8496296,12,67,167
E01001177,Croydon 016C,6192.4593,3096.22965,2,0.021207097,3.829597588,88,41,208
E01001184,Croydon 011F,8637.0931,8637.0931,1,0.046401254,6.4025894,7,20,69
E01001185,Croydon 014B,21658.1098,10829.0549,2,0.109167836,13.23845342,13,19,88
E01001186,Croydon 014C,15464.0632,15464.0632,1,0.086455009,8.861927335,21,43,150
E01001188,Croydon 014D,999.5233,999.5233,1,0.005299461,0.545293672,4,42,124
E01001189,Croydon 045B,7070.6679,3535.33395,2,0.059776002,5.838701817,0,15,41
E01001190,Croydon 045C,106390.4752,53195.2376,2,0.424620465,67.0810058,10,38,102
E01001192,Croydon 008E,59524.9868,29762.4934,2,0.318081374,36.2074129,12,39,108
E01001193,Croydon 014E,26918.4921,26918.4921,1,0.148380283,14.89678589,11,41,103
E01001194,Croydon 045D,373081.2909,186540.6455,2,0.686918023,237.3290655,12,36,90
E01001195,Ealing 021A,90114.8963,90114.8963,1,0.218309053,49.16251844,8,34,97
E01001196,Ealing 015A,3155.0593,1577.52965,2,0.013678463,1.786556795,24,51,160
E01001197,Ealing 021B,21611.4836,21611.4836,1,0.053466135,12.328285,14,41,107
E01001202,Ealing 025C,4785.2727,1595.0909,3,0.029596194,2.257204104,121,93,359
E01001205,Ealing 018B,28168.7067,14084.35335,2,0.113850208,18.06844561,10,27,86
E01001206,Ealing 018C,9155.9242,4577.9621,2,0.059471929,5.341846091,12,29,98
E01001210,Ealing 016A,78471.5551,11210.22216,7,0.342487678,46.73707868,36,47,148
E01001214,Ealing 023B,25986.8777,12993.43885,2,0.111153408,14.85813476,3,24,73
E01001215,Ealing 023C,1855.2681,1855.2681,1,0.010662587,1.051143399,25,74,215
E01001217,Ealing 014A,11804.2318,5902.1159,2,0.063254404,7.670066147,5,23,61
E01001218,Ealing 012A,129136.8197,25827.36394,5,0.468859111,67.68177133,21,38,111
E01001219,Ealing 029A,36371.8005,12123.9335,3,0.221208906,17.77702859,10,40,111
E01001220,Ealing 029B,149123.3404,10651.66717,14,0.158876025,98.82262452,14,57,143
E01001233,Ealing 031D,9987.5588,3329.186267,3,0.058330107,7.013735112,45,43,169
E01001239,Ealing 015C,1805.9976,902.9988,2,0.004352734,1.171204669,15,24,96
E01001240,Ealing 024A,6061.3584,6061.3584,1,0.031038074,3.753163096,15,47,131
E01001241,Ealing 024B,44382.2682,44382.2682,1,0.12525119,29.56846649,57,23,165
E01001243,Ealing 024D,28808.0861,14404.04305,2,0.131167568,16.53736286,33,55,187
E01001244,Ealing 024E,54967.6885,27483.84425,2,0.259625915,21.64934561,17,53,128
E01001246,Ealing 015D,61881.039,15470.25975,4,0.06126781,45.50076397,40,55,245
E01001247,Ealing 015E,10951.5247,10951.5247,1,0.009588397,5.046785576,283,110,764
E01001248,Ealing 035A,341263.6098,31023.96453,11,0.511735084,214.3615639,17,22,94
E01001250,Ealing 028B,90297.9767,45148.98835,2,0.365624388,44.2420268,30,52,149
E01001252,Ealing 030B,4427.9625,1475.9875,3,0.022544083,2.284810372,86,56,245
E01001253,Ealing 030C,2871.3358,2871.3358,1,0.017653865,1.741258824,9,16,62
E01001257,Ealing 008A,9432.7208,3144.240267,3,0.056799712,5.290365003,12,51,166
E01001258,Ealing 010B,9034.4844,2258.6211,4,0.043831655,5.345848757,8,15,65
E01001259,Ealing 014B,97091.4725,48545.73625,2,0.371946632,66.63793583,14,29,98
E01001260,Ealing 012B,39156.4465,19578.22325,2,0.146924204,20.61950843,4,25,100
E01001261,Ealing 012C,44247.1797,8849.43594,5,0.102250239,20.3155095,126,119,408
E01001262,Ealing 010C,106043.4438,26510.86095,4,0.410383897,66.61020339,10,46,97
E01001263,Ealing 010D,107753.5976,21550.71952,5,0.328733819,64.44593158,10,40,115
E01001264,Ealing 010E,94395.6762,23598.91905,4,0.306993173,57.03666236,6,26,81
E01001265,Ealing 006A,41704.9637,8340.99274,5,0.083710705,24.6483237,21,32,104
E01001266,Ealing 006B,189727.6387,31621.27312,6,0.25787422,103.5631216,93,40,229
E01001267,Ealing 006C,15743.9656,2249.137943,7,0.041072145,8.061426318,88,42,214
E01001268,Ealing 012D,33982.8544,6796.57088,5,0.112691109,19.57537696,10,20,74
E01001269,Ealing 001A,4111.9178,2055.9589,2,0.0142798,2.073584367,34,32,118
E01001270,Ealing 004A,11803.4791,5901.73955,2,0.041703108,6.858500349,6,17,73
E01001271,Ealing 001B,8736.2959,8736.2959,1,0.025597518,4.842736086,9,47,124
E01001272,Ealing 006D,29905.876,14952.938,2,0.054302629,18.3697027,45,65,191
E01001276,Ealing 011A,2426.3402,2426.3402,1,0.006751837,1.357013535,16,34,152
E01001277,Ealing 011B,54805.4603,9134.243383,6,0.099845541,29.72096546,33,46,191
E01001278,Ealing 011C,2876.5679,575.31358,5,0.006356747,1.466140622,31,42,210
E01001282,Ealing 016B,2635.2811,2635.2811,1,0.017709965,1.692537636,4,22,58
E01001283,Ealing 016C,17174.28,17174.28,1,0.066401768,10.76757367,17,73,154
E01001284,Ealing 022A,37136.6426,12378.88087,3,0.078353015,24.13037206,4,26,83
E01001285,Ealing 016D,2660.631,1330.3155,2,0.012298798,1.57433787,22,38,116
E01001286,Ealing 016E,47362.5217,23681.26085,2,0.226021998,28.29302372,6,40,91
E01001289,Ealing 022C,61.7032,61.7032,1,0.000511501,0.044615474,4,19,48
E01001292,Ealing 014D,21093.5102,10546.7551,2,0.112425683,12.34983033,3,21,62
E01001293,Ealing 014E,7473.7519,7473.7519,1,0.05180829,4.676941114,6,18,67
E01001294,Ealing 017A,65534.5526,16383.63815,4,0.220478149,34.60113654,6,25,74
E01001295,Ealing 017B,14101.309,14101.309,1,0.087158387,7.722513143,4,26,53
E01001296,Ealing 017C,26398.7552,26398.7552,1,0.166958604,17.82495287,3,28,61
E01001297,Ealing 017D,95424.3924,23856.0981,4,0.379227445,52.60440595,10,39,116
E01001307,Ealing 002A,327239.2852,54539.88087,6,0.566761086,178.5266149,16,33,96
E01001308,Ealing 002B,358947.3753,35894.73753,10,0.323376057,175.7822602,8,18,80
E01001309,Ealing 001C,11422.257,2855.56425,4,0.034029314,6.241670492,7,38,98
E01001310,Ealing 001D,8582.1426,8582.1426,1,0.036735764,4.765209661,75,11,135
E01001311,Ealing 001E,84663.1181,42331.55905,2,0.263835958,40.66432185,11,29,80
E01001312,Ealing 002C,12534.2381,6267.11905,2,0.060119003,6.815790158,51,30,114
E01001313,Ealing 002D,8250.7675,2750.255833,3,0.047875786,4.850539389,5,17,58
E01001314,Ealing 002E,108888.2214,27222.05535,4,0.375461803,68.69919331,6,11,46
E01001315,Ealing 003A,21568.0454,10784.0227,2,0.12973935,14.76252252,5,16,51
E01001316,Ealing 003B,26869.429,13434.7145,2,0.150114315,16.9737391,11,54,118
E01001317,Ealing 003C,18688.6079,6229.535967,3,0.055222936,10.03684635,10,51,119
E01001318,Ealing 003D,69654.0175,23218.00583,3,0.274352563,38.91285894,31,56,156
E01001319,Ealing 004B,70.544,70.544,1,0.000503819,0.047092123,4,18,51
E01001320,Ealing 003E,312230.4985,62446.0997,5,0.674810152,201.6992884,8,48,110
E01001321,Ealing 003F,39311.0855,9827.771375,4,0.11717627,19.45130406,7,39,105
E01001322,Ealing 004C,58448.9983,19482.99943,3,0.106938521,34.54432524,49,55,213
E01001323,Ealing 004D,87543.7794,12506.2542,7,0.258941134,50.66190938,52,78,283
E01001324,Ealing 008B,122748.7851,40916.2617,3,0.385593208,79.03978435,13,57,145
E01001325,Ealing 009A,68289.3029,22763.10097,3,0.072378679,38.8448822,8,25,76
E01001326,Ealing 008C,26178.4123,8726.137433,3,0.035654401,15.22886114,26,73,205
E01001327,Ealing 009B,1962.7855,1962.7855,1,0.007031574,1.088622019,102,54,263
E01001328,Ealing 009C,151681.3159,37920.32898,4,0.397655946,87.67706121,60,46,199
E01001329,Ealing 009D,1467.2355,733.61775,2,0.00482643,0.822902692,6,27,92
E01001330,Ealing 008D,157230.1775,78615.08875,2,0.524905644,98.39185075,9,63,149
E01001331,Ealing 009E,8525.3629,4262.68145,2,0.059783317,5.092809379,8,37,107
E01001333,Ealing 038A,59952.6337,19984.21123,3,0.21613344,31.50427415,23,83,214
E01001334,Ealing 029C,19437.7043,3239.617383,6,0.12350605,11.97640437,15,18,76
E01001335,Ealing 038B,77160.855,12860.1425,6,0.157084323,43.32445536,7,41,109
E01001336,Ealing 038C,21936.8508,4387.37016,5,0.087604629,13.95473969,12,28,91
E01001337,Ealing 029D,275694.8416,14510.25482,19,0.225612822,187.5475113,42,202,362
E01001338,Ealing 029E,100.4648,100.4648,1,0.000182833,0.05144127,25,39,184
E01001339,Ealing 029F,123224.9567,13691.66186,9,0.1694644,66.93370815,23,40,120
E01001340,Ealing 029G,11921.4364,2384.28728,5,0.099318386,6.310977448,15,233,346
E01001342,Ealing 005B,11421.6369,11421.6369,1,0.06121603,6.117641618,13,25,75
E01001343,Ealing 005C,9724.6924,4862.3462,2,0.033745077,6.465885904,7,27,84
E01001344,Ealing 007A,50384.9647,16794.98823,3,0.104020395,23.3155783,17,50,140
E01001347,Ealing 007C,1891.2062,630.4020667,3,0.002804439,1.232859322,87,49,224
E01001348,Ealing 007D,88038.7817,29346.26057,3,0.213560356,55.05865022,124,47,258
E01001349,Ealing 006E,197017.2508,39403.45016,5,0.290925517,140.3256772,9,51,119
E01001351,Ealing 025E,7793.6879,2597.895967,3,0.038575112,3.908569659,81,146,427
E01001353,Ealing 033A,8077.4934,4038.7467,2,0.041328692,4.845526935,16,31,104
E01001355,Ealing 033B,308.2812,308.2812,1,0.002128374,0.185265144,49,53,176
E01001357,Ealing 033D,16794.1686,8397.0843,2,0.149853814,14.7188156,11,23,70
E01001358,Ealing 033E,10987.3989,5493.69945,2,0.041989508,6.858551124,33,40,139
E01001361,Ealing 023E,101463.4426,101463.4426,1,0.263216145,56.30601698,264,195,700
E01001362,Ealing 026C,1480.6759,1480.6759,1,0.00600483,0.765207183,37,57,173
E01001363,Ealing 026D,6231.6814,6231.6814,1,0.046870587,3.69832724,11,32,87
E01001364,Ealing 026E,5424.2338,2712.1169,2,0.045569068,3.236416348,17,58,151
E01001365,Ealing 026F,26326.1924,26326.1924,1,0.056813094,11.87469211,13,40,110
E01001366,Ealing 037A,2224.6076,2224.6076,1,0.013150836,1.156842226,7,33,89
E01001369,Ealing 038D,4217.1959,2108.59795,2,0.027544958,2.284504821,22,47,142
E01001370,Ealing 037D,55929.1613,27964.58065,2,0.124565641,28.24705116,20,65,169
E01001371,Ealing 037E,56259.0843,28129.54215,2,0.279711193,27.03463926,15,78,164
E01001372,Ealing 037F,4860.8605,4860.8605,1,0.037877707,2.757152864,10,43,103
E01001373,Ealing 037G,463.6346,463.6346,1,0.003075665,0.309295931,6,52,113
E01001376,Ealing 040B,48523.0738,48523.0738,1,0.312860734,30.73025573,8,28,91
E01001388,Ealing 028E,13039.0999,13039.0999,1,0.073983629,7.950670671,25,55,192
E01001395,Enfield 035B,103369.8421,51684.92105,2,0.428731741,65.01247931,6,21,119
E01001397,Enfield 035C,26588.0001,13294.00005,2,0.087460118,13.81912687,8,46,127
E01001403,Enfield 021E,69294.6194,13858.92388,5,0.186191949,43.25506829,8,25,78
E01001404,Enfield 026A,304482.3141,101494.1047,3,0.584803548,206.7089709,5,15,87
E01001407,Enfield 005A,339438.656,84859.664,4,0.329155721,207.3540965,19,23,110
E01001411,Enfield 004B,700.451,700.451,1,0.00380068,0.380679891,37,43,150
E01001414,Enfield 004E,195805.994,39161.1988,5,0.499655571,125.2757479,7,24,63
E01001415,Enfield 011A,406900.0269,203450.0134,2,0.374872529,264.0493361,117,32,312
E01001418,Enfield 011C,117291.6161,117291.6161,1,0.186927402,71.08582794,9,31,117
E01001419,Enfield 020A,21157.5084,7052.5028,3,0.031716816,10.87230647,31,32,164
E01001420,Enfield 020B,84107.1571,16821.43142,5,0.2367887,53.57143764,6,20,114
E01001423,Enfield 027A,12506.2798,12506.2798,1,0.06496929,6.92868687,12,40,117
E01001425,Enfield 027B,206650.4471,103325.2236,2,0.514163441,110.9830543,46,75,307
E01001426,Enfield 030B,151612.8862,30322.57724,5,0.492806035,83.25803745,21,41,164
E01001427,Enfield 030C,161516.196,20189.5245,8,0.119008588,87.7805413,35,69,282
E01001428,Enfield 027C,3908.35,3908.35,1,0.024592244,2.330560525,19,46,175
E01001429,Enfield 030D,16773.8022,5591.2674,3,0.068739763,7.006600752,372,185,818
E01001431,Enfield 033A,8074.3441,4037.17205,2,0.0605467,5.212617237,12,69,174
E01001432,Enfield 033B,16699.3299,16699.3299,1,0.107432245,8.756858888,32,75,216
E01001433,Enfield 007A,53920.3605,17973.4535,3,0.159563296,29.51305993,34,52,149
E01001434,Enfield 007B,1256.4644,1256.4644,1,0.007045814,0.799277608,10,26,88
E01001436,Enfield 007D,6034.7815,3017.39075,2,0.030948717,3.199778102,15,42,136
E01001437,Enfield 014A,267783.8278,53556.76556,5,0.101799726,112.8461137,65,82,282
E01001439,Enfield 006A,15372.4344,7686.2172,2,0.073457653,7.40840212,79,84,321
E01001440,Enfield 012A,64878.5621,32439.28105,2,0.206292206,39.53599153,12,30,126
E01001441,Enfield 006B,118580.6481,59290.32405,2,0.353789501,78.32275304,36,52,174
E01001442,Enfield 002A,4521.3923,2260.69615,2,0.039255706,2.684912292,18,56,183
E01001444,Enfield 001A,15450.6848,15450.6848,1,0.044311653,9.21878568,13,28,80
E01001445,Enfield 003B,603835.4769,86262.21099,7,0.424260646,264.3763034,35,89,346
E01001448,Enfield 003D,1446.86,1446.86,1,0.009193673,0.790202075,12,28,98
E01001449,Enfield 003E,30454.7125,15227.35625,2,0.130218178,18.62673547,4,32,78
E01001450,Enfield 015C,8417.0653,4208.53265,2,0.023424543,4.481930405,261,77,495
E01001458,Enfield 037A,12993.8512,4331.283733,3,0.080197479,7.446333066,13,45,164
E01001459,Enfield 024A,47417.5226,11854.38065,4,0.213739014,28.30896872,3,31,97
E01001461,Enfield 027D,19184.4605,9592.23025,2,0.066014152,11.17975554,30,62,174
E01001462,Enfield 024C,1929.5175,1929.5175,1,0.017607336,1.441013816,15,35,98
E01001463,Enfield 031A,65606.0386,65606.0386,1,0.256072761,41.7075897,6,18,75
E01001464,Enfield 027E,3356.2005,3356.2005,1,0.016446731,2.523459023,7,18,81
E01001465,Enfield 031B,34.6184,34.6184,1,0.000150061,0.023002259,7,54,151
E01001466,Enfield 031C,78.6658,78.6658,1,0.000795805,0.043824958,12,37,117
E01001473,Enfield 013C,46308.4227,15436.1409,3,0.055199461,30.18802001,16,28,87
E01001476,Enfield 018A,856.6635,856.6635,1,0.004263349,0.514203782,9,30,110
E01001477,Enfield 018B,37555.6464,6259.2744,6,0.033199365,20.30034941,12,38,113
E01001478,Enfield 016B,110769.4216,55384.7108,2,0.353055453,72.02173056,4,18,67
E01001479,Enfield 023A,88288.8285,88288.8285,1,0.36031484,51.03400491,45,38,181
E01001483,Enfield 025A,24692.3711,12346.18555,2,0.021538092,21.47162704,20,50,163
E01001484,Enfield 016C,538.0931,538.0931,1,0.001630617,0.392482203,15,39,142
E01001486,Enfield 025C,19143.6263,6381.208767,3,0.108027466,9.090040978,13,57,161
E01001487,Enfield 023C,1618.8468,1618.8468,1,0.012458479,0.830603797,12,54,155
E01001488,Enfield 024E,2086.8896,2086.8896,1,0.015825527,1.108279129,8,47,127
E01001496,Enfield 026D,50364.2313,50364.2313,1,0.194960956,29.53913859,11,22,81
E01001497,Enfield 031E,54099.612,54099.612,1,0.263360534,36.65285366,4,15,77
E01001499,Enfield 031F,6142.8623,6142.8623,1,0.029588081,3.722946848,7,17,118
E01001501,Enfield 036E,55.199,55.199,1,0.000181327,0.029837297,56,43,234
E01001502,Enfield 018D,6829.5423,3414.77115,2,0.02441105,3.648259776,60,50,185
E01001504,Enfield 012B,5925.4907,5925.4907,1,0.033079894,3.825365203,5,35,94
E01001506,Enfield 014B,45474.3611,22737.18055,2,0.023338041,27.81306489,117,63,323
E01001507,Enfield 012D,52858.5616,52858.5616,1,0.196150274,28.26661048,173,115,465
E01001509,Enfield 014C,0.0086,0.0086,1,5.82E-08,4.95E-06,9,40,133
E01001511,Enfield 016D,18564.4697,18564.4697,1,0.047943376,10.60220999,112,37,247
E01001512,Enfield 015D,4488.5936,4488.5936,1,0.023337154,2.521681798,50,40,178
E01001513,Enfield 012F,224557.5919,74852.53063,3,0.236215604,126.868696,274,100,606
E01001514,Enfield 016E,2444.8405,2444.8405,1,0.017906497,1.382828337,8,24,79
E01001516,Enfield 005D,17.9706,17.9706,1,5.53E-05,0.009798582,32,57,185
E01001517,Enfield 006C,32662.1395,32662.1395,1,0.17974258,17.28155529,13,54,137
E01001518,Enfield 016F,233822.3311,116911.1656,2,0.418494745,132.3272955,31,35,152
E01001520,Enfield 019A,9840.9899,4920.49495,2,0.028121213,5.857732083,14,27,125
E01001523,Enfield 019C,238545.5474,119272.7737,2,0.460481213,137.1739778,5,24,84
E01001524,Enfield 019D,897.0993,897.0993,1,0.003500043,0.585956434,5,22,72
E01001526,Enfield 019E,14690.9616,7345.4808,2,0.051412845,9.074096109,1,23,76
E01001527,Enfield 036F,153179.937,153179.937,1,0.395955614,98.00379846,15,27,123
E01001528,Enfield 032B,5819.7578,5819.7578,1,0.02884446,4.027514048,22,27,94
E01001529,Enfield 032C,5498.2442,5498.2442,1,0.032772446,3.556432212,17,35,131
E01001538,Enfield 009A,32163.8346,16081.9173,2,0.124831944,19.37580398,6,4,65
E01001540,Enfield 008C,326.955,326.955,1,0.001246546,0.185453772,21,33,116
E01001542,Enfield 008E,4942.8804,4942.8804,1,0.026821423,3.146327435,30,38,123
E01001543,Enfield 009C,3484.8136,1742.4068,2,0.016679467,2.08421866,6,17,63
E01001544,Enfield 009D,168.2513,168.2513,1,0.000555624,0.105354602,14,27,105
E01001545,Enfield 002B,75405.9163,25135.30543,3,0.220804161,40.91476739,9,46,108
E01001546,Enfield 001C,14379.2733,7189.63665,2,0.05962794,8.064651318,11,43,105
E01001547,Enfield 002C,15096.9512,7548.4756,2,0.059649357,8.587571786,38,30,156
E01001548,Enfield 002D,88787.8125,17757.5625,5,0.298706568,48.81133178,17,36,151
E01001549,Enfield 006D,140287.7402,70143.8701,2,0.43777216,71.03176719,30,54,175
E01001550,Enfield 006E,14509.442,7254.721,2,0.065780516,8.735365442,6,36,101
E01001552,Enfield 001D,20699.323,10349.6615,2,0.073480916,11.46776898,16,51,177
E01001553,Enfield 037B,16260.497,8130.2485,2,0.084281975,10.18190169,8,24,107
E01001554,Enfield 037C,8149.6452,2716.5484,3,0.069033424,4.550332328,42,57,272
E01001555,Enfield 033C,2634.0089,2634.0089,1,0.01853657,1.477290466,64,61,276
E01001556,Enfield 035E,23.9798,23.9798,1,0.000113071,0.0151867,6,24,95
E01001558,Enfield 033E,4007.5622,1335.854067,3,0.026782069,2.484539492,174,110,503
E01001559,Enfield 033F,42361.8331,10590.45828,4,0.04596813,20.65423359,343,69,724
E01001560,Enfield 035F,45224.5259,22612.26295,2,0.16823233,28.28300557,12,55,149
E01001562,Enfield 037D,7103.8735,7103.8735,1,0.05056208,4.139786422,11,57,153
E01001570,Enfield 026E,18294.6914,9147.3457,2,0.04470021,9.862367332,60,40,197
E01001571,Greenwich 008A,227.7127,113.85635,2,0.001519435,0.138933923,21,35,134
E01001572,Greenwich 008B,8337.9682,4168.9841,2,0.049894871,4.873154997,9,33,96
E01001573,Greenwich 008C,9344.6255,9344.6255,1,0.067560718,6.209053488,10,21,88
E01001574,Greenwich 008D,626712.4179,104452.0697,6,0.622589705,354.2749677,13,52,147
E01001575,Greenwich 003A,36384.0101,18192.00505,2,0.16497705,21.31459291,31,81,229
E01001576,Greenwich 003B,45769.4583,15256.4861,3,0.190340819,26.31941248,14,67,164
E01001578,Greenwich 003D,3602.6839,1801.34195,2,0.013317097,1.69060718,57,60,227
E01001579,Greenwich 003E,12518.6314,12518.6314,1,0.04937133,7.605486877,12,76,179
E01001588,Greenwich 012A,171862.9733,85931.48665,2,0.331903896,101.5738613,16,47,126
E01001589,Greenwich 012B,3718.8637,1239.621233,3,0.017588482,2.318493579,36,50,187
E01001591,Greenwich 012C,4011.3995,2005.69975,2,0.019765111,1.966372304,21,49,152
E01001595,Greenwich 012D,159075.2279,79537.61395,2,0.422915246,80.38162097,15,41,124
E01001597,Greenwich 031A,1.2359,1.2359,1,3.83E-06,0.000792244,15,34,100
E01001598,Greenwich 031B,105533.9498,21106.78996,5,0.227473279,66.49902319,14,23,93
E01001599,Greenwich 032B,151157.9924,15115.79924,10,0.32906125,88.86419306,25,30,115
E01001600,Greenwich 032C,46303.1879,23151.59395,2,0.153473967,29.66251627,9,22,85
E01001602,Greenwich 031C,20119.3768,4023.87536,5,0.078332793,10.7417922,8,67,164
E01001603,Greenwich 031D,20693.7181,10346.85905,2,0.098510238,12.50375716,15,54,130
E01001605,Greenwich 023A,67990.0705,13598.0141,5,0.101918526,42.92302431,3,11,58
E01001607,Greenwich 027B,5281.6186,5281.6186,1,0.025473783,3.583187653,35,19,95
E01001609,Greenwich 027D,15546.3605,15546.3605,1,0.046291334,9.704344881,155,96,360
E01001610,Greenwich 023C,1657.2221,331.44442,5,0.007462687,0.99294314,6,22,66
E01001611,Greenwich 023D,3552.595,1776.2975,2,0.017447919,2.141407474,5,21,58
E01001613,Greenwich 028A,151813.3517,21687.62167,7,0.207496994,95.72090271,8,64,147
E01001615,Greenwich 028C,49039.8764,12259.9691,4,0.051604763,32.28431626,156,86,384
E01001617,Greenwich 028D,2640.6529,2640.6529,1,0.003797221,1.677670203,85,35,196
E01001618,Greenwich 030C,52381.3752,26190.6876,2,0.151502903,32.65671771,8,47,114
E01001620,Greenwich 025A,5022.7423,2511.37115,2,0.019055607,3.156971904,25,34,125
E01001621,Greenwich 025B,46395.6371,15465.21237,3,0.126295425,31.1171275,14,28,100
E01001623,Greenwich 025C,35150.4034,11716.80113,3,0.128039018,20.7254737,9,28,88
E01001624,Greenwich 025D,1170.1329,585.06645,2,0.005249313,0.754437718,9,34,82
E01001625,Greenwich 025E,29215.4384,3651.9298,8,0.110408767,18.52595967,10,58,160
E01001629,Greenwich 009A,23823.1724,23823.1724,1,0.113816919,10.94814908,17,67,145
E01001633,Greenwich 009B,2217.3799,739.1266333,3,0.019235413,1.3798257,14,38,105
E01001634,Greenwich 009C,15219.3339,15219.3339,1,0.12993578,8.879424679,6,53,94
E01001635,Greenwich 007D,86329.8453,43164.92265,2,0.410248352,51.97462089,4,31,69
E01001637,Greenwich 009D,60537.1572,20179.0524,3,0.327361837,35.54736183,13,41,127
E01001638,Greenwich 038A,30.4499,15.22495,2,0.000290135,0.015425481,14,46,107
E01001640,Greenwich 035A,14824.4185,2470.736417,6,0.109836682,6.351507498,185,164,514
E01001646,Greenwich 019A,41.8041,41.8041,1,0.000196296,0.014776988,27,76,208
E01001648,Greenwich 022C,108492.1435,36164.04783,3,0.260915714,61.9601048,14,34,120
E01001649,Greenwich 022D,2171.8364,2171.8364,1,0.006545207,1.419500915,11,37,101
E01001650,Greenwich 019B,8262.4269,8262.4269,1,0.039517653,4.767701616,12,34,112
E01001651,Greenwich 019C,91407.045,91407.045,1,0.298474901,53.32966453,17,72,169
E01001653,Greenwich 029A,63129.1367,21043.04557,3,0.237163374,40.80745747,3,41,85
E01001654,Greenwich 029B,75269.7014,37634.8507,2,0.254599171,48.68674088,4,35,81
E01001655,Greenwich 029C,123697.928,15462.241,8,0.281062545,84.43544573,18,70,153
E01001658,Greenwich 034C,10331.6177,10331.6177,1,0.023689192,6.669862944,21,43,135
E01001659,Greenwich 034D,23.5284,23.5284,1,6.23E-05,0.016181843,19,36,132
E01001660,Greenwich 029D,88824.9395,22206.23488,4,0.266789995,55.51558719,11,22,94
E01001661,Greenwich 029E,54786.3975,18262.1325,3,0.121304281,35.92550656,17,73,177
E01001667,Greenwich 036B,75791.5408,8421.282311,9,0.055734322,48.46006445,352,223,959
E01001668,Greenwich 036C,6044.0044,1511.0011,4,0.025943883,2.663730454,56,88,286
E01001669,Greenwich 033A,249213.4327,35601.91896,7,0.49659268,132.984756,6,63,144
E01001671,Greenwich 033B,45001.5405,11250.38513,4,0.232061221,28.5180865,3,32,101
E01001672,Greenwich 006A,11839.5981,5919.79905,2,0.032775411,5.778232357,14,42,121
E01001673,Greenwich 006B,1779.7944,1779.7944,1,0.010162088,0.940694715,58,86,241
E01001674,Greenwich 006C,36381.7855,18190.89275,2,0.171573617,18.43983046,17,43,160
E01001675,Greenwich 006D,22295.6356,22295.6356,1,0.141915104,11.26042202,58,81,221
E01001676,Greenwich 033C,3661.9278,3661.9278,1,0.027619482,2.044627471,14,60,155
E01001677,Greenwich 006E,35329.0122,35329.0122,1,0.173611676,18.13604322,19,68,237
E01001679,Greenwich 020A,775.6757,775.6757,1,0.003637447,0.576282095,8,30,74
E01001681,Greenwich 020C,15233.1451,5077.715033,3,0.097851457,12.44537998,6,18,53
E01001682,Greenwich 020D,516187.5193,39706.73225,13,0.58825481,387.2374488,18,57,136
E01001684,Greenwich 017C,515560.4067,73651.48667,7,0.438107273,350.2448415,8,36,77
E01001687,Greenwich 002A,41113.2735,13704.4245,3,0.099334217,34.09060821,10,112,255
E01001688,Greenwich 002B,64892.3337,3817.1961,17,0.183209801,24.73973835,53,60,196
E01001690,Greenwich 001A,18994.4133,3165.73555,6,0.141375358,9.831476863,15,57,110
E01001692,Greenwich 001B,10837.8647,10837.8647,1,0.141704774,7.791419626,10,38,84
E01001693,Greenwich 001C,27746.8391,3963.834157,7,0.201626561,17.80926772,10,42,128
E01001694,Greenwich 001D,207316.4031,29616.62901,7,0.541121699,123.036441,9,49,104
E01001696,Greenwich 011B,7174.6093,3587.30465,2,0.051120556,5.314525407,154,144,452
E01001697,Greenwich 011C,1810.8183,905.40915,2,0.011816798,0.864765186,9,52,120
E01001698,Greenwich 015A,265.1725,265.1725,1,0.002076009,0.149224817,14,54,128
E01001699,Greenwich 015B,17909.2131,8954.60655,2,0.026155277,9.69113263,20,48,127
E01001700,Greenwich 011D,742.4527,371.22635,2,0.005369513,0.367732888,34,122,243
E01001701,Greenwich 015C,478035.9974,68290.85677,7,0.502247028,313.6719143,49,191,394
E01001703,Greenwich 011E,544.4534,544.4534,1,0.006136832,0.281516753,14,59,120
E01001706,Greenwich 005B,3134.5271,3134.5271,1,0.027278799,2.339199328,6,20,78
E01001708,Greenwich 005C,27805.7291,13902.86455,2,0.158871322,17.433059,6,21,86
E01001709,Greenwich 004B,128002.7299,16000.34124,8,0.163883406,109.4040426,101,58,299
E01001711,Greenwich 004C,12398.2207,2479.64414,5,0.071464047,8.7743954,13,40,134
E01001712,Greenwich 004D,22803.3672,2850.4209,8,0.137954208,10.67073804,20,105,284
E01001713,Greenwich 005E,328.6252,328.6252,1,0.003304078,0.188000686,5,46,121
E01001714,Hackney 002A,4975.6959,4975.6959,1,0.032503808,3.339393221,31,44,152
