Codes,Names,lntheft,oldpeoplerate,Working-agerate, Couplehouseholdwithdependentchildren,Couplehouseholdwithoutdependentchildren,Onepersonhousehold,multpersonhousehold,Goodhealth,Fairhealth,Badhealth,Nocars,car1,car2
E01004034,Southwark 007D,2.77 ,9.60 ,68.66 ,12.10 ,16.70 ,31.20 ,19.10 ,83.70 ,11.60 ,4.70 ,61.40 ,33.40 ,4.30 
E01004035,Southwark 011D,2.48 ,11.84 ,67.08 ,11.50 ,15.60 ,35.40 ,16.90 ,78.80 ,13.60 ,7.60 ,65.50 ,31.60 ,2.30 
E01004036,Southwark 007E,3.22 ,7.25 ,67.43 ,14.80 ,13.50 ,29.80 ,20.30 ,84.90 ,10.50 ,4.60 ,70.30 ,26.40 ,2.90 
E01004037,Southwark 010B,3.09 ,4.10 ,76.14 ,13.60 ,19.40 ,35.20 ,18.00 ,87.50 ,7.90 ,4.60 ,63.20 ,32.10 ,4.30 
E01004038,Southwark 010C,3.76 ,2.18 ,73.42 ,17.60 ,15.20 ,26.30 ,19.20 ,89.20 ,8.00 ,2.80 ,54.70 ,38.70 ,5.50 
E01004039,Southwark 013B,2.71 ,4.40 ,77.74 ,14.50 ,20.50 ,30.30 ,23.20 ,88.20 ,8.30 ,3.50 ,58.90 ,33.30 ,6.50 
E01004040,Southwark 013C,4.81 ,7.30 ,67.53 ,16.50 ,9.30 ,33.80 ,19.90 ,82.00 ,12.00 ,6.10 ,65.60 ,30.40 ,3.40 
E01004041,Southwark 013D,2.89 ,7.35 ,70.78 ,18.30 ,14.00 ,36.10 ,15.30 ,81.30 ,13.00 ,5.70 ,64.90 ,29.90 ,4.30 
E01004042,Southwark 010D,4.17 ,13.84 ,70.44 ,9.80 ,17.30 ,37.90 ,17.30 ,75.40 ,16.50 ,8.20 ,64.80 ,29.40 ,4.50 
E01004043,Southwark 010E,3.00 ,13.32 ,72.91 ,10.50 ,25.40 ,35.40 ,17.20 ,80.10 ,13.50 ,6.40 ,51.40 ,39.20 ,7.70 
E01004044,Southwark 013E,2.20 ,8.35 ,68.52 ,12.90 ,15.30 ,33.30 ,18.00 ,81.00 ,13.00 ,6.00 ,60.80 ,32.70 ,6.10 
E01004045,Southwark 027A,1.95 ,4.28 ,68.18 ,15.50 ,8.30 ,29.10 ,18.10 ,86.90 ,9.60 ,3.50 ,62.70 ,31.60 ,4.80 
E01004046,Southwark 028E,2.77 ,7.53 ,74.04 ,18.20 ,25.70 ,28.30 ,17.50 ,86.00 ,10.20 ,3.90 ,43.20 ,46.90 ,9.10 
E01004047,Southwark 027B,2.30 ,7.71 ,66.77 ,16.50 ,14.20 ,28.30 ,17.00 ,82.40 ,11.80 ,5.80 ,58.20 ,35.60 ,5.60 
E01004048,Southwark 027C,3.69 ,6.43 ,73.79 ,19.20 ,19.20 ,27.60 ,18.40 ,86.80 ,9.30 ,3.90 ,47.30 ,43.90 ,7.90 
E01004049,Southwark 027D,2.64 ,4.72 ,74.40 ,17.20 ,12.60 ,23.50 ,19.70 ,89.80 ,7.20 ,2.90 ,59.80 ,34.90 ,4.50 
E01004050,Southwark 024D,2.08 ,6.37 ,78.98 ,16.00 ,29.00 ,33.60 ,14.70 ,90.20 ,6.90 ,2.80 ,45.40 ,42.60 ,10.00 
E01004051,Southwark 027E,2.94 ,9.83 ,74.84 ,14.20 ,29.00 ,34.60 ,14.50 ,88.90 ,8.30 ,2.80 ,50.70 ,40.80 ,7.00 
E01004052,Southwark 024E,3.37 ,9.63 ,75.14 ,14.30 ,25.40 ,35.20 ,18.00 ,86.80 ,8.10 ,5.10 ,47.60 ,43.50 ,8.10 
E01004053,Southwark 001C,3.04 ,5.07 ,84.53 ,12.30 ,27.70 ,35.00 ,19.50 ,91.80 ,6.20 ,2.00 ,42.30 ,46.00 ,9.80 
E01004054,Southwark 001D,3.37 ,3.62 ,85.57 ,12.50 ,30.80 ,30.90 ,21.10 ,92.60 ,5.40 ,2.10 ,36.60 ,52.70 ,9.50 
E01004055,Southwark 001E,1.79 ,11.31 ,69.48 ,13.50 ,23.80 ,28.50 ,14.60 ,75.60 ,15.30 ,9.10 ,45.20 ,41.50 ,10.30 
E01004056,Southwark 008A,2.48 ,6.49 ,81.45 ,12.00 ,24.80 ,31.60 ,20.60 ,86.00 ,8.70 ,5.30 ,47.90 ,45.30 ,5.80 
E01004057,Southwark 008B,2.56 ,5.33 ,79.80 ,13.20 ,25.70 ,32.00 ,13.50 ,85.70 ,9.40 ,4.90 ,45.40 ,44.60 ,9.30 
E01004058,Southwark 008C,2.77 ,2.24 ,90.82 ,8.90 ,31.30 ,34.90 ,22.60 ,93.60 ,5.70 ,0.70 ,49.00 ,40.50 ,9.00 
E01004059,Southwark 008D,4.49 ,1.95 ,92.60 ,6.80 ,28.40 ,29.00 ,33.70 ,95.00 ,4.20 ,0.90 ,55.10 ,36.40 ,7.30 
E01004060,Southwark 008E,3.18 ,10.05 ,71.75 ,10.40 ,18.70 ,31.50 ,22.50 ,83.50 ,10.70 ,5.80 ,58.60 ,35.80 ,4.60 
E01004061,Southwark 025A,4.28 ,7.66 ,77.49 ,14.60 ,21.80 ,36.80 ,18.90 ,85.80 ,9.80 ,4.40 ,49.10 ,40.90 ,8.40 
E01004062,Southwark 025B,5.11 ,10.13 ,68.87 ,14.80 ,17.10 ,34.80 ,18.90 ,81.00 ,12.30 ,6.70 ,64.20 ,31.40 ,4.10 
E01004063,Southwark 025C,3.95 ,10.01 ,75.50 ,14.50 ,20.30 ,34.70 ,17.70 ,82.50 ,11.90 ,5.60 ,52.80 ,42.00 ,4.60 
E01004064,Southwark 026D,3.53 ,9.37 ,67.24 ,16.00 ,15.30 ,33.30 ,17.60 ,81.00 ,12.90 ,6.10 ,59.30 ,34.30 ,5.40 
E01004065,Southwark 025D,2.89 ,7.61 ,74.23 ,18.90 ,25.30 ,26.90 ,18.90 ,87.30 ,8.40 ,4.30 ,41.80 ,50.40 ,7.00 
E01004066,Southwark 025E,3.09 ,5.65 ,71.33 ,16.40 ,17.20 ,29.50 ,19.90 ,85.40 ,9.90 ,4.70 ,58.10 ,34.70 ,5.80 
E01004067,Southwark 022E,6.13 ,7.34 ,71.82 ,13.10 ,15.50 ,31.60 ,23.30 ,84.00 ,11.30 ,4.70 ,69.70 ,26.20 ,3.90 
E01004068,Southwark 026E,3.33 ,14.90 ,63.61 ,12.70 ,13.00 ,39.60 ,16.30 ,78.20 ,14.20 ,7.70 ,59.60 ,35.50 ,4.60 
E01004069,Southwark 031A,3.04 ,12.73 ,61.52 ,32.40 ,34.60 ,17.90 ,9.50 ,92.10 ,6.50 ,1.40 ,13.50 ,47.30 ,27.60 
E01004070,Southwark 031B,2.48 ,11.03 ,67.61 ,24.60 ,25.30 ,26.80 ,13.10 ,88.60 ,8.00 ,3.40 ,35.60 ,48.10 ,13.00 
E01004071,Southwark 030D,2.08 ,10.51 ,69.79 ,19.20 ,20.80 ,30.50 ,17.00 ,83.70 ,10.10 ,6.20 ,45.60 ,43.90 ,9.00 
E01004072,Southwark 030E,2.71 ,9.09 ,67.72 ,31.90 ,29.30 ,19.30 ,12.50 ,89.00 ,8.30 ,2.80 ,24.60 ,51.50 ,19.00 
E01004073,Southwark 031C,2.30 ,9.17 ,67.53 ,29.30 ,26.40 ,22.60 ,13.60 ,89.20 ,7.90 ,3.00 ,31.80 ,55.30 ,10.90 
E01004074,Southwark 031D,3.81 ,11.63 ,62.83 ,31.70 ,25.70 ,18.50 ,18.10 ,91.30 ,6.10 ,2.60 ,23.90 ,49.40 ,21.90 
E01004075,Southwark 031E,3.53 ,12.55 ,60.14 ,36.40 ,29.40 ,20.50 ,7.80 ,92.40 ,6.00 ,1.60 ,14.80 ,51.40 ,28.00 
E01004076,Sutton 011A,4.36 ,12.24 ,65.57 ,24.20 ,27.10 ,29.50 ,5.80 ,84.30 ,11.40 ,4.30 ,21.40 ,48.50 ,23.40 
E01004077,Sutton 011B,1.10 ,15.06 ,65.00 ,23.10 ,28.90 ,29.30 ,8.70 ,81.10 ,13.60 ,5.30 ,20.20 ,46.70 ,25.10 
E01004078,Sutton 011C,4.08 ,10.64 ,67.47 ,22.60 ,24.60 ,32.70 ,7.00 ,84.40 ,11.10 ,4.50 ,23.30 ,52.30 ,19.50 
E01004079,Sutton 011D,1.39 ,13.94 ,66.19 ,30.90 ,41.10 ,15.10 ,6.50 ,86.10 ,10.20 ,3.70 ,8.00 ,44.40 ,34.80 
E01004080,Sutton 011E,1.95 ,16.97 ,65.47 ,24.70 ,36.60 ,20.60 ,7.90 ,84.20 ,12.00 ,3.80 ,11.50 ,45.70 ,32.60 
E01004081,Sutton 011F,1.39 ,11.94 ,64.83 ,27.00 ,28.00 ,28.30 ,5.90 ,84.50 ,11.40 ,4.10 ,19.70 ,53.80 ,22.00 
E01004082,Sutton 011G,1.10 ,13.15 ,67.24 ,29.40 ,32.30 ,17.10 ,8.30 ,86.60 ,10.70 ,2.70 ,12.70 ,46.40 ,32.10 
E01004083,Sutton 019A,1.79 ,10.56 ,64.79 ,15.70 ,18.30 ,40.70 ,7.00 ,79.00 ,13.50 ,7.50 ,37.30 ,43.80 ,15.70 
E01004084,Sutton 024A,1.61 ,19.77 ,64.23 ,22.60 ,45.80 ,14.70 ,11.50 ,87.10 ,10.10 ,2.70 ,4.80 ,34.10 ,39.70 
E01004085,Sutton 024B,1.79 ,17.24 ,64.70 ,22.90 ,39.50 ,21.10 ,8.90 ,85.50 ,10.70 ,3.90 ,6.50 ,35.90 ,39.50 
E01004086,Sutton 019B,2.40 ,14.41 ,64.87 ,24.30 ,29.70 ,21.50 ,11.80 ,84.50 ,10.60 ,4.90 ,17.90 ,45.60 ,28.40 
E01004087,Sutton 017A,0.69 ,20.41 ,62.39 ,22.80 ,44.10 ,17.40 ,9.40 ,84.80 ,11.90 ,3.30 ,6.30 ,33.30 ,43.10 
E01004088,Sutton 019C,2.71 ,7.32 ,64.03 ,18.40 ,12.30 ,37.20 ,7.00 ,79.40 ,12.60 ,8.00 ,44.70 ,40.70 ,11.50 
E01004089,Sutton 019D,3.50 ,8.29 ,62.95 ,18.80 ,14.60 ,35.50 ,7.80 ,80.80 ,13.60 ,5.70 ,38.60 ,46.30 ,13.50 
E01004090,Sutton 021A,2.08 ,12.91 ,63.03 ,16.50 ,18.10 ,42.60 ,7.00 ,76.90 ,15.20 ,8.00 ,46.70 ,42.00 ,9.60 
E01004091,Sutton 022A,1.79 ,19.97 ,63.88 ,22.60 ,48.10 ,14.30 ,6.80 ,85.60 ,11.60 ,2.70 ,5.50 ,35.40 ,42.80 
E01004092,Sutton 022B,2.20 ,19.62 ,65.90 ,21.90 ,38.30 ,27.20 ,7.90 ,86.20 ,10.70 ,3.10 ,15.40 ,37.30 ,33.20 
E01004093,Sutton 025A,1.39 ,18.33 ,62.42 ,25.10 ,38.80 ,23.20 ,6.70 ,87.70 ,10.00 ,2.30 ,12.40 ,42.80 ,34.10 
E01004094,Sutton 025B,1.39 ,13.83 ,65.71 ,24.60 ,25.90 ,35.40 ,5.90 ,87.70 ,9.90 ,2.40 ,19.70 ,53.90 ,20.90 
E01004095,Sutton 025C,0.69 ,17.74 ,66.98 ,20.30 ,39.70 ,28.80 ,6.10 ,87.30 ,10.70 ,2.00 ,8.80 ,50.40 ,31.30 
E01004096,Sutton 021B,1.10 ,12.34 ,72.30 ,14.40 ,23.90 ,47.80 ,6.50 ,85.00 ,11.40 ,3.60 ,31.70 ,50.40 ,15.20 
E01004098,Sutton 015B,1.79 ,14.81 ,64.57 ,24.60 ,28.00 ,31.00 ,7.90 ,85.20 ,11.10 ,3.70 ,17.30 ,47.40 ,28.80 
E01004099,Sutton 015C,3.04 ,12.70 ,68.98 ,17.90 ,27.80 ,39.40 ,4.10 ,84.00 ,12.10 ,3.90 ,30.10 ,53.60 ,13.50 
E01004100,Sutton 015D,4.23 ,18.02 ,63.29 ,22.60 ,38.20 ,23.10 ,6.20 ,86.10 ,10.60 ,3.30 ,17.00 ,48.50 ,24.80 
E01004101,Sutton 013A,1.61 ,18.52 ,63.04 ,26.00 ,37.90 ,20.70 ,7.30 ,84.50 ,12.60 ,2.90 ,15.40 ,49.30 ,27.70 
E01004102,Sutton 015E,3.00 ,14.70 ,65.65 ,24.60 ,32.60 ,29.50 ,7.60 ,87.20 ,9.80 ,3.10 ,19.60 ,49.10 ,26.10 
E01004104,Sutton 020A,1.79 ,18.78 ,61.19 ,27.80 ,44.10 ,16.20 ,4.00 ,87.60 ,10.00 ,2.40 ,11.30 ,43.90 ,34.10 
E01004105,Sutton 022C,2.20 ,12.86 ,65.26 ,32.90 ,36.20 ,15.30 ,7.10 ,89.00 ,8.70 ,2.30 ,13.30 ,37.70 ,37.90 
E01004106,Sutton 022D,1.79 ,17.92 ,64.36 ,28.00 ,48.50 ,8.40 ,10.00 ,89.30 ,8.50 ,2.20 ,3.30 ,31.00 ,43.70 
E01004107,Sutton 020B,1.10 ,11.38 ,65.86 ,24.60 ,27.00 ,28.40 ,7.40 ,84.00 ,11.00 ,5.00 ,22.60 ,46.80 ,24.20 
E01004108,Sutton 024C,2.48 ,16.80 ,60.33 ,30.60 ,31.60 ,19.50 ,9.10 ,85.10 ,11.30 ,3.60 ,8.90 ,39.70 ,37.10 
E01004109,Sutton 024D,1.61 ,14.47 ,65.60 ,23.40 ,31.70 ,24.60 ,5.20 ,79.60 ,15.20 ,5.20 ,19.10 ,43.30 ,26.30 
E01004110,Sutton 016A,2.71 ,14.66 ,67.12 ,19.90 ,28.20 ,32.00 ,9.00 ,84.50 ,10.80 ,4.80 ,22.70 ,50.00 ,21.30 
E01004111,Sutton 016B,2.83 ,16.68 ,59.76 ,31.80 ,30.30 ,26.60 ,4.50 ,87.40 ,8.90 ,3.80 ,18.20 ,48.80 ,25.30 
E01004112,Sutton 016C,1.61 ,20.72 ,59.54 ,25.60 ,35.50 ,26.50 ,5.80 ,86.70 ,10.00 ,3.30 ,13.20 ,42.50 ,32.30 
E01004115,Sutton 009A,1.79 ,14.86 ,63.66 ,26.70 ,32.70 ,22.70 ,6.60 ,86.60 ,10.70 ,2.60 ,15.10 ,44.90 ,31.00 
E01004116,Sutton 008A,1.10 ,27.67 ,56.09 ,22.30 ,30.30 ,35.00 ,7.20 ,80.30 ,14.40 ,5.20 ,21.40 ,38.90 ,27.80 
E01004117,Sutton 006A,0.69 ,12.91 ,65.92 ,34.40 ,38.20 ,14.20 ,5.50 ,88.00 ,10.00 ,2.00 ,6.90 ,43.30 ,35.00 
E01004118,Sutton 009B,2.83 ,16.00 ,64.36 ,20.50 ,27.70 ,31.20 ,11.80 ,84.70 ,11.90 ,3.30 ,20.60 ,45.10 ,25.90 
E01004119,Sutton 009C,4.34 ,13.19 ,68.41 ,30.40 ,36.20 ,17.60 ,7.30 ,87.50 ,10.20 ,2.30 ,12.60 ,42.70 ,28.90 
E01004120,Sutton 016D,1.79 ,17.23 ,65.21 ,27.80 ,38.00 ,17.40 ,9.30 ,86.00 ,10.50 ,3.50 ,11.00 ,35.30 ,35.80 
E01004121,Sutton 006B,3.56 ,14.18 ,66.99 ,22.50 ,32.40 ,28.70 ,10.20 ,84.80 ,11.20 ,4.00 ,20.60 ,49.00 ,23.00 
E01004122,Sutton 008B,1.61 ,18.95 ,62.97 ,26.90 ,37.30 ,22.40 ,7.70 ,87.60 ,9.40 ,3.00 ,12.20 ,43.50 ,31.50 
E01004123,Sutton 002A,3.61 ,8.00 ,68.53 ,22.60 ,18.90 ,29.70 ,9.70 ,83.90 ,11.20 ,4.90 ,35.90 ,42.20 ,18.40 
E01004124,Sutton 002B,1.39 ,9.97 ,65.33 ,26.00 ,21.80 ,21.80 ,11.90 ,83.70 ,12.40 ,3.90 ,25.80 ,50.40 ,19.10 
E01004125,Sutton 001A,1.61 ,11.75 ,63.99 ,23.80 ,18.90 ,32.20 ,9.80 ,78.90 ,14.10 ,7.00 ,34.60 ,44.80 ,17.10 
E01004126,Sutton 002C,0.69 ,10.34 ,62.16 ,23.80 ,23.40 ,21.80 ,7.60 ,82.00 ,13.20 ,4.80 ,32.10 ,45.60 ,19.10 
E01004127,Sutton 005A,2.48 ,10.09 ,64.80 ,26.70 ,22.90 ,26.00 ,7.30 ,84.90 ,10.20 ,4.90 ,25.10 ,44.40 ,25.70 
E01004128,Sutton 002D,3.22 ,10.22 ,67.74 ,23.50 ,21.80 ,26.90 ,9.10 ,81.00 ,14.20 ,4.70 ,30.30 ,42.00 ,21.00 
E01004129,Sutton 002E,3.43 ,14.67 ,62.87 ,18.70 ,20.40 ,36.90 ,7.70 ,76.70 ,16.50 ,6.70 ,44.30 ,38.90 ,14.10 
E01004130,Sutton 003A,3.95 ,16.96 ,63.89 ,22.40 ,29.70 ,30.60 ,6.50 ,83.00 ,13.10 ,3.90 ,17.20 ,44.70 ,26.70 
E01004131,Sutton 003B,1.61 ,13.30 ,64.83 ,26.60 ,30.20 ,25.30 ,6.20 ,85.50 ,10.80 ,3.70 ,19.10 ,43.90 ,28.70 
E01004132,Sutton 009D,0.69 ,12.11 ,62.63 ,35.60 ,33.10 ,15.20 ,6.80 ,89.00 ,9.20 ,1.80 ,11.30 ,41.20 ,37.90 
E01004133,Sutton 009E,0.69 ,13.05 ,63.18 ,34.00 ,34.50 ,15.80 ,4.70 ,87.30 ,9.50 ,3.20 ,7.90 ,43.70 ,36.80 
E01004134,Sutton 003C,2.94 ,14.77 ,67.39 ,22.20 ,35.30 ,24.10 ,9.00 ,83.80 ,12.60 ,3.60 ,20.20 ,44.70 ,25.40 
E01004135,Sutton 003D,1.79 ,16.37 ,66.02 ,25.30 ,37.50 ,16.60 ,11.00 ,84.10 ,11.90 ,3.90 ,13.70 ,41.00 ,31.90 
E01004136,Sutton 003E,1.95 ,14.87 ,66.84 ,25.30 ,37.10 ,17.30 ,10.50 ,83.60 ,12.70 ,3.70 ,12.90 ,40.90 ,33.80 
E01004137,Sutton 012A,4.55 ,11.00 ,71.15 ,18.20 ,24.90 ,42.50 ,5.60 ,85.00 ,10.50 ,4.50 ,34.90 ,50.30 ,13.20 
E01004138,Sutton 013C,2.40 ,7.80 ,71.71 ,19.80 ,26.50 ,34.40 ,7.00 ,86.10 ,10.10 ,3.70 ,26.00 ,54.20 ,17.80 
E01004139,Sutton 013D,2.40 ,10.53 ,70.83 ,22.20 ,27.10 ,34.30 ,7.10 ,85.90 ,10.30 ,3.80 ,27.10 ,48.70 ,17.80 
E01004140,Sutton 012B,3.18 ,13.52 ,69.52 ,11.50 ,17.40 ,50.10 ,8.80 ,77.80 ,13.20 ,9.00 ,48.10 ,41.70 ,7.80 
E01004141,Sutton 012C,2.71 ,15.37 ,66.30 ,14.80 ,22.80 ,41.40 ,8.80 ,79.40 ,13.50 ,7.10 ,37.80 ,46.50 ,12.60 
E01004142,Sutton 012D,6.35 ,11.68 ,70.41 ,13.90 ,18.50 ,46.30 ,8.70 ,80.00 ,14.50 ,5.50 ,50.40 ,40.80 ,7.60 
E01004143,Sutton 014A,2.08 ,10.60 ,67.93 ,21.90 ,24.30 ,31.20 ,8.10 ,85.70 ,10.70 ,3.60 ,28.30 ,51.90 ,16.50 
E01004144,Sutton 007A,2.64 ,18.44 ,64.41 ,22.10 ,37.90 ,21.80 ,9.00 ,84.10 ,12.00 ,3.80 ,14.80 ,49.40 ,25.90 
E01004145,Sutton 007B,1.61 ,12.58 ,66.26 ,27.20 ,31.70 ,20.70 ,9.30 ,85.90 ,10.20 ,3.90 ,17.40 ,46.20 ,27.70 
E01004146,Sutton 007C,3.00 ,15.56 ,62.22 ,24.90 ,24.60 ,30.50 ,7.70 ,82.80 ,11.60 ,5.60 ,25.40 ,50.00 ,21.30 
E01004147,Sutton 007D,2.30 ,20.69 ,61.14 ,25.40 ,35.70 ,23.50 ,6.80 ,81.10 ,13.60 ,5.30 ,15.80 ,49.30 ,26.50 
E01004148,Sutton 014B,2.48 ,11.75 ,63.07 ,26.10 ,21.30 ,28.50 ,8.40 ,83.40 ,11.90 ,4.80 ,32.20 ,46.50 ,17.60 
E01004149,Sutton 012E,1.61 ,21.05 ,62.22 ,16.70 ,30.30 ,38.30 ,5.40 ,80.60 ,14.80 ,4.60 ,30.90 ,48.10 ,16.90 
E01004150,Sutton 021C,2.30 ,21.60 ,65.90 ,8.30 ,19.00 ,59.50 ,4.90 ,76.70 ,16.30 ,7.00 ,51.30 ,41.10 ,6.30 
E01004151,Sutton 021D,2.30 ,13.44 ,71.77 ,15.20 ,28.90 ,40.40 ,8.60 ,83.20 ,11.60 ,5.20 ,27.00 ,53.50 ,15.70 
E01004152,Sutton 018A,3.30 ,22.09 ,65.36 ,10.00 ,22.00 ,49.80 ,8.00 ,78.80 ,15.90 ,5.20 ,40.40 ,48.20 ,10.20 
E01004153,Sutton 021E,1.79 ,14.58 ,68.97 ,15.30 ,23.10 ,46.80 ,6.50 ,86.00 ,10.20 ,3.70 ,32.60 ,52.50 ,13.30 
E01004154,Sutton 022E,1.10 ,18.88 ,63.08 ,25.30 ,39.60 ,23.20 ,6.80 ,88.40 ,9.20 ,2.40 ,10.70 ,45.10 ,34.40 
E01004155,Sutton 018B,1.79 ,15.23 ,69.72 ,17.40 ,20.80 ,48.70 ,6.90 ,84.60 ,10.30 ,5.20 ,26.90 ,55.50 ,15.00 
E01004156,Sutton 018C,3.09 ,14.76 ,70.60 ,15.70 ,23.40 ,47.80 ,7.20 ,85.10 ,11.40 ,3.40 ,38.50 ,49.00 ,11.10 
E01004157,Sutton 016E,1.10 ,15.93 ,64.13 ,29.90 ,37.80 ,19.50 ,8.00 ,88.10 ,8.70 ,3.10 ,10.00 ,43.80 ,33.40 
E01004158,Sutton 018D,1.61 ,16.09 ,68.15 ,16.50 ,26.10 ,42.40 ,8.90 ,86.10 ,11.10 ,2.80 ,21.60 ,55.70 ,17.40 
E01004159,Sutton 014C,1.95 ,15.77 ,65.38 ,21.50 ,28.80 ,28.30 ,9.20 ,82.40 ,12.70 ,4.90 ,16.10 ,52.00 ,24.50 
E01004160,Sutton 014D,1.39 ,9.52 ,70.10 ,24.10 ,25.00 ,33.60 ,9.20 ,87.70 ,8.50 ,3.80 ,21.40 ,52.40 ,19.50 
E01004161,Sutton 014E,2.71 ,10.18 ,68.49 ,27.90 ,27.10 ,26.30 ,9.10 ,88.60 ,8.90 ,2.40 ,14.30 ,52.50 ,27.90 
E01004162,Sutton 018E,3.00 ,15.36 ,68.30 ,17.70 ,25.00 ,42.60 ,8.70 ,85.10 ,10.90 ,4.00 ,33.40 ,53.20 ,11.30 
E01004163,Sutton 005B,3.74 ,14.60 ,66.13 ,25.40 ,31.50 ,24.40 ,6.50 ,82.50 ,12.80 ,4.70 ,16.70 ,48.10 ,26.80 
E01004164,Sutton 004A,4.11 ,15.38 ,68.22 ,21.00 ,29.60 ,35.20 ,6.60 ,84.10 ,11.90 ,4.10 ,21.90 ,46.60 ,23.60 
E01004165,Sutton 005C,2.40 ,10.79 ,69.84 ,21.40 ,29.60 ,29.20 ,7.20 ,82.80 ,12.50 ,4.70 ,28.20 ,48.40 ,18.90 
E01004166,Sutton 004B,2.40 ,14.49 ,68.81 ,19.30 ,31.90 ,34.70 ,5.20 ,84.60 ,11.20 ,4.20 ,24.00 ,48.80 ,21.00 
E01004167,Sutton 005D,2.94 ,13.13 ,64.42 ,21.10 ,23.70 ,31.50 ,8.90 ,82.70 ,13.70 ,3.60 ,31.10 ,45.00 ,19.00 
E01004168,Sutton 013E,1.95 ,15.61 ,64.85 ,29.00 ,37.10 ,20.60 ,5.70 ,84.60 ,13.10 ,2.30 ,14.00 ,48.50 ,25.90 
E01004169,Sutton 004C,0.69 ,8.11 ,67.58 ,22.80 ,24.80 ,31.30 ,5.90 ,84.00 ,11.90 ,4.10 ,28.30 ,50.90 ,17.60 
E01004170,Sutton 017B,3.95 ,11.85 ,70.89 ,20.00 ,29.80 ,34.50 ,8.00 ,87.30 ,9.80 ,2.90 ,21.70 ,51.10 ,21.40 
E01004171,Sutton 010A,1.95 ,16.67 ,61.92 ,27.60 ,33.70 ,22.60 ,7.70 ,82.70 ,13.40 ,3.90 ,15.60 ,43.70 ,30.10 
E01004172,Sutton 010B,2.83 ,10.26 ,68.82 ,14.20 ,21.00 ,40.80 ,7.40 ,81.90 ,13.40 ,4.70 ,32.20 ,50.80 ,13.60 
E01004173,Sutton 010C,1.10 ,14.22 ,66.21 ,23.50 ,32.30 ,25.00 ,7.70 ,81.10 ,14.40 ,4.50 ,20.40 ,40.60 ,30.80 
E01004174,Sutton 017C,1.39 ,12.74 ,67.66 ,19.00 ,24.50 ,40.20 ,6.50 ,85.00 ,11.70 ,3.30 ,27.90 ,44.70 ,22.60 
E01004175,Sutton 010D,1.79 ,13.07 ,66.79 ,24.20 ,30.60 ,29.90 ,4.60 ,84.60 ,11.30 ,4.10 ,21.70 ,49.60 ,23.00 
E01004176,Sutton 010E,2.64 ,8.60 ,70.54 ,24.20 ,27.40 ,27.40 ,7.20 ,86.50 ,10.40 ,3.20 ,20.40 ,55.20 ,19.20 
E01004177,Sutton 020C,2.56 ,28.16 ,56.21 ,11.30 ,20.70 ,51.30 ,5.30 ,73.40 ,17.10 ,9.50 ,44.60 ,40.70 ,12.30 
E01004178,Sutton 017D,4.76 ,13.79 ,68.67 ,15.90 ,22.80 ,42.90 ,7.90 ,83.40 ,13.50 ,3.10 ,35.30 ,45.30 ,14.60 
E01004179,Sutton 017E,2.20 ,12.95 ,66.88 ,28.90 ,31.40 ,25.20 ,7.20 ,86.60 ,10.70 ,2.70 ,15.40 ,44.90 ,29.90 
E01004180,Sutton 020D,1.10 ,20.86 ,62.95 ,25.00 ,44.00 ,18.00 ,7.80 ,85.20 ,11.70 ,3.10 ,6.50 ,39.10 ,38.50 
E01004181,Sutton 020E,2.08 ,16.37 ,67.99 ,15.20 ,26.90 ,39.20 ,7.70 ,80.50 ,14.90 ,4.60 ,24.30 ,50.50 ,20.10 
E01004182,Sutton 019E,2.20 ,10.61 ,64.42 ,21.10 ,22.40 ,30.60 ,5.50 ,82.40 ,12.70 ,4.90 ,32.50 ,47.50 ,16.50 
E01004183,Sutton 001B,3.14 ,9.42 ,68.21 ,22.00 ,21.70 ,30.00 ,7.50 ,82.10 ,11.40 ,6.50 ,31.70 ,43.90 ,19.80 
E01004184,Sutton 001C,2.20 ,8.87 ,62.96 ,27.60 ,20.60 ,24.20 ,5.70 ,81.80 ,13.00 ,5.20 ,32.30 ,42.60 ,21.40 
E01004185,Sutton 001D,2.08 ,5.51 ,68.73 ,20.50 ,16.10 ,30.40 ,10.40 ,80.40 ,13.60 ,6.00 ,34.20 ,45.70 ,16.60 
E01004186,Sutton 004D,2.20 ,6.32 ,72.51 ,21.90 ,22.90 ,37.80 ,6.60 ,88.50 ,9.10 ,2.40 ,25.20 ,54.90 ,15.90 
E01004187,Sutton 005E,2.30 ,11.76 ,64.78 ,22.70 ,23.00 ,31.90 ,6.60 ,80.80 ,13.60 ,5.60 ,24.10 ,43.60 ,25.20 
E01004188,Sutton 004E,3.26 ,8.36 ,66.63 ,20.00 ,23.50 ,34.50 ,6.40 ,87.00 ,10.20 ,2.80 ,26.00 ,53.70 ,17.00 
E01004189,Sutton 001E,2.48 ,12.35 ,64.56 ,23.30 ,21.60 ,28.50 ,6.90 ,80.30 ,13.60 ,6.10 ,30.80 ,45.50 ,20.90 
E01004191,Sutton 008D,1.61 ,18.84 ,62.33 ,21.50 ,32.30 ,26.90 ,9.90 ,84.40 ,12.20 ,3.30 ,20.10 ,47.80 ,23.90 
E01004192,Sutton 006C,2.30 ,9.22 ,69.14 ,24.20 ,30.10 ,21.50 ,11.20 ,89.10 ,7.80 ,3.10 ,17.80 ,54.10 ,24.00 
