lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,ethnic_bame,tenure_owned_with_a_mortgage_or_loan,no_qualifications,good_health,bad_health
E01001259,Ealing 014B,808,1904,1603,4309,907,5601,3505,2001,8408,4
E01001291,Ealing 014C,909,2801,1207,2604,1101,7306,4104,2002,82,408
E01001292,Ealing 014D,501,2804,1101,2805,1102,7105,3703,1602,8301,404
E01001293,Ealing 014E,707,2405,1105,1503,1009,8407,3807,1902,84,501
E01001196,Ealing 015A,10,15,1903,50,19,50,1206,2004,7409,9
E01001238,Ealing 015B,706,1608,1401,4504,1502,5406,1404,1105,8705,308
E01001239,Ealing 015C,906,1509,2102,4307,2602,5603,1606,1906,8205,604
E01001246,Ealing 015D,909,1703,1502,5201,2204,4709,2706,2009,8408,506
E01001247,Ealing 015E,708,1807,1507,54,1006,46,1907,1405,8404,6
E01001210,Ealing 016A,1306,1206,1902,4408,1804,5502,1308,2704,7508,9
E01001282,Ealing 016B,1001,1704,1808,5808,1204,4102,2507,2502,7409,804
E01001283,Ealing 016C,806,1704,1504,5607,1201,4303,2306,28,7302,803
E01001285,Ealing 016D,7,1805,1609,6104,1202,3806,3409,1902,8308,406
E01001286,Ealing 016E,603,1804,2003,6207,1007,3703,36,2007,83,6
E01001287,Ealing 016F,904,1509,2503,4205,27,5705,2103,1805,8203,601
E01001294,Ealing 017A,701,2407,1002,1003,502,8907,39,1904,8201,403
E01001295,Ealing 017B,7,2505,806,1104,605,8806,42,1801,8302,404
E01001296,Ealing 017C,7,2303,1204,1502,7,8408,3804,2106,8109,501
E01001297,Ealing 017D,7,1902,905,1006,502,8904,3101,1901,8108,505
E01001298,Ealing 017E,1009,2306,1304,1508,805,8402,3002,2403,7701,6
E01001204,Ealing 018A,404,3105,807,6607,508,3303,3604,10,8701,308
E01001205,Ealing 018B,903,2009,1609,5207,1805,4703,2304,1405,8409,409
E01001206,Ealing 018C,1402,1105,2904,3307,3404,6603,1401,2105,8209,606
E01001207,Ealing 018D,505,2503,808,7109,606,2801,3406,903,8801,208
E01001208,Ealing 018E,309,2705,808,7606,301,2304,42,807,8804,301
E01001212,Ealing 018F,505,2901,604,7101,307,2809,2805,1106,8105,601
E01001222,Ealing 019A,608,2204,809,6106,804,3804,1807,701,8901,303
E01001224,Ealing 019B,307,2901,608,8107,106,1803,3307,601,9202,205
E01001226,Ealing 019C,404,2503,805,6606,602,3304,1905,605,85,306
E01001227,Ealing 019D,402,2702,603,7001,209,2909,3001,608,8507,3
E01001228,Ealing 019E,502,2301,504,6903,404,3007,1902,904,8205,6
E01001221,Ealing 020A,405,2609,5,6904,207,3006,1508,609,8603,408
E01001223,Ealing 020B,8,2806,407,74,207,26,2004,503,8701,403
E01001225,Ealing 020C,405,2102,703,6704,501,3206,1906,903,8404,402
E01001235,Ealing 020D,306,26,508,6903,404,3007,2402,507,8906,205
E01001236,Ealing 020E,407,26,603,6709,805,3201,1705,806,8503,308
E01001273,Ealing 020F,403,2708,502,5009,301,4901,2506,704,8607,209
E01001274,Ealing 020G,409,2003,901,3607,301,6303,2109,1003,8906,205
E01001275,Ealing 020H,705,26,604,6502,9,3408,1503,708,8702,402
E01001195,Ealing 021A,508,2106,1004,4803,703,5107,2706,1408,8605,209
E01001197,Ealing 021B,707,2001,904,5706,709,4204,1905,1507,8404,405
E01001198,Ealing 021C,507,2106,1008,7104,1002,2806,2901,905,86,407
E01001199,Ealing 021D,707,19,1408,6102,1309,3808,2209,1103,8509,408
E01001284,Ealing 022A,403,3207,1102,6806,608,3104,40,1705,8403,305
E01001288,Ealing 022B,506,2103,1307,6806,807,3104,3902,1407,8706,301
E01001289,Ealing 022C,605,2106,1307,6804,907,3106,4506,1002,8902,302
E01001290,Ealing 022D,404,2403,905,71,705,29,2505,907,8606,303
E01001213,Ealing 023A,902,2001,1505,901,709,9009,3204,2301,8001,609
E01001214,Ealing 023B,7,2707,708,807,602,9103,2904,2106,8007,508
E01001215,Ealing 023C,10,17,1106,909,806,9001,2403,2207,7901,609
E01001216,Ealing 023D,708,2104,1009,1305,9,8605,2802,19,7801,609
E01001361,Ealing 023E,1001,1603,1401,7,1001,93,1906,2109,8008,609
E01001240,Ealing 024A,806,1808,1205,4804,1502,5106,2103,18,8307,504
E01001241,Ealing 024B,608,2103,1007,5104,802,4806,2103,1602,8407,401
E01001242,Ealing 024C,705,2008,1407,5109,1105,4801,20,1508,8205,6
E01001243,Ealing 024D,609,1203,1704,4509,1808,5401,1808,1404,8507,503
E01001244,Ealing 024E,802,1507,1707,4309,1907,5601,1709,1505,8301,504
E01001245,Ealing 024F,501,2205,1007,6508,906,3402,2103,908,8803,308
E01001200,Ealing 025A,505,2305,805,6705,808,3205,3301,1102,8703,302
E01001201,Ealing 025B,505,2107,1101,7305,607,2605,3209,1109,8207,601
E01001202,Ealing 025C,701,1508,1505,5302,1406,4608,1502,1706,83,505
E01001203,Ealing 025D,801,1503,806,6306,1001,3604,2105,1405,8204,602
E01001351,Ealing 025E,806,1705,1009,6005,1205,3905,1909,1704,7904,704
E01001359,Ealing 026A,903,1805,904,305,603,9605,3001,2603,8107,605
E01001360,Ealing 026B,807,2008,903,307,304,9603,2703,2103,8004,7
E01001362,Ealing 026C,10,1505,802,709,501,9201,28,2108,8008,606
E01001363,Ealing 026D,909,1809,1203,508,807,9402,2704,2502,8001,609
E01001364,Ealing 026E,1004,1607,1605,1105,1208,8805,1902,2601,7505,9
E01001365,Ealing 026F,902,1902,1003,505,6,9405,29,2401,7902,609
E01001231,Ealing 027A,406,2709,705,6203,208,3707,2703,607,8503,304
E01001234,Ealing 027B,504,2404,702,6403,606,3507,2008,704,8606,402
E01001350,Ealing 027C,608,2106,707,6708,403,3202,23,804,86,407
E01001352,Ealing 027D,402,2209,707,6804,5,3106,2208,802,8705,305
E01001354,Ealing 027E,403,25,605,7003,504,2907,2506,1303,8107,703
E01001249,Ealing 028A,9,1605,1504,4805,1708,5105,1209,17,8205,605
E01001250,Ealing 028B,9,1709,13,6006,1406,3904,21,1706,8006,603
E01001255,Ealing 028C,602,2407,802,6904,804,3006,4607,13,8708,207
E01001383,Ealing 028D,6,2804,8,68,606,32,3909,1001,8701,402
E01001388,Ealing 028E,604,1702,1104,6203,1206,3707,2002,17,8102,505
E01001389,Ealing 028F,603,2304,606,6701,509,3209,2905,1207,8507,409
E01001219,Ealing 029A,1102,1208,2104,2001,3201,7909,1901,2907,7906,605
E01001220,Ealing 029B,1503,1308,2507,2105,3003,7805,10,2904,7809,704
E01001334,Ealing 029C,1207,1601,1704,1007,2106,8903,17,2701,7608,806
E01001337,Ealing 029D,906,2006,1608,3703,1901,6207,2008,1701,8106,505
E01001338,Ealing 029E,1907,2008,1309,1207,1005,8703,2306,2007,7902,707
E01001339,Ealing 029F,1208,1704,2302,1907,21,8003,1801,2107,8105,509
E01001340,Ealing 029G,10,1308,2008,3807,2603,6103,1408,23,7507,708
E01001251,Ealing 030A,504,2407,1009,7105,709,2805,42,1102,8506,404
E01001252,Ealing 030B,704,1701,1201,6402,908,3508,25,1409,8509,309
E01001253,Ealing 030C,605,2204,1301,72,803,28,3702,1502,8606,402
E01001254,Ealing 030D,409,1801,801,7806,503,2104,3803,1303,8508,403
E01001229,Ealing 031A,809,1904,2103,6507,1101,3403,2506,2208,7909,702
E01001230,Ealing 031B,906,3005,605,7404,708,2506,2901,8,87,302
E01001232,Ealing 031C,608,2603,1204,6505,801,3405,2806,1501,8403,406
E01001233,Ealing 031D,502,2209,11,6808,801,3103,26,1504,8207,505
E01001237,Ealing 031E,408,2804,501,7905,208,2005,2505,1001,8704,405
E01001386,Ealing 031F,409,2901,408,8207,307,1703,3504,703,9103,207
E01001303,Ealing 032A,309,2805,8,8004,208,1906,34,508,8904,203
E01001382,Ealing 032B,301,2809,503,7708,308,2202,3909,707,8901,209
E01001384,Ealing 032C,302,2703,503,7107,407,2803,3804,808,8902,207
E01001385,Ealing 032D,307,2406,604,7706,206,2204,3507,804,9002,2
E01001387,Ealing 032E,509,2702,502,7506,4,2404,2801,904,8501,402
E01001353,Ealing 033A,601,17,1101,63,1303,37,1701,1204,8501,406
E01001355,Ealing 033B,609,2205,1001,6609,1102,3301,2708,1306,7809,802
E01001356,Ealing 033C,1502,1008,18,3409,3302,6501,7,2608,7707,906
E01001357,Ealing 033D,907,1607,2101,43,28,57,1801,1909,8403,503
E01001358,Ealing 033E,1502,1109,2705,3205,3207,6705,506,2702,7901,802
E01001375,Ealing 034A,303,2702,601,8706,101,1204,3603,506,9108,202
E01001377,Ealing 034B,303,2702,503,8404,302,1506,28,705,8907,207
E01001379,Ealing 034C,207,2903,601,8703,103,1207,4205,505,9101,204
E01001381,Ealing 034D,602,2202,7,7106,704,2804,2509,1205,8509,407
E01001248,Ealing 035A,507,2607,1109,6402,809,3508,3501,1706,8203,409
E01001299,Ealing 035B,5,3203,701,75,402,25,3401,1009,8505,4
E01001305,Ealing 035C,308,3003,8,7604,401,2306,4406,809,8804,303
E01001306,Ealing 035D,501,2705,5,8006,206,1904,3605,801,8701,304
E01001366,Ealing 037A,1004,1806,1301,609,1105,9301,2905,2206,8203,501
E01001367,Ealing 037B,1004,1205,1108,808,1007,9102,1802,2502,8107,602
E01001368,Ealing 037C,9,2101,1207,705,1101,9205,3106,2201,8002,608
E01001370,Ealing 037D,1106,2104,1302,1001,803,8909,3102,2308,8203,507
E01001371,Ealing 037E,1009,1707,18,902,1603,9008,2107,2209,8201,506
E01001372,Ealing 037F,1007,1508,1504,804,1304,9106,3004,2102,8209,5
E01001373,Ealing 037G,905,1809,1301,703,1208,9207,34,2407,8205,6
E01001333,Ealing 038A,1209,1404,1305,1107,13,8803,1607,2307,7807,702
E01001335,Ealing 038B,705,2605,607,2301,308,7609,3804,1903,7904,601
E01001336,Ealing 038C,8,2608,904,2404,606,7506,2602,2104,7705,8
E01001369,Ealing 038D,1104,19,1108,1003,1005,8907,2601,2606,79,707
E01001300,Ealing 039A,303,2602,706,78,302,22,4303,606,8904,209
E01001301,Ealing 039B,4,2606,605,7205,601,2705,2702,1005,8604,4
E01001302,Ealing 039C,502,2408,806,7502,508,2408,3808,905,8804,3
E01001304,Ealing 039D,305,24,6,7701,502,2209,3603,9,8701,309
E01001374,Ealing 040A,406,2801,809,7509,905,2401,3408,1003,8607,5
E01001376,Ealing 040B,609,2101,1104,6608,1101,3302,2601,1302,8301,7
E01001380,Ealing 040C,309,2509,406,8008,405,1902,3101,805,8905,303
E01032572,Ealing 040D,401,2306,507,7806,502,2104,2704,808,8901,304
E01001444,Enfield 001A,808,2804,19,6209,2104,3701,4104,2802,8105,507
E01001446,Enfield 001B,1008,2307,1609,6308,2101,3602,3506,29,8203,501
E01001546,Enfield 001C,1006,2407,2208,6501,1907,3409,3505,2702,8301,402
E01001552,Enfield 001D,605,3005,1508,6707,1805,3203,3903,2604,8003,508
E01001442,Enfield 002A,1407,1501,3207,5804,2408,4106,1802,3303,8002,601
E01001545,Enfield 002B,1205,1508,2708,60,2204,40,2104,3307,7804,705
E01001547,Enfield 002C,1007,2406,1706,6003,2102,3907,3308,2704,7708,601
E01001548,Enfield 002D,1002,2104,2304,5905,2304,4005,3008,31,8107,509
E01001551,Enfield 002E,1207,2003,2201,6605,1801,3305,2402,3608,7505,802
E01001445,Enfield 003B,901,1901,2004,5303,2504,4607,3609,2103,8405,307
E01001447,Enfield 003C,1505,2206,2107,6006,2204,3904,2008,3202,7705,707
E01001448,Enfield 003D,1205,1905,2209,4909,3006,5001,3501,2605,8008,7
E01001449,Enfield 003E,12,2506,2303,5709,2507,4201,36,30,8203,501
E01033148,Enfield 003F,1201,1606,2905,4506,3404,5404,3402,2306,8308,504
E01033150,Enfield 003G,903,1505,2606,4207,3007,5703,3603,1406,8704,307
E01001408,Enfield 004A,6,2904,1303,8406,601,1504,4902,1706,85,402
E01001411,Enfield 004B,6,2602,1303,8204,308,1706,4207,1505,8508,308
E01001412,Enfield 004C,605,3308,1403,8104,803,1806,3003,2605,81,508
E01001413,Enfield 004D,309,3406,705,9105,205,805,4007,1708,8208,505
E01001414,Enfield 004E,1009,1604,2004,7001,1005,2909,1803,3007,7506,902
E01001407,Enfield 005A,605,2709,1502,7809,804,2101,4407,2003,8302,408
E01001409,Enfield 005B,1008,1704,1707,6105,1603,3805,3407,2207,8205,508
E01001410,Enfield 005C,1401,1508,2406,6308,1803,3602,2408,29,7807,703
E01001516,Enfield 005D,901,2204,2007,5903,1802,4007,3106,2801,8008,701
E01001537,Enfield 005E,504,2501,1401,7901,809,2009,4103,1603,8405,403
E01001439,Enfield 006A,1108,1404,2701,5509,2203,4401,2204,3208,8006,509
E01001441,Enfield 006B,13,1804,1906,5803,2504,4107,2709,3103,8008,504
E01001517,Enfield 006C,1404,1604,2401,5403,2406,4507,20,3801,78,608
E01001549,Enfield 006D,1601,14,2704,5209,2502,4701,2207,3009,8108,602
E01001550,Enfield 006E,1203,2009,2302,6601,1508,3309,36,2806,8102,507
E01001433,Enfield 007A,1408,1905,2906,6406,1806,3504,2906,3102,8006,607
E01001434,Enfield 007B,708,2409,1607,63,1603,37,4304,2606,8201,405
E01001435,Enfield 007C,803,3105,1902,58,2102,42,4408,2806,8203,409
E01001436,Enfield 007D,902,2808,1807,5908,2009,4002,3807,2901,8201,5
E01001438,Enfield 007E,1201,23,2407,5601,2504,4309,3304,2505,8106,5
E01001469,Enfield 008A,602,30,1303,7609,701,2301,3608,2106,8109,503
E01001536,Enfield 008B,507,2908,1008,8607,403,1303,3404,1703,8306,407
E01001540,Enfield 008C,606,2901,1105,8106,508,1804,3807,1502,8304,401
E01001541,Enfield 008D,404,2605,808,8404,307,1506,4608,1506,8606,308
E01001542,Enfield 008E,704,2209,1304,7601,904,2309,3306,2008,8103,406
E01001538,Enfield 009A,502,3403,1108,8405,508,1505,4604,1603,8508,209
E01001539,Enfield 009B,502,30,1005,8209,505,1701,3907,1707,8307,308
E01001543,Enfield 009C,502,3504,1001,7906,607,2004,4608,1805,8409,307
E01001544,Enfield 009D,505,3709,607,83,402,17,3709,19,8105,405
E01001457,Enfield 010A,408,3106,605,8207,4,1703,3203,1506,8008,404
E01001468,Enfield 010B,303,3002,804,7109,809,2801,3101,2408,8103,402
E01001471,Enfield 010C,608,2806,607,8001,409,1909,3501,1803,8106,403
E01001472,Enfield 010D,504,2903,807,8403,402,1507,3503,1606,8204,501
E01001474,Enfield 010E,303,3501,7,8301,306,1609,3508,1306,8602,303
E01001415,Enfield 011A,604,3102,807,7708,407,2202,2306,2302,7808,601
E01001417,Enfield 011B,208,3803,5,7703,407,2207,4006,1306,8606,301
E01001418,Enfield 011C,708,2907,1007,7401,508,2509,2709,22,7804,507
E01001422,Enfield 011D,306,3904,604,7508,4,2402,4105,1301,8805,202
E01001440,Enfield 012A,11,2206,1709,5404,2007,4506,3503,33,7905,609
E01001504,Enfield 012B,909,2801,1703,5206,2109,4704,37,2807,8202,504
E01001505,Enfield 012C,1108,2102,2006,4507,2201,5403,3404,2408,8005,502
E01001507,Enfield 012D,1107,1603,18,4405,3009,5505,2006,2705,8009,608
E01001508,Enfield 012E,1005,1809,2003,4205,2902,5705,2405,2504,8008,508
E01001513,Enfield 012F,904,1805,1904,6509,1402,3401,3207,2706,8108,501
E01001416,Enfield 013A,406,3705,7,7205,302,2705,4306,1407,8503,306
E01001470,Enfield 013B,401,32,905,85,204,15,36,1707,8304,401
E01001473,Enfield 013C,806,3207,1507,7506,608,2404,3501,2102,79,605
E01001475,Enfield 013D,406,3901,608,7504,201,2406,4006,18,84,308
E01001437,Enfield 014A,13,1606,2302,5203,2406,4707,2005,3103,7901,706
E01001506,Enfield 014B,1209,1407,2406,4005,3109,5905,2801,2803,8302,506
E01001509,Enfield 014C,1002,1506,23,4109,27,5801,2806,26,8102,604
E01001510,Enfield 014D,1802,704,3005,4209,2804,5701,504,3304,7805,607
E01001405,Enfield 015A,603,2904,709,8008,505,1902,2704,23,7808,504
E01001406,Enfield 015B,701,2502,1603,6908,1302,3002,36,1909,8301,508
E01001450,Enfield 015C,707,2303,1207,7506,906,2404,2501,1805,8301,404
E01001512,Enfield 015D,608,2008,1308,7409,805,2501,4206,1906,8303,404
E01001515,Enfield 015E,1208,1501,2302,5108,2503,4802,2103,2504,8302,506
E01001401,Enfield 016A,509,2907,906,7203,803,2707,4803,2004,8409,207
E01001478,Enfield 016B,902,2605,20,5908,1802,4002,3709,2602,8004,5
E01001484,Enfield 016C,703,2404,1704,6103,1601,3807,3901,2803,80,605
E01001511,Enfield 016D,604,2306,16,6702,1007,3208,4702,2106,85,306
E01001514,Enfield 016E,707,2103,2006,6806,1402,3104,4006,2003,8403,402
E01001518,Enfield 016F,701,2507,1406,7004,1105,2906,4006,1607,86,4
E01001451,Enfield 017A,405,3501,709,8405,501,1505,36,1802,8105,403
E01001452,Enfield 017B,302,4004,806,7801,307,2109,4507,1502,8704,301
E01001453,Enfield 017C,603,3606,703,80,402,20,3504,15,8404,502
E01001454,Enfield 017D,402,3104,803,8006,303,1904,35,1406,8601,301
E01001476,Enfield 018A,807,2403,1709,5106,2503,4804,3406,2804,8007,509
E01001477,Enfield 018B,10,2104,1904,4709,28,5201,3005,3201,8001,6
E01001481,Enfield 018C,903,2604,1409,4703,2906,5207,3808,2809,8008,508
E01001502,Enfield 018D,902,1902,1902,4602,27,5308,3009,2404,8001,605
E01001503,Enfield 018E,903,2601,19,52,22,48,3506,2508,8004,502
E01001520,Enfield 019A,608,2805,1305,6706,505,3204,3006,17,8204,501
E01001522,Enfield 019B,508,2102,1806,6701,703,3209,36,1702,8309,701
E01001523,Enfield 019C,608,2909,903,7508,307,2402,3508,18,8302,404
E01001524,Enfield 019D,807,2609,1403,5906,1104,4004,3006,1707,8405,402
E01001526,Enfield 019E,6,3207,806,7601,4,2309,3606,1409,83,401
E01001419,Enfield 020A,607,3209,907,7109,403,2801,2706,1606,8202,407
E01001420,Enfield 020B,809,2408,17,7202,604,2708,2709,2307,8005,6
E01001421,Enfield 020C,902,22,1607,6709,701,3201,2201,27,7602,608
E01001519,Enfield 020D,606,2403,905,6105,609,3805,20,1208,8506,307
E01001525,Enfield 020E,508,2405,14,7109,6,2801,3006,1901,8106,5
E01001398,Enfield 021A,402,3801,1004,79,706,21,5201,16,8604,307
E01001399,Enfield 021B,209,3701,806,7308,902,2602,4801,1801,8509,308
E01001400,Enfield 021C,409,3904,1002,7607,703,2303,3207,23,80,408
E01001402,Enfield 021D,404,3201,1001,7406,408,2504,4008,1507,8502,401
E01001403,Enfield 021E,605,3002,908,6807,1109,3103,37,24,81,502
E01001455,Enfield 021F,405,3508,11,7802,804,2108,4601,1706,8304,502
E01001456,Enfield 022A,209,3409,5,8404,306,1506,4505,1208,8804,205
E01001564,Enfield 022B,408,2806,706,8109,308,1801,4308,1304,8508,302
E01001567,Enfield 022C,408,3606,6,8304,305,1606,3906,1305,8605,206
E01001568,Enfield 022D,409,4305,807,7703,405,2207,4101,1607,8507,207
E01001569,Enfield 022E,3,3107,901,7704,507,2206,2907,1406,8605,308
E01001479,Enfield 023A,907,1904,1809,4302,3101,5608,3106,2903,78,704
E01001482,Enfield 023B,1104,1907,1901,3905,3308,6005,2509,2805,7906,701
E01001487,Enfield 023C,1201,1605,21,3901,3406,6009,2601,2709,7904,7
E01001489,Enfield 023D,807,22,2201,4504,3002,5406,3207,3007,8006,504
E01001491,Enfield 023E,1103,1502,2606,3608,3607,6302,2501,2607,8204,507
E01001459,Enfield 024A,801,2709,1609,4801,2406,5109,3701,2403,8002,506
E01001460,Enfield 024B,1201,15,2104,3709,3504,6201,2207,2708,8206,607
E01001462,Enfield 024C,1108,1508,2204,3606,3301,6304,2801,2303,8002,603
E01001480,Enfield 024D,809,2301,1505,5105,2005,4805,3505,26,8008,601
E01001488,Enfield 024E,1105,1902,2202,4006,35,5904,3408,2208,8301,5
E01001483,Enfield 025A,1301,1406,1706,4108,3009,5802,2102,28,7605,9
E01001485,Enfield 025B,11,17,2408,4202,3106,5708,2402,2902,8002,603
E01001486,Enfield 025C,1201,1607,2205,4108,34,5802,2002,3107,7806,709
E01001492,Enfield 025E,1104,1808,2507,4202,3007,5708,34,28,80,601
E01033146,Enfield 025F,1408,1106,2606,4105,3301,5805,2007,2907,81,7
E01033151,Enfield 025G,1502,1507,3003,4009,3509,5901,1404,3004,7904,705
E01001404,Enfield 026A,709,2907,16,6204,1308,3706,3703,2302,8007,506
E01001493,Enfield 026B,907,2008,14,6708,1107,3202,2607,2405,7805,706
E01001494,Enfield 026C,703,3603,1002,5709,12,4201,4104,2506,7807,503
E01001496,Enfield 026D,502,3107,1103,6304,1001,3606,40,2103,8206,4
E01001570,Enfield 026E,603,2201,1503,6908,1004,3002,3602,1906,8303,504
E01001423,Enfield 027A,1104,2106,1701,4304,2505,5606,3003,3109,7806,605
E01001425,Enfield 027B,1606,1104,2602,4001,35,5909,1702,2706,8104,601
E01001428,Enfield 027C,1307,1604,2207,4401,2506,5509,2708,3207,7603,709
E01001461,Enfield 027D,1406,1207,2306,4209,3107,5701,19,2907,79,709
E01001464,Enfield 027E,904,2101,2103,5601,2104,4309,3209,3504,7603,806
E01001521,Enfield 028A,503,2801,803,70,208,30,3007,1304,8401,4
E01001531,Enfield 028B,308,3104,707,7808,209,2102,4109,1206,8607,302
E01001532,Enfield 028C,303,3101,704,7604,403,2306,4105,804,8701,302
E01001533,Enfield 028D,408,44,608,7509,303,2401,4008,1506,8203,406
E01001535,Enfield 028E,505,36,903,6701,408,3209,3305,1905,83,407
E01001495,Enfield 029A,408,2708,803,7704,609,2206,35,1408,8601,402
E01001498,Enfield 029B,605,2502,1109,6506,707,3404,31,1607,86,306
E01001563,Enfield 029C,505,2302,709,7208,704,2702,3609,1308,8404,406
E01001565,Enfield 029D,603,2602,1007,6805,608,3105,3607,1705,8108,5
E01001566,Enfield 029E,504,2809,605,7904,401,2006,4202,1402,85,404
E01001424,Enfield 030A,1404,1101,28,3907,3609,6003,1305,2302,8005,7
E01001426,Enfield 030B,14,1705,2307,4204,3205,5706,2506,3008,7905,607
E01001427,Enfield 030C,1501,1209,2701,3505,4003,6405,1309,3302,8006,608
E01001429,Enfield 030D,1601,1103,2003,3703,3808,6207,506,3406,7404,906
E01001430,Enfield 030E,1708,1007,3104,3501,4009,6409,1801,33,8104,503
E01001463,Enfield 031A,903,2908,1809,5007,1903,4903,3509,2903,8102,505
E01001465,Enfield 031B,1101,2807,1708,5201,1807,4709,3905,2505,78,507
E01001466,Enfield 031C,11,1704,2302,4703,2502,5207,3307,26,8307,5
E01001467,Enfield 031D,906,1806,2209,4305,2706,5605,3508,2109,84,405
E01001497,Enfield 031E,707,2804,1504,6301,1403,3609,3902,2703,8006,605
E01001499,Enfield 031F,1005,3305,1107,5506,1109,4404,36,24,7801,7
E01001392,Enfield 032A,503,2705,909,65,702,35,35,1404,8501,309
E01001528,Enfield 032B,1106,1605,2705,5107,1808,4803,1803,22,8003,702
E01001529,Enfield 032C,904,1607,1807,5906,1302,4004,1705,2007,8001,6
E01001530,Enfield 032D,709,27,1108,5702,509,4208,3006,1606,8202,403
E01001534,Enfield 032E,407,3409,803,6106,704,3804,3101,1605,8303,408
E01001431,Enfield 033A,1406,1307,2403,4309,30,5601,2105,2902,7908,608
E01001432,Enfield 033B,1007,1306,25,3409,3901,6501,2601,2502,8105,408
E01001555,Enfield 033C,1303,1809,2005,3501,34,6409,3303,27,8106,506
E01001557,Enfield 033D,901,1904,2405,4106,3307,5804,3401,2605,81,503
E01001558,Enfield 033E,1108,1204,29,3505,3102,6405,2208,2506,8303,506
E01001559,Enfield 033F,1108,1507,26,4105,3608,5805,2808,2808,79,708
E01001394,Enfield 035A,807,2404,1401,5704,1209,4206,2601,23,7805,7
E01001395,Enfield 035B,1201,1701,2706,54,1501,46,2407,22,80,607
