Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,lntheft
E01000700,Bromley 013A,8.88005302,70.7090789,20.3,25.8,31.2,8,84.6,11.3,4.1,27.8,56.3,12.9,16.2,11.9,12.2,2,12.2,40.2,5.2,1.66799436
E01000701,Bromley 015B,9.64581763,71.5900528,20.4,25.5,35.7,7.7,85.2,10.2,4.6,26,56.6,14.9,14.6,14,14.5,1.9,14.7,35.5,4.8,-0.2829208
E01000702,Bromley 013B,10.3709311,72.1423164,21.2,29.4,31.6,8.2,88.3,8.8,2.9,22.7,54.9,18.7,14.1,12.6,14.8,3,12.8,37.6,5.1,0.82022326
E01000703,Bromley 013C,9.75609756,69.9812383,21.6,25.5,34.1,7.9,88.1,8.8,3.1,26.5,49,19,10.3,9.6,14,1.5,12.5,47.5,4.6,2.74949739
E01000704,Bromley 015C,12.8808864,65.3739612,23.4,25.3,32.4,8.1,84.8,11.7,3.5,23.3,50.1,21.4,20.4,13.8,16.5,2.2,11.7,30.6,4.9,1.01887732
E01000705,Bromley 015D,9.69465649,69.389313,18.4,22.7,36.5,8.8,85,11.3,3.7,38.1,41.6,16.1,14.4,13.2,15.4,2.2,11.6,35.5,7.6,1.33941078
E01000706,Bromley 013D,13.4570766,68.2134571,21,23.9,37.9,6.3,82.3,13.8,3.9,28.1,49.9,17.3,18.8,13.9,15.6,3.8,11,30.7,6.2,2.04561999
E01000707,Bromley 041A,7.76632302,65.1546392,38.1,28.4,21.5,6,90.6,7.6,1.8,13.8,61.4,21.6,9.5,11.7,13.2,1.9,10,50.4,3.3,1.23443201
E01000708,Bromley 041B,14.5819831,64.9384316,22.2,28.9,30.9,8.2,85.2,11,3.8,22.8,50.8,20.9,16.4,13.5,14.5,2.1,13.9,34.4,5.2,1.9641667
E01000709,Bromley 006A,23.9939256,65.6795748,9.1,22.5,58.8,4.7,79.7,14.4,5.9,40.5,48,10.2,19.1,11.4,12.2,1.4,8.4,42.3,5.2,3.55328497
E01000710,Bromley 006B,15.0778816,73.1464174,11,29.5,45.4,7.8,87.6,9.8,2.6,27,56.6,13.3,12,9.5,12.4,1.1,10.9,48.3,5.9,2.23492644
E01000711,Bromley 006C,17.3356603,74.054683,7.7,28.3,52.5,6.6,84.5,10.6,4.9,31.4,55.7,11.6,13.3,9,12.9,1.1,11.4,46.7,5.6,2.59375149
E01000712,Bromley 012A,18.5252895,69.7135893,12.8,31.1,42.9,6.8,88.1,9.4,2.4,22,57.1,17.1,10,10.3,14.1,1.7,11,48,5,1.70191877
E01000713,Bromley 012B,15.534554,71.0572947,13.2,30.4,43.3,5.6,87,10.3,2.7,19.7,58.6,18.2,9.4,11.9,12.4,1.2,11.9,47.7,5.5,1.77608299
E01000714,Bromley 006D,13.0294906,74.9597855,9.8,27.6,47.4,7.9,87.5,9.3,3.2,33.1,55.1,10.1,9.9,10.7,13.1,1.5,13.2,45.9,5.7,4.36034557
E01000715,Bromley 012C,22.3898612,65.6608328,12.8,30.7,46.1,5.9,83.6,13,3.4,25.1,53.8,17.3,12.5,9.4,13.8,1.9,10.3,46.7,5.4,1.69221584
E01000716,Bromley 011C,25.0972763,61.2191958,16.4,32.8,39.9,5.3,83.4,11.8,4.8,21.2,44.3,26.5,13.3,10.1,14,2.4,11.6,43.8,4.7,2.93421555
E01000717,Bromley 011D,16.0969546,72.6538222,10.2,28.2,48,5.6,85.6,11.4,2.9,24,53.4,18.1,10.7,11.4,14.2,2.2,11.7,44.5,5.2,1.3161466
E01000718,Bromley 006E,10.7714702,67.1033479,14.1,22.2,39.8,7.3,85.9,9.8,4.3,35.3,47.4,13.7,17.2,14.5,15.3,1.7,11.9,34.3,5.2,1.06856817
E01000719,Bromley 019A,11.7088608,64.1877637,18.6,23,34.5,6.3,82.1,12.2,5.6,29.1,52.9,14.7,23.5,17.9,16.5,3.3,11.7,20.5,6.7,4.37753343
E01000720,Bromley 019B,8.82352941,63.9705882,17.5,22.9,31.4,7.8,82.4,12.8,4.8,29.5,49.6,15.6,29.9,15.7,16.7,2.8,9.8,19.9,5.2,2.28278247
E01000721,Bromley 019C,11.7558402,60.2863602,20,18.1,31.5,5.5,77.6,16.4,6,41.8,41,15.1,33.2,18.5,14.3,3.3,10.8,14,5.9,1.79652079
E01000722,Bromley 023A,15.2200489,63.6919315,19.2,31.1,29.5,6.7,82.1,13.1,4.8,24,47.2,21.3,27,17.4,15.2,4.3,11.9,18.6,5.6,3.93856256
E01000723,Bromley 029A,28.3079391,58.7810746,14.8,45.8,27.3,3.4,76.3,17.6,6.2,15.5,48,28.7,29.4,19.1,14.9,4.3,10.8,16.9,4.6,0.47240651
E01000724,Bromley 019D,11.7045455,59.0340909,19.9,18.7,27.7,8,80.1,13.4,6.5,40.5,39.3,16.2,34,15.7,16,2.2,10,16.8,5.3,1.0441241
E01000725,Bromley 023B,13.345521,63.9853748,16,23,40.5,5.2,80.7,14.6,4.7,35.4,45,16.4,24.7,19.1,16,2.7,11.4,21.5,4.6,3.00120175
E01000726,Bromley 029B,22.698908,61.3884555,15.4,36.4,34.6,4.4,80.7,13.5,5.9,20.5,46.9,28.5,22.6,18.3,16.2,5.3,9.7,22.4,5.4,1.36101655
E01000727,Bromley 028A,20.6052801,61.8158403,18.9,33.8,33,5.2,81.2,12.6,6.2,24,47.5,22.1,23,15.5,16.6,4.3,9.6,25.5,5.6,3.43101247
E01000728,Bromley 019E,20.5302515,60.1631543,14.2,33,32.7,4.7,79.9,13.8,6.3,24.8,45.8,23.9,33.4,16.3,14.4,2.8,10.4,18.1,4.6,4.05670881
E01000729,Bromley 014A,11.9461582,62.9837353,15.9,17.8,43.8,3.8,77.5,15,7.6,42.6,41.4,13.6,34.1,19.2,16.6,2.9,8.8,13.4,4.9,3.35352829
E01000730,Bromley 014B,8.17865429,62.1809745,20.8,16.5,26.3,8.3,80.5,12.6,6.9,36.1,45,16.3,30.7,19.1,17.3,2.2,11,14.5,5.2,2.28856617
E01000731,Bromley 023C,13.0594277,63.0227439,17.3,30.1,23.9,5.5,81.1,13.5,5.4,23.9,44.5,24.1,29.3,20,14.9,2.4,10,17.7,5.7,1.07660621
E01000732,Bromley 023D,18.6440678,61.8305085,22.3,36.3,25,5.1,83.2,11.4,5.4,17,43.4,28.3,22.2,14.6,15.6,4.4,11.5,26.9,4.9,1.40310148
E01000733,Bromley 023E,16.3841808,63.3396108,21.4,29.5,27.2,7.5,80.9,13.4,5.8,22.7,44.1,24.7,24,17.8,16.9,3.8,12.3,19.3,5.9,1.61382251
E01000734,Bromley 028B,14.4117647,61.9852941,26.6,31.2,18.7,7.1,85.4,11.2,3.4,15,45.4,27.8,18.5,16,18.3,3.9,12.3,27.5,3.5,1.48427477
E01000735,Bromley 014C,13.2749326,62.3315364,24.4,22.1,28.8,8.5,79.2,14.6,6.1,26.9,44.7,20.3,31.9,17.6,16.4,2.7,11.3,15.5,4.5,1.80248343
E01000736,Bromley 010C,15.1923077,61.7307692,23.9,26.7,29,4.9,80.6,14.4,5.1,25.4,40.9,25.2,28.4,17.8,16.3,3.8,10.7,18.5,4.5,1.75253876
E01000737,Bromley 010D,20.1161946,58.6056645,15.9,26.6,35,5.7,76,15.3,8.6,27.4,45.2,19.7,30.4,17.2,14.8,3.3,10.1,19.6,4.7,1.98267787
E01000738,Bromley 014D,19.3844139,59.5284872,18.4,32.4,28.8,7.4,77.4,17,5.6,20.9,44.9,26.1,29.1,16.2,17.4,3.5,9.5,19.3,5.1,2.9439908
E01000739,Bromley 014E,15.1674327,57.9776756,17.8,19.1,36.4,5.8,75.5,15.2,9.3,39.1,43.7,12.9,34.4,17,18.4,2.2,8.3,14.4,5.3,0.96561229
E01000740,Bromley 005A,4.44059977,74.6828143,14.4,15,48.7,9.4,86.4,10.5,3.1,55.7,38.5,4.8,12.7,11.9,13.6,1.5,10.9,36.6,12.9,3.21076924
E01000741,Bromley 005B,5.86380832,77.4905422,10.2,18.6,50.7,6.5,82.5,12,5.5,57,35.5,6.1,15.9,12,12.4,1,10,42.2,6.5,2.71683871
E01000742,Bromley 005C,4.25953442,77.2659733,10.7,19.1,48.4,8.6,86,10.8,3.1,50,42.6,6.5,12.5,12.2,12.3,1.5,9.4,44,8,1.08915713
E01000743,Bromley 009A,11.5819209,67.8531073,10.9,14.7,44.9,7.6,76,15.8,8.1,56.5,35.8,5.9,26.2,12.8,13.4,1.2,9.4,29.4,7.6,2.06807778
E01000744,Bromley 009B,12.2795558,65.3167864,11.6,15.7,43.4,7.8,74.5,15.4,10.1,54.8,35.6,7.5,27.8,15.1,14.5,1.5,11.4,18.7,11.1,2.21313621
E01000745,Bromley 005D,8.02504269,73.7620945,12.2,20.8,43,10.3,83.7,12.1,4.2,47.7,44.4,6.9,12.6,10.4,13.2,1.5,10.1,44.3,8,2.26960553
E01000746,Bromley 005E,8.934338,73.3584499,12.5,23.3,44.7,7.3,85.8,10.1,4.1,47.4,42.7,7.7,13.1,8.8,12.8,0.9,10.5,46.9,7.1,2.15308808
E01000747,Bromley 042B,15.2083333,62.7604167,23.7,37,25.4,5.3,86.1,11.2,2.7,10,40,34.9,20.1,14.4,18.4,4.3,11.6,27.1,4.1,2.29211379
E01000748,Bromley 042C,26.1548065,59.051186,16.6,44.9,26,6,81.8,14.2,3.9,6.6,36.4,35.1,23.1,13.8,17.2,4,11.6,25.6,4.7,2.09369651
E01000749,Bromley 036A,25.6297229,56.9899244,22.7,42.9,21.8,6.3,82.4,13.5,4.1,9.5,36.8,37.9,22.9,14,16.5,4.9,9.9,28,3.7,0.63613693
E01000750,Bromley 036B,18.4986595,62.8686327,15.5,25.3,36.1,5.7,77.1,16.2,6.6,28,46.9,18.6,28.8,15.9,17.1,2.7,11,19,5.5,0.69849479
E01000751,Bromley 036C,19.1330344,59.2426507,26.9,29.4,29.2,5.1,84.8,11.8,3.4,19.2,45.1,27.1,19.3,13.6,18,2.5,10.3,31.7,4.6,2.24779791
E01000752,Bromley 036D,30.7596513,52.8019925,14.8,32.9,38.7,4.2,80.8,14.5,4.7,20.8,47.4,25.1,23.7,13.3,16.2,4.3,10.4,26.9,5.2,3.10977232
E01000753,Bromley 031A,28.6821705,53.1561462,22.4,41.1,25.6,4.4,82.9,12.8,4.2,10.3,45.6,34.1,15.6,14.1,17.3,3.2,11.2,34.6,3.9,1.60611012
E01000754,Bromley 031B,20.5373134,59.880597,21.5,28.7,35.1,3.4,84.8,12.8,2.4,19.8,49.9,24.6,16.5,14.3,17.9,2.4,12.8,29.9,6.2,1.96909348
E01000756,Bromley 033D,20.8573257,59.6289187,24.1,41.8,22.2,5.2,85.6,11.8,2.6,8.9,37.5,34.3,16.6,12.3,20.4,2.7,12.4,32.1,3.4,3.71227603
E01000757,Bromley 031D,22.281521,61.4409606,24.8,46.4,20,3.8,86.8,10.7,2.5,8.3,45.4,35.3,14.6,13.1,17.9,3.5,11.7,34.7,4.5,1.20463969
E01000758,Bromley 031E,21.9066937,60.7167005,24.5,40.8,23.2,3.7,84.2,12.5,3.3,16.6,46.5,28.3,12.6,12.1,19.4,3,12.8,35.8,4.3,1.55454397
E01000759,Bromley 034A,15.9533074,63.229572,33.2,38.6,17.1,5.3,87.7,10,2.3,7.7,33.2,43,15.6,15.8,18.6,3.3,13.2,29.7,3.8,0.66553201
E01000760,Bromley 034B,20.0266134,61.6766467,26,35.1,25.5,4.5,83.6,12.6,3.9,18.2,37.8,33.3,19.5,13.4,18.1,4.1,12,27,6,2.07744354
E01000761,Bromley 034C,15.0128866,63.3376289,29.1,40.4,19.1,4.2,87.6,10.1,2.3,8.3,40.4,39,15.1,16.4,21.1,2.9,13.6,27,4,0.65906787
E01000762,Bromley 018D,23.4750462,60.6284658,18,31.1,36.5,6.9,83.8,12.3,3.9,16.6,53.7,23.8,13.1,11.9,17.6,2.3,11.6,39.5,4,1.30748318
E01000763,Bromley 027A,15.8402204,63.15427,30.2,38,18.2,5.7,87.6,9.8,2.5,8.8,42.4,34.2,13.8,18.1,19.9,3.4,13,27.9,3.9,1.70649963
E01000764,Bromley 027B,18.3281734,60.8668731,25.8,28.3,26.7,5.4,83.5,12.4,4.1,16.1,49.8,25.6,22.4,13.7,16.8,3.5,11.1,27.2,5.2,1.60010659
E01000765,Bromley 034D,16.5492958,63.2629108,24.3,33,27.7,5.7,86.6,10.3,3.1,15.2,45.2,30.8,13.6,14.2,18.8,3.4,13.2,33.1,3.8,2.55806402
E01000767,Bromley 027D,15.8566221,61.5431349,31.8,38,18.1,4.8,88.1,9.4,2.6,13.2,39.1,35.5,13.7,13.3,19,3.1,12.6,34.6,3.8,1.11108981
E01000769,Bromley 024A,11.9266055,69.0190543,26,34.1,18.9,7.3,83.4,12.1,4.4,15.9,43.4,27.1,17.2,16.2,18.4,3.1,12.1,29.6,3.4,2.5418298
E01000770,Bromley 012D,29.4611617,56.6829951,15.9,35.9,39.8,5.2,85.7,11,3.3,22.4,48.2,22.9,10.7,9.2,15.8,1.9,10.2,46.9,5.4,2.20797446
E01000771,Bromley 041C,15.7186544,64.0978593,29.7,37.3,20.3,4.7,88.3,9.4,2.3,14.2,50,30.2,14.6,10.9,13.9,3.1,12.5,40.4,4.7,2.59939965
E01000772,Bromley 012E,28.9577836,55.408971,17.7,33.7,39.9,3.8,82.6,13.3,4.2,21.3,49,22.9,15.9,7.7,15.6,2.9,10.1,43.4,4.5,0.682537
E01000773,Bromley 024B,21.1702827,57.790927,25.3,34.2,26.9,3.3,84.6,11.5,3.9,19.5,46.4,25.6,18.2,13.2,15.7,2.9,11.1,33.9,4.9,1.66007353
E01000774,Bromley 041D,14.1887305,64.8336728,27.4,33.2,24.3,4.1,86.8,9.9,3.3,16,51.3,24.3,17,15.2,16.5,4.5,12.2,29.8,4.8,2.74819308
E01000775,Bromley 024C,14.5631068,61.8711386,31.8,29,23.9,5.7,87.7,9.7,2.6,13,42.8,32.8,16.6,14.4,17.1,1.6,11.5,34.2,4.6,2.76550278
E01000777,Bromley 024D,14.5500957,63.2418634,31.5,34,17.9,5.3,87.4,9.2,3.4,12.7,49.2,27.8,15.8,15.6,17.7,3.8,14.1,29.2,3.9,1.34259651
E01000778,Bromley 024E,13.4810127,64.2405063,27,27.7,27.5,6.5,86.8,10.4,2.8,21.2,44.2,26.9,19.8,16.1,17.8,3.9,14.2,24.9,3.3,2.3757885
E01000779,Bromley 001A,21.0867802,65.5312247,16.9,32.5,34.3,8.5,78.4,16.4,5.2,20,47,26.1,19.6,14,14.2,2.3,10.8,33.6,5.5,4.78098236
E01000780,Bromley 001B,15,63.9864865,15.6,27.9,29.9,7.8,80,14.7,5.3,34.6,41.9,19.4,24.3,19.5,14.1,3,9.6,23.4,6.1,2.00585319
E01000781,Bromley 001C,11.6262976,62.5605536,18.2,20.2,30.9,6.2,79.1,14.5,6.4,40.2,42.8,13.4,28.1,21.4,16.9,2.8,9.1,16,5.8,2.02978595
E01000782,Bromley 001D,13.0464955,62.8730049,14.1,17.8,40.5,6.6,77.7,15.2,7.1,45.1,41.7,10.8,33.7,16,14.5,2.9,10.5,15.4,6.9,2.27372001
E01000783,Bromley 001E,12.7079175,61.1443779,18.7,20.1,30,7.3,79.8,13.3,6.9,31.9,50.8,15.5,31.7,18.4,15.8,3,10.6,15.8,4.8,1.2019748
E01000784,Bromley 002E,11.3031915,65.9574468,29,33.3,22.3,4.8,87.8,9.1,3.1,12,55.8,25.1,15.7,16.2,17.1,3.8,11.2,30.9,5.1,0.69048406
E01000785,Bromley 001F,14.5546705,63.2150615,17.6,23.2,35.5,5.6,76.2,16.9,6.9,31.2,47.1,18.1,29.1,15.8,14.7,3.9,10.1,19.4,6.9,2.31624946
E01000786,Bromley 032A,32.3715693,55.1020408,13.7,48.6,25.5,4.9,80.7,15.1,4.2,11.6,44.7,31.3,21.3,12.6,16.9,5,10.7,28.6,4.9,4.12597597
E01000787,Bromley 029C,25.9786477,58.7188612,14.5,30.4,39.7,4.2,78.6,15.6,5.8,28,48.9,19.3,32.7,15.9,16.3,2.6,9.4,19,4.1,1.45172217
E01000788,Bromley 029D,17.3001311,64.0891219,19.3,34.8,27,7.1,81.8,13.3,4.8,21.4,47.4,25.6,22.3,17.3,14,2.3,12,25.4,6.7,2.06225672
E01000789,Bromley 032B,6.27777778,58.9444444,20.5,15.4,25.6,8.7,82.9,12.3,4.8,46.7,40.5,9.6,29.9,19.5,18,1.4,10,15.2,6,1.35812348
E01000790,Bromley 028C,14.6184341,66.9970268,19.6,26.9,34.1,9.4,85.6,10.4,4,28.9,46,20.3,15.4,14.3,14.7,2.3,11.4,37.3,4.6,4.53964009
E01000791,Bromley 029E,27.8892734,56.0553633,18.5,38.6,28.8,5.3,81,14,4.9,20.9,43.2,28.2,28.3,14.3,17.2,4.4,10,20.9,4.9,0.73050297
E01000792,Bromley 032C,25.0437828,56.0420315,16.1,36.2,27.7,5.4,80.6,14.5,4.9,18,50.3,26.1,24.1,14.8,15.3,3.8,12,24.8,5.2,0.56036607
E01000793,Bromley 032D,26.8722467,57.5204531,23.2,46.3,21,3.9,83.5,12.7,3.8,11.5,46.2,32.2,15.8,12.1,17.7,4,11,35.4,4,-0.4631049
E01000794,Bromley 035E,24.8551191,59.0470058,22.6,46.8,19.6,5.4,82.5,13.8,3.7,10,43.7,33.9,17.1,12.8,16.9,4.5,12.4,33,3.3,2.04471811
E01000795,Bromley 032E,17.0679887,60.694051,27.1,34.7,22.7,5,84.4,10.8,4.8,18.8,44.1,28,20.4,15.6,17.9,4,12,24.6,5.6,1.26443077
E01000796,Bromley 009C,7.17791411,66.0736196,16.5,14.7,28.8,10.8,80.6,13.7,5.7,54.2,35.3,8.6,22.9,18.1,17.4,1.5,11.5,21.9,6.6,1.99632663
E01000797,Bromley 013E,10.8834827,70.6145967,21.5,30.5,33.7,6.9,87.4,8.3,4.4,24.4,50.7,20.3,11.6,11.3,13.5,1.6,11.1,48.2,2.6,4.25451331
E01000798,Bromley 009D,8.26502732,70.4918033,10.7,12.6,45.3,8.8,77.7,15.2,7,55.7,38.7,4.2,25.6,16.9,15.9,1.7,8.9,21.8,9.2,2.25788491
E01000799,Bromley 004A,8.76979294,71.6199756,17.8,23.5,35.3,9.7,86,10.2,3.8,40.2,44.4,12.7,15.2,13.3,13.8,2,11.6,37.4,6.8,4.27476961
E01000800,Bromley 009E,5.50061805,72.9295426,14,15,45.6,9.5,82.7,11.9,5.4,46.2,44.7,7.6,16.1,14.3,15,1.3,10.1,35,8.4,2.46324816
E01000801,Bromley 015E,12.98518,67.6781934,15.5,22.2,40.5,6.5,80.2,13.4,6.4,35.4,49.2,12.2,19.9,14.1,15,2.4,11.8,30.2,6.6,2.42404676
E01000802,Bromley 004B,8.84904569,71.3707345,19.3,22.1,36.9,11.7,83.2,12.4,4.4,41.1,46.1,10.3,14.2,9.7,13.8,1.6,9.7,43.2,7.9,2.39689577
E01000803,Bromley 004C,11.7794486,68.6716792,15.6,24.9,37.4,9.3,85.5,10.3,4.2,45.9,40.4,12.1,14.6,9.6,12.7,1.8,10.4,44.1,6.8,1.61194104
E01000804,Bromley 004D,16.2952646,64.6935933,24.6,36.5,23.4,8.2,85.5,11.1,3.3,15.3,45.6,29.7,11.5,9.4,14.2,2.5,11.6,45.7,5.1,1.71758007
E01000805,Bromley 004E,12.5082727,68.960953,14.4,24.5,39.1,6.4,82.1,13.7,4.2,39.3,48.7,10.6,18.2,13.6,11.9,3.2,8.9,38.9,5.3,2.35981704
E01000806,Bromley 009F,5.11330622,70.7147008,14.8,15.1,39.2,11.1,84.7,11.2,4.1,56.2,35.4,7.3,18,14.6,13.6,1.2,12,32.4,8.3,3.09468064
E01000807,Bromley 022C,17.4934726,61.5535248,27.1,37,19.3,6.6,88,9.7,2.3,15.1,48.4,27.2,12.3,13.6,17.6,3.1,10.7,37.6,5.1,3.15694487
E01000808,Bromley 025A,21.5710723,57.4812968,27.8,40.5,20.2,4.3,85.5,11,3.5,12.5,47.5,30.1,14.9,13,16.6,3.1,11.9,36.6,3.9,0.62611178
E01000809,Bromley 022D,22.2808174,59.063942,23.2,39.3,27.2,3.5,85.4,11.6,3,13.4,51,28.3,19.8,13.3,16.5,3.6,12.5,30.5,3.9,-0.4167347
E01000811,Bromley 025C,17.4242424,64.8484848,22.1,34.3,28.5,6.5,84.5,12.2,3.3,19.4,50.6,23.5,15.9,14.5,18,4.2,11.8,31.6,4.1,-0.2776317
E01000812,Bromley 028D,21.6432866,63.7942552,16.9,35.1,31.8,6.9,83.2,12.4,4.3,21.7,43,26.8,18.3,12.4,15.2,2.2,12.4,35.7,3.9,2.16148625
E01000813,Bromley 025D,23.4161491,58.136646,23.9,41.8,22.3,5.7,83.4,12.6,4,15.9,48,27,20.4,14.2,16.9,3.7,10.6,30.1,4,3.66690055
E01000814,Bromley 028E,20.2482038,64.0104507,26.8,48.2,15.1,5.7,89.2,8.7,2.2,7.8,41.1,35.8,9.1,11.4,19.1,2.6,12.8,42,3,1.36583835
E01000815,Bromley 025E,20.4294079,59.7267404,29.5,46.6,14.1,4.6,89.5,7.8,2.7,6,40.6,41.1,12.5,12.8,17.9,2.1,12.1,39.5,3,0.66877982
E01000816,Bromley 040A,14.652262,66.3740716,21.6,36.1,23.6,5.9,83.9,12.3,3.8,15.9,53.5,23.5,20.2,14.3,16.5,2.8,11,28.3,6.8,1.68672401
E01000818,Bromley 040B,16.9734151,63.9400136,23.4,40.8,20.4,6,85.3,11.3,3.3,11.6,46.8,30.6,18.2,14.9,16.7,3.5,12.1,30.6,4,1.00307486
E01000819,Bromley 040C,13.2748538,63.5672515,16.8,18.8,35.1,9.5,79.9,13.3,6.7,39.1,43.4,15.9,24.3,14.3,16.3,2.4,11.4,25,6.3,3.22470675
E01000820,Bromley 008C,17.1530249,64.8398577,17.9,26.4,40.7,5.3,81.5,13.1,5.4,28.1,44,21.3,16.9,10.3,13.7,2.5,11.9,39.7,4.9,2.43255142
E01000822,Bromley 008D,13.5687732,68.3395291,18.3,27.1,36.7,6.6,85.9,9.9,4.2,30.8,50.6,15,16.7,12.6,15.8,1.4,10.4,37,6.1,1.13072234
E01000823,Bromley 008E,9.66587112,71.300716,21.2,29.3,34.4,7.2,89,8.8,2.3,19.5,54.8,19.9,9.5,11.2,15,1.8,11.9,46.1,4.4,1.56303154
E01000824,Bromley 008F,8.45771144,70.39801,23.7,25.1,32.3,8.4,86.2,9.9,4,30,51.2,16,14.3,10.9,14.8,2.4,12.9,39.6,4.9,2.21058617
E01000825,Bromley 008G,14.8124603,68.4678957,14.7,23.8,44.6,5.9,83.6,11.4,5,35.9,52.3,10.7,16,13.1,15,2.2,12.1,37.3,4.2,1.33877485
E01000826,Bromley 021A,18.0307692,60.9230769,34.1,43,15.8,3.4,89.4,9.1,1.5,5.9,31.6,44.4,9.3,11.8,19.6,2.2,10.4,43.6,3,1.30625165
E01000827,Bromley 021B,22.6359338,60.6973995,18.7,33.3,37.1,5.1,84.8,11.7,3.5,22.4,49.1,24.1,13.8,12.3,13.1,1.6,12.5,41.1,5.6,3.51714001
E01000828,Bromley 011E,21.5909091,61.9949495,17.2,27.9,39.8,6.9,83.6,12.3,4.1,24,48.3,22.3,14.1,10.6,15,2.6,11.9,40.4,5.4,1.8426318
E01000829,Bromley 018E,13.271783,66.0703982,25.2,27,30.9,8.4,87.9,9.4,2.7,23.4,54.1,19.3,11.9,12.1,15.2,2,11.9,41.9,5,1.0595839
E01000830,Bromley 021C,19.6774194,59.483871,30.1,44.7,14,5.1,89.8,8.5,1.7,4.2,27.9,46.9,9.4,9.5,15.9,2.7,12.2,46.9,3.4,0.94803943
E01000831,Bromley 021D,23.4146341,61.0365854,17.7,30.7,42.3,3.5,85.6,10.4,4,25,44.5,24.3,13.4,10.5,14.9,1.5,9.7,46.4,3.5,1.29706323
E01000832,Bromley 030A,19.422043,60.8870968,27.4,34.8,26.6,5.2,85.4,11.5,3.1,16.4,38.5,35,13.7,12.7,18.7,3.4,11.8,34.7,4.9,1.79979164
E01000834,Bromley 027E,13.9307229,64.0813253,34.1,33.6,14.8,6.7,89.8,8.9,1.3,8.9,41,38.2,13.2,16.5,19.4,4.2,14.3,28.7,3.8,1.10262031
E01000835,Bromley 030B,17.1623296,61.6480793,24.5,23.1,29.6,7.3,85.8,11,3.2,22.7,46.6,24.2,16.3,14.5,18.6,2,14.8,29.2,4.7,3.43330744
E01000836,Bromley 030C,14.5172657,62.508809,34.8,32.8,16.6,4,90,7.9,2.1,8.2,47.4,34.4,13.2,14.5,17.6,2.8,13.4,36,2.6,0.34319478
E01000837,Bromley 030D,22.8174603,57.3412698,20.9,28.9,34.6,6.3,81.8,12.9,5.3,23.2,48.2,20.9,18.9,13.7,17.2,3,11.5,31.7,4.1,1.53247687
E01000838,Bromley 030E,24.1450068,57.8659371,27.9,37.2,23,4.7,82,13.3,4.7,13.3,42.3,32.3,18.3,15.3,18.3,2.9,11.9,29.7,3.5,2.10510129
E01000839,Bromley 030F,16.5322581,64.3817204,29.8,43.1,15.6,4.5,89.7,8.5,1.7,6.2,43.5,36.7,11.4,13.7,19.2,2.2,14.7,35.5,3.4,-0.3974329
E01000840,Bromley 030G,32.4742268,54.5103093,16.6,45,29.8,4.4,79.4,15.5,5,22.9,34.3,31.5,20.2,12.2,17,3.3,11.7,31.9,3.7,0.94674994
E01000841,Bromley 030H,20.3335471,61.0006414,26.4,36.5,23.1,6.3,86.4,11,2.6,15,43.1,34.3,14.1,14,19.1,3.8,12.3,33,3.6,1.95385068
E01000842,Camden 011A,13.9196676,73.1301939,13.4,25.7,47,9.7,89.7,7.8,2.5,48.8,42.4,7.2,4.1,3.7,6.8,0.6,5.9,69.8,9.2,1.93516805
E01000843,Camden 014A,10.9058403,70.738975,14.8,22.6,41.8,11.8,87.3,9,3.7,57.4,37.1,4.7,8.3,5.5,7.2,0.2,6.9,63.2,8.6,2.31561074
E01000844,Camden 011B,9.65011287,74.0406321,16.8,25.6,41.6,12.3,89.5,7.4,3,53.3,36.6,9.3,4.6,3.2,5,0.5,6.3,70.9,9.4,3.06547731
E01000845,Camden 014B,11.8169399,73.9754098,12.4,22.7,46.5,12.6,87.6,7.9,4.5,47.9,42.8,7.3,6.8,6.4,5.7,0.6,7.9,63.9,8.6,3.3800277
E01000846,Camden 014C,14.1239174,60.8927382,17.2,16.6,35.7,11.5,82.5,11.1,6.3,53.9,36,7.5,18.3,6.6,10.9,1.4,9.7,42.4,10.7,2.96116428
E01000847,Camden 014D,11.2099644,63.4045077,20.2,17.4,34.4,13.7,85.1,9.7,5.2,48,37.7,11.1,13.8,8.7,9.5,0.9,9.5,46.1,11.5,3.26183077
E01000848,Camden 011C,12.2166247,73.6775819,13.3,30.1,43.2,10.3,89,8.1,2.8,49.2,43.5,6.6,7.4,3.1,5.1,0.7,6.5,67.4,9.8,2.58204707
E01000849,Camden 011D,12.8107075,74.6335245,10,18.3,54.1,12.9,88.3,8.8,2.9,63.6,31.7,4.2,5.5,3.7,6,1,7.2,68.7,7.8,3.66043539
E01000851,Camden 026B,4.61603021,89.6768779,4.2,18.1,49.1,25,91.3,6.1,2.6,75.8,20.3,3.3,3.9,3.6,5.4,0.3,37.1,38.8,10.9,4.75204067
E01000853,Camden 025A,19.4359289,65.3586757,6.3,12.3,55.8,14.2,72.7,17,10.3,83.3,14.5,1.9,22,8,8.7,0.8,12.9,37.5,10.1,4.72574243
